Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
20	5	0.000155	3.81	3.5	31	21	25	31	20.2	26.6	4.87	31	21	25	4.19
19	4	0.00127	2.9	4.12	32	15	36	32	15.7	36	11.7	32	15	36	8.83
18	4	0.00127	2.9	3.89	31	11	28	31	11	27.5	7.86	31	11	28	6.2
17	4	0.00127	2.9	4.12	26	16	16	24.5	16.5	16	7.35	26	16	16	5.41
16	4	0.00127	2.9	3.92	32	17	14	32	17	14.2	12.3	32	18	14	7.97
15	3	0.0124	1.91	3.49	42	21	27	42.7	21.3	27	2.4	42	21	27	2.13
14	3	0.0124	1.91	3.41	11	36	15	11	36.7	16	6.76	11	37	17	4.76
13	3	0.0124	1.91	4.11	17	50	17	17.6	50.3	17	6.84	18	51	17	5.97
12	3	0.0124	1.91	3.86	31	55	15	30.4	55.3	15	10.6	31	55	15	8.85
11	3	0.0124	1.91	3.3	38	19	16	38.3	20	15.7	4.54	38	19	16	3.98
10	3	0.0124	1.91	4.11	33	20	16	32.7	20	16.3	5.91	33	20	16	4.7
9	3	0.0124	1.91	3.7	15	21	18	15.7	21.3	18	24.5	16	21	19	15.2
8	3	0.0124	1.91	3.57	27	14	33	26	14	33	4.5	25	14	33	4.26
7	3	0.0124	1.91	3.33	43	16	13	42.7	17	13	23.8	43	18	13	19.7
6	3	0.0124	1.91	3.92	20	20	16	19.3	21	16	5.65	19	22	16	4.93
5	3	0.0124	1.91	3.31	37	20	40	37	19.3	39.7	7.91	38	19	40	6.07
4	3	0.0124	1.91	3.97	17	14	23	17	14.6	23	4.3	17	14	23	3.6
3	3	0.0124	1.91	3.39	38	13	22	37.7	13.7	22.3	3.29	37	14	22	2.8
2	3	0.0124	1.91	3.89	23	10	27	23.4	11	26.7	4.77	24	12	27	3.45
1	3	0.0124	1.91	3.32	15	19	26	15.3	18.7	27	3.11	15	19	26	2.63
