Cluster Index	Z	x	y	z	
251	7.42	12	40	27
251	5.69	10	29	25
251	5.66	10	40	23
251	5.51	15	39	28
251	5.38	10	36	25
251	5.35	9	32	26
250	6.09	38	47	28
250	5.77	38	51	23
250	5.47	36	46	28
250	5.41	34	50	25
250	5.38	35	46	26
250	5.23	36	49	23
249	5.63	47	64	25
249	5.1	46	65	28
249	4.96	43	68	25
249	4.93	40	68	22
249	4.85	43	65	28
249	4.64	38	69	27
248	5.86	32	67	28
248	5.22	32	65	28
248	5.16	31	67	21
248	5.02	35	61	29
248	4.98	33	65	25
248	4.84	35	64	25
247	5.7	54	40	27
247	4.38	53	48	27
247	4.28	54	43	24
247	4.04	52	54	25
247	3.78	50	38	26
247	3.69	55	38	28
246	5.14	25	22	19
246	4.58	19	23	18
246	4.24	20	25	17
246	4.23	22	23	19
246	4.12	17	22	18
246	4.01	21	21	17
245	5.2	24	56	39
245	5.12	25	58	39
245	5.12	27	57	41
245	5.1	31	60	40
245	4.76	26	59	41
245	4.74	30	61	37
244	4.98	46	39	36
244	4.4	50	41	35
244	3.94	49	42	33
244	3.65	47	41	37
244	3.64	51	42	33
244	3.32	44	39	38
243	4.58	18	41	35
243	4.51	19	38	36
243	4.41	15	40	39
243	4.4	20	41	37
243	3.93	18	41	38
242	5.44	25	50	24
242	5.06	27	48	22
242	4.24	23	45	22
242	4	25	45	22
242	3.77	24	43	23
241	5.23	26	17	36
241	4.42	30	18	34
241	4.19	27	16	33
241	3.75	27	20	36
241	3.7	29	16	32
240	4.22	33	56	28
240	4.11	35	58	26
240	4.07	34	55	30
240	4	34	58	30
240	3.9	33	56	32
239	4.82	46	35	29
239	4.63	47	32	31
239	3.45	50	34	31
238	5.09	36	52	43
238	4.27	37	49	40
238	4	37	56	43
238	3.69	36	47	40
238	3.52	37	51	39
238	3.49	38	53	39
237	4.83	23	51	21
237	4.76	25	49	18
237	4.29	23	53	23
237	3.79	25	52	16
236	4.46	37	59	25
236	4.2	36	61	26
236	3.94	37	59	28
236	3.84	34	62	25
235	5.88	36	61	41
235	5.13	38	59	38
235	3.95	38	60	35
235	3.31	38	56	37
234	5.31	15	22	38
234	4.06	17	20	39
234	4.03	17	23	39
234	3.81	17	25	39
234	3.57	18	18	40
234	3.55	13	22	37
233	4.97	44	59	18
233	4.82	47	61	19
233	4.25	42	59	19
233	3.97	43	57	19
233	3.55	44	63	20
232	5.69	14	41	41
232	4.26	17	41	43
232	3.44	14	37	41
232	3.36	18	40	45
231	4.81	51	57	25
231	4.33	50	59	26
231	3.97	48	59	25
231	3.24	51	57	22
231	3.21	47	58	27
230	5.07	13	27	20
230	4.99	11	29	20
230	4.02	16	27	20
230	3.93	13	24	20
230	3.29	10	26	21
229	4.39	31	41	32
229	4.08	30	45	32
229	4.01	33	43	32
229	3.8	34	45	32
228	3.85	47	46	30
228	3.76	45	48	26
228	3.63	46	47	23
228	3.48	49	47	27
227	4.8	50	47	23
227	3.57	51	47	21
227	3.36	48	44	25
226	5.21	21	47	39
226	5.09	21	45	39
226	4.88	19	47	39
226	4.06	21	47	35
225	3.99	39	28	30
225	3.94	39	24	30
225	3.76	41	26	31
224	5.21	37	10	20
224	4.01	36	14	20
223	4.17	35	9	28
223	3.97	37	9	29
223	3.26	36	9	26
222	4.81	20	34	43
222	3.86	21	36	43
222	3.62	22	34	41
222	3.57	19	36	41
221	5.87	47	54	18
221	4.54	45	53	18
221	4.51	47	50	17
220	5.13	29	59	27
220	3.7	31	58	28
220	3.44	29	57	28
