Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
12	7	6.91e-06	5.16	3.82	44	54	34	45	54.1	33.6	448	47	54	33	331
11	6	4.11e-05	4.39	3.44	49	55	33	49.3	54.5	33.5	797	49	55	33	557
10	5	0.000271	3.57	3.44	30	13	14	29.6	12.6	13.8	900	30	13	13	565
9	4	0.00203	2.69	4.44	42	61	33	42.2	61.7	33.9	986	42	62	34	725
8	4	0.00203	2.69	4.12	48	50	36	46.6	49.3	34.8	516	48	50	36	375
7	4	0.00203	2.69	3.57	20	58	35	19	58	34.7	387	18	57	34	342
6	3	0.0181	1.74	3.53	45	52	37	45.3	51.7	37.3	358	45	52	37	312
5	3	0.0181	1.74	3.25	26	33	29	26.7	32.7	28.7	534	26	33	29	451
4	3	0.0181	1.74	3.37	52	49	31	52	49	30	323	52	49	31	291
3	3	0.0181	1.74	3.42	35	60	35	35	59.7	34.7	429	35	60	35	362
2	3	0.0181	1.74	4.11	44	59	35	44	58	34.3	590	44	58	34	488
1	3	0.0181	1.74	3.59	33	63	22	34	62.3	22	403	33	63	22	361
