Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
49	5330	0	362	7.39	23	28	37	31.9	45.2	32.5	1.06e+03	44	67	24	181
48	330	0	53.7	7.94	21	12	26	23.3	14.1	25.9	1.12e+03	33	13	33	258
47	267	0	46.2	7.53	40	14	29	42	15.4	28.5	1.34e+03	35	14	21	212
46	60	1.19e-15	14.9	5.2	38	61	18	37.7	56.5	16.4	1.1e+03	36	50	14	329
45	56	7.95e-15	14.1	5.57	28	60	38	29.9	57.7	40.2	466	27	59	42	201
44	32	2.28e-09	8.64	4.75	33	63	19	32.9	60.3	16.4	830	32	57	15	329
43	32	2.28e-09	8.64	4.37	35	40	17	32.3	41.4	15.9	1.65e+03	34	41	18	473
42	29	1.33e-08	7.88	5.38	57	38	25	56.5	38.5	21.1	292	56	38	22	186
41	27	5.96e-08	7.22	4.05	12	55	20	13.6	57.2	20.5	486	13	58	25	267
40	26	5.96e-08	7.22	4.38	28	51	29	29.6	51.3	27.9	354	31	51	27	176
39	21	2.03e-06	5.69	4.97	31	30	34	31.3	28.9	33.1	773	32	29	33	297
38	19	7.93e-06	5.1	5.15	42	46	17	41.8	44	16.5	878	42	46	17	281
37	19	7.93e-06	5.1	4.62	53	33	30	54	33.6	28.7	443	55	35	31	223
36	18	1.59e-05	4.8	5.54	28	65	39	27.5	63.1	37.5	959	27	63	38	366
35	18	1.59e-05	4.8	4.26	47	17	37	49.7	19.4	36.5	321	47	18	38	178
34	17	3.22e-05	4.49	4.76	35	64	37	35.1	64.1	37.7	838	36	64	37	433
33	17	3.22e-05	4.49	3.61	18	49	14	19.9	48	13.6	355	22	49	15	193
32	16	6.64e-05	4.18	5.25	22	42	16	22.7	42.3	16.8	499	23	45	16	256
31	15	0.000139	3.86	4.31	27	45	14	26.5	45.8	13.8	908	27	45	14	435
30	14	0.000295	3.53	4.76	47	24	29	49.3	23.5	28.7	194	47	24	29	152
29	14	0.000295	3.53	3.6	44	66	33	41.6	66.1	33.6	607	40	67	33	363
28	14	0.000295	3.53	3.8	26	57	14	26.5	54.7	14.9	438	26	54	16	260
27	13	0.000638	3.2	4.1	11	54	29	11.5	54.7	27.5	505	12	56	24	276
26	13	0.000638	3.2	3.46	36	17	33	37.2	15.5	32.9	243	36	15	35	143
25	12	0.00141	2.85	4.16	21	28	19	20.2	27.8	19.9	245	21	29	18	145
24	12	0.00141	2.85	3.8	19	37	21	18.2	36.7	20.3	146	20	36	21	112
23	12	0.00141	2.85	4.21	30	31	41	29.2	32.6	40.8	212	30	33	40	125
22	12	0.00141	2.85	3.56	32	34	49	31.5	35	49.4	482	32	35	50	355
21	12	0.00141	2.85	3.85	45	38	29	46.5	37.3	28.6	793	46	38	27	300
20	12	0.00141	2.85	4	15	20	28	15.8	20.2	26.3	215	15	20	28	159
19	12	0.00141	2.85	4.49	41	19	20	41.3	20.6	19.3	719	44	24	18	447
18	11	0.00318	2.5	3.21	20	53	40	19.5	52.7	41.1	235	21	55	41	163
17	11	0.00318	2.5	4.64	37	35	15	36.2	34.6	14.8	240	36	34	17	158
16	11	0.00318	2.5	4.77	49	25	39	49.2	25.5	38	313	49	25	39	213
15	11	0.00318	2.5	4.91	35	20	43	34.5	21	44.1	636	35	20	44	416
14	10	0.00734	2.13	3.99	36	34	40	36.2	33.4	41.5	185	35	33	41	124
13	10	0.00734	2.13	4.19	49	28	31	49.3	27.8	30	243	50	28	30	177
12	10	0.00734	2.13	4.31	54	55	32	52.8	54.1	30.5	670	54	55	32	285
11	10	0.00734	2.13	4.25	51	30	32	51.8	30.3	32.4	370	54	28	33	165
10	10	0.00734	2.13	4.25	35	27	40	35	26.3	38.4	165	35	27	40	114
9	9	0.0174	1.76	3.34	35	52	16	36.2	49.2	17.4	921	37	47	18	574
8	9	0.0174	1.76	4.74	18	41	19	18.2	41.2	17.9	206	20	41	16	134
7	8	0.0423	1.37	3.38	41	34	17	42.2	33.4	17	344	41	34	17	234
6	8	0.0423	1.37	3.84	31	17	18	32.5	17.1	17.7	454	33	17	18	316
5	8	0.0423	1.37	4.18	25	66	35	26	65.6	33.8	490	25	66	33	379
4	8	0.0423	1.37	3.66	18	20	31	18.5	20.1	32.1	190	18	20	31	116
3	8	0.0423	1.37	3.61	37	32	33	39.2	31.8	34	114	39	32	34	88.4
2	8	0.0423	1.37	4.04	28	32	36	27.3	30.4	34.2	184	28	30	35	113
1	8	0.0423	1.37	4.15	31	34	16	32	33.6	16	235	32	34	16	161
