Cluster Index	Z	x	y	z	
13	4.93	46	16	20
13	4.78	48	24	19
13	4.59	43	13	21
13	4.58	48	21	20
13	4.52	49	18	21
13	3.91	43	11	22
12	4.28	30	14	20
12	4.14	28	13	20
12	4.09	32	14	22
11	4.49	40	16	19
11	3.87	33	17	22
11	3.81	38	16	20
11	3.68	36	16	20
11	3.26	35	18	20
10	4.65	15	21	20
10	4.46	15	19	21
10	3.88	17	17	21
10	3.76	13	22	21
9	3.97	55	28	20
9	3.76	54	27	22
8	3.81	39	22	45
8	3.65	37	23	46
8	3.58	41	22	44
8	3.33	35	23	46
7	4.47	43	18	19
7	4.3	46	20	19
6	3.96	22	12	20
6	3.82	25	12	19
6	3.75	24	10	21
5	3.76	25	25	46
4	4.28	26	11	26
4	3.48	24	12	27
3	3.82	37	9	22
3	3.65	38	10	20
2	4.08	32	31	26
2	3.69	32	34	26
1	3.72	52	24	20
