Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
11	675	2.25e-13	12.6	4.63	48	35	38	47.3	30.1	36.7	268	47	31	44	89.1
10	501	1.09e-10	9.96	4.26	49	54	32	47.3	52.4	31.6	229	43	67	25	87.4
9	391	7.92e-09	8.1	4.63	47	32	19	44.2	26.3	20.8	264	43	32	17	94.2
8	331	1.19e-07	6.92	3.88	8	36	37	15	33.2	36.9	251	9	38	27	92.2
7	268	1.61e-06	5.79	3.88	28	42	37	30.9	48	37.8	150	33	50	40	77.2
6	231	9.18e-06	5.04	3.51	21	67	26	25.5	67.8	25.7	346	26	69	27	158
5	141	0.00102	2.99	3.56	14	48	30	13.6	46.7	31.9	168	14	46	36	96.9
4	100	0.012	1.92	3.09	43	47	12	42.9	45.6	12.2	624	44	46	10	242
3	94	0.0176	1.75	3.81	38	35	35	37	34.4	36.9	136	37	35	37	74.9
2	89	0.0244	1.61	3.75	57	42	24	55.6	45.1	28	173	56	45	34	102
1	79	0.0475	1.32	3.92	58	37	20	56.7	32.5	24.3	151	57	35	21	87.2
