Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
19	11	1.12e-08	7.95	4.62	50	24	25	49.3	24.2	24.7	11.8	50	25	25	8.4
18	6	4.09e-05	4.39	3.81	51	29	22	50.8	28.8	21.4	12.3	51	29	22	8.86
17	5	0.000269	3.57	3.96	31	61	34	30.6	61.2	34.4	7.8	31	61	34	5.88
16	5	0.000269	3.57	3.91	41	23	24	41.2	22.6	24	8.11	42	24	24	7.4
15	5	0.000269	3.57	4.17	54	29	25	52.6	28	25	10.2	54	29	25	7.13
14	4	0.00202	2.69	4.97	50	31	30	50.3	30.9	30.4	11.2	50	31	30	8.23
13	4	0.00202	2.69	4	42	28	48	42	27.3	48	15.6	42	27	48	13.9
12	3	0.018	1.75	4.64	48	22	20	47.4	21.1	20	16	48	22	20	12.6
11	3	0.018	1.75	4.31	44	28	19	44.3	28	19.3	10	44	27	19	7.83
10	3	0.018	1.75	4.05	53	30	32	53	29.1	32.3	8.57	53	30	32	7.41
9	3	0.018	1.75	3.75	33	31	32	33	30.9	32	14.6	33	31	32	12.1
8	3	0.018	1.75	3.82	17	47	32	17.3	46.4	32.6	6.33	17	47	32	5.33
7	3	0.018	1.75	3.45	23	56	35	23.3	56	34.7	5.78	24	56	35	5.75
6	3	0.018	1.75	3.53	51	24	32	51.3	23.7	31.7	7.9	52	24	31	7.57
5	3	0.018	1.75	3.94	28	23	40	27.7	23.9	40.3	5.4	28	23	40	4.7
4	3	0.018	1.75	3.94	23	15	15	23.9	15	15.3	7.74	25	15	16	7.04
3	3	0.018	1.75	4.46	23	27	33	23.3	27.6	33.6	5.87	23	27	33	4.83
2	3	0.018	1.75	3.82	45	18	13	44.7	17.4	13	13.2	45	18	13	11
1	3	0.018	1.75	3.43	44	26	12	43.3	26	12.3	9.33	44	26	12	8.25
