Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
94	9448	0	814	8.38	26	53	44	31.4	40.3	33.9	15.7	26	20	7	1.68
93	57	3.94e-25	24.4	6.64	9	29	20	8.97	33.6	18.4	1.91	10	34	17	1.18
92	50	7.23e-23	22.1	5.92	33	36	8	28.7	32.3	8.61	36.6	33	36	8	6.62
91	36	5.46e-18	17.3	5.38	18	36	29	18.2	34.6	29.6	3.68	18	36	29	1.59
90	35	1.28e-17	16.9	5.57	8	42	33	10.2	39.7	33.7	2.03	8	42	36	1.23
89	32	1.75e-16	15.8	4.61	47	39	26	46.6	37.4	27.8	3.69	47	39	27	1.55
88	30	1.04e-15	15	5.01	41	32	27	40.7	30.1	26.9	1.81	39	31	30	1.29
87	28	6.47e-15	14.2	6.54	12	33	29	12.3	33.8	28.2	3.29	12	33	29	1.68
86	26	4.2e-14	13.4	5.33	26	40	20	24.3	39.1	20	4.2	25	37	20	1.95
85	23	7.62e-13	12.1	4.65	27	26	23	28.2	24.6	24.8	4.75	28	25	27	1.96
84	23	7.62e-13	12.1	5.52	52	22	24	50.6	22.4	24.4	1.51	50	22	24	1.02
83	19	4.46e-11	10.4	5.28	37	18	8	37.8	17.8	7.94	1.89	35	19	8	1.42
82	16	1.14e-09	8.94	4.13	21	22	15	22.1	21.9	16	2.29	22	24	18	1.11
81	16	1.14e-09	8.94	5.08	12	43	31	12.4	42.8	29	2.66	13	42	31	1.45
80	15	3.52e-09	8.45	4.97	31	39	23	32.5	42	22.1	4.18	32	41	23	2.12
79	15	3.52e-09	8.45	5.41	11	38	31	11.5	37.5	31.6	2.69	11	38	31	1.47
78	15	3.52e-09	8.45	5.4	15	33	14	15.2	32.2	14.1	3.26	14	33	14	2.06
77	15	3.52e-09	8.45	5.71	45	52	13	45.2	50.8	12.1	2.81	45	52	13	1.83
76	13	5.96e-08	7.22	4.69	54	39	28	54	40	26.3	3.52	54	40	27	1.77
75	13	5.96e-08	7.22	6	17	42	28	16.9	42.8	27.5	2.23	16	43	26	1.44
74	13	5.96e-08	7.22	4.28	49	51	14	49.8	51.7	15.7	2.08	49	51	14	1.39
73	12	1.19e-07	6.92	4.81	10	33	34	9.78	32.6	34	1.65	10	33	34	0.946
72	12	1.19e-07	6.92	5.16	14	30	19	13	28.7	19.6	1.69	12	28	20	1.35
71	11	4.17e-07	6.38	5.65	17	24	8	19.5	24.3	8	14.2	17	24	8	3.4
70	10	1.49e-06	5.83	5.08	33	26	7	34.5	26.5	7	17.1	31	27	7	4.96
69	10	1.49e-06	5.83	5.65	40	60	18	40.4	60.9	18.2	1.82	41	60	18	1.51
68	10	1.49e-06	5.83	5.38	30	41	20	30.5	40.2	19	3.13	29	39	17	2.24
67	10	1.49e-06	5.83	3.72	53	46	22	53.1	42.2	21.1	2.27	53	46	22	1.38
66	10	1.49e-06	5.83	4.47	47	24	24	47.6	24.4	26.3	1.08	47	23	29	0.9
65	10	1.49e-06	5.83	5.13	16	38	36	16.4	39.5	34.7	2.06	16	39	36	1.25
64	9	5.66e-06	5.25	4.49	20	35	15	18.4	37.4	14.5	1.94	21	36	15	1.39
63	9	5.66e-06	5.25	4.44	11	49	17	11.6	49.6	16.8	2.35	12	50	16	1.48
62	9	5.66e-06	5.25	5.85	22	31	9	22.7	31	9	2.72	22	31	9	2.25
61	8	2.25e-05	4.65	5.7	32	26	14	32.6	25.1	14.1	2.36	32	26	14	1.69
60	8	2.25e-05	4.65	4.61	49	34	24	49.3	35.9	23.5	1.33	49	35	22	1.08
59	8	2.25e-05	4.65	4.72	33	49	31	32.4	48.3	31.4	2.74	33	50	31	2.01
58	8	2.25e-05	4.65	7.19	15	52	12	14.7	51.1	12	4.35	14	50	12	2.63
57	8	2.25e-05	4.65	4.47	31	21	18	30.2	22.5	17.8	1.47	31	21	18	1.11
56	8	2.25e-05	4.65	4.34	23	33	12	23.7	33.5	12.1	3.42	23	33	12	2.47
55	8	2.25e-05	4.65	4.3	40	49	24	40	48.4	23.8	1.41	39	47	24	1.19
54	8	2.25e-05	4.65	5.06	21	36	21	20.4	35.9	20.8	1.57	21	36	21	1.19
53	8	2.25e-05	4.65	4.42	54	29	27	54.6	29.6	26.4	1.52	55	31	26	1.07
52	7	9.43e-05	4.03	6.01	48	46	35	47.7	45.5	34.6	2.35	48	46	35	1.37
51	7	9.43e-05	4.03	5.3	18	28	20	17.6	27.3	20.1	1.57	18	27	21	1.32
50	7	9.43e-05	4.03	3.92	48	28	31	49.7	28.4	30.4	1.8	50	28	30	1.2
49	7	9.43e-05	4.03	4.66	55	34	28	55.4	33.5	28.3	2.01	55	34	29	1.35
48	7	9.43e-05	4.03	4.32	48	24	14	48.4	22.6	12	1.66	49	23	13	1.17
47	6	0.000424	3.37	4.18	36	59	14	36.5	58.5	14.8	1.81	37	58	14	1.38
46	6	0.000424	3.37	4.77	46	24	17	45.7	24	16.8	2.83	46	24	18	1.83
45	6	0.000424	3.37	4.82	26	32	24	26.3	32.2	24.5	1.93	26	32	24	1.47
44	6	0.000424	3.37	4.92	23	28	17	21.9	26.7	17	1.94	20	25	17	1.42
43	6	0.000424	3.37	4.98	17	35	16	17	33.8	17	1.63	18	34	16	1.26
42	6	0.000424	3.37	4.49	44	37	27	44.3	35.6	28.4	2.06	45	35	30	1.72
41	6	0.000424	3.37	4.31	42	43	22	42	43.5	21.8	2.01	42	44	21	1.41
40	6	0.000424	3.37	4.6	19	30	18	19.8	30	17.8	1.54	19	30	17	1.26
39	6	0.000424	3.37	4	25	31	19	25	30	18.7	2.11	25	30	19	1.38
38	5	0.00208	2.68	4.13	55	33	24	55	33.4	24.4	1.54	55	33	24	1.25
37	5	0.00208	2.68	4.53	53	40	14	53.8	38.5	15.7	1.3	53	40	14	0.886
36	5	0.00208	2.68	3.89	50	33	32	50.4	33.6	32.2	2.32	51	33	32	1.64
35	5	0.00208	2.68	4.14	22	24	21	22.6	23.8	20.8	1.09	23	24	21	1.03
34	5	0.00208	2.68	3.91	44	30	16	44.2	31.4	15.6	1.69	44	32	15	1.44
33	5	0.00208	2.68	3.77	42	45	27	41.6	44.8	27.2	1.2	42	45	27	1.11
32	5	0.00208	2.68	5.11	24	47	16	24.2	48.5	15.7	5.05	24	48	16	3.88
31	5	0.00208	2.68	3.83	51	31	24	52.1	30.2	24.8	1.83	53	31	25	1.31
30	5	0.00208	2.68	4.72	21	49	35	20.4	49.2	34.4	1.68	20	49	34	1.26
29	5	0.00208	2.68	4.5	18	43	20	18.8	43.6	20.2	3.55	18	43	20	1.84
28	5	0.00208	2.68	5.56	29	50	34	29	49.6	33.7	1.57	29	50	34	1.11
27	5	0.00208	2.68	3.73	30	27	30	30.8	26	30.2	2.47	32	25	30	1.48
26	5	0.00208	2.68	4.41	18	34	37	18.2	33.6	36.6	1.39	18	34	37	1.11
25	5	0.00208	2.68	4.78	37	38	9	36.8	38	9.22	6.29	36	38	9	4.12
24	5	0.00208	2.68	3.62	33	14	39	33	14	39	3.67	33	14	39	2.33
23	5	0.00208	2.68	4.71	21	38	37	20.3	38.3	36.8	1.69	20	38	37	1.29
22	5	0.00208	2.68	4.28	46	43	10	47.4	43.6	10.4	1.71	49	44	11	1.49
21	5	0.00208	2.68	3.4	44	49	26	43.4	49.2	26.2	1.01	43	50	27	0.944
20	4	0.0113	1.95	4.17	9	42	16	8.75	41.3	15.5	1.2	9	42	16	1.06
19	4	0.0113	1.95	3.66	39	36	9	39.3	35.5	9	2.31	39	36	9	1.99
18	4	0.0113	1.95	3.96	38	33	9	37.1	32.8	8.72	16.5	36	33	8	9.89
17	4	0.0113	1.95	3.83	43	38	17	43.5	38.7	16	1.55	43	38	17	1.17
16	4	0.0113	1.95	4.86	36	38	24	35.1	38	24	1.75	34	37	24	1.56
15	4	0.0113	1.95	3.87	20	37	24	20	37.5	24	2.62	19	37	24	1.62
14	4	0.0113	1.95	4.42	35	58	27	35.2	58	28.2	1.48	35	58	27	1.31
13	4	0.0113	1.95	4.55	32	36	35	32.2	35.7	34	3.32	32	35	33	1.99
12	4	0.0113	1.95	3.56	13	38	28	11.8	38.2	27.8	2.51	13	38	28	2.16
11	4	0.0113	1.95	4	42	26	18	42.5	26	18	2.14	42	26	18	1.73
10	4	0.0113	1.95	4.32	33	27	19	32.3	26.8	18.8	1.89	33	27	19	1.44
9	4	0.0113	1.95	4.93	51	23	35	51.2	23.2	35.7	1.55	51	23	37	1.35
8	4	0.0113	1.95	4.6	40	35	12	40	35.3	12	3.42	40	36	12	3.07
7	4	0.0113	1.95	3.47	51	49	12	50.8	48.8	12.5	1.16	50	49	14	0.983
6	4	0.0113	1.95	4.08	30	37	20	30.9	37.7	19.6	1.41	30	37	20	1.33
5	4	0.0113	1.95	5.01	22	34	15	21.8	33.3	14.5	2.77	22	34	15	1.95
4	4	0.0113	1.95	4.65	31	55	26	31.5	55.2	26.5	1.79	32	56	26	1.51
3	4	0.0113	1.95	6.12	12	46	33	11.6	46	32.6	2.07	12	46	33	1.38
2	4	0.0113	1.95	3.75	15	24	13	15.2	24	14.2	1.2	15	24	15	1.07
1	4	0.0113	1.95	4.7	8	38	27	8.24	37.3	26.1	1.25	8	38	27	0.915
