Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	13	5.96e-08	7.22	5.33	28	56	14	29.3	55.3	15.9	4.7	29	56	16	3.51
9	8	2.25e-05	4.65	5.05	32	52	15	32.8	52.3	15.1	6.83	32	51	15	4.48
8	8	2.25e-05	4.65	4.72	19	63	20	19.7	63.7	19.8	5.41	19	63	20	3.02
7	7	9.43e-05	4.03	4.99	28	44	14	28	44.2	13.9	25.8	28	44	14	14.8
6	6	0.000424	3.37	4.19	27	67	17	26.7	65.6	16.7	2.59	26	65	16	2.35
5	6	0.000424	3.37	5.5	41	68	20	40.7	67.9	18.9	5.15	41	68	20	3.04
4	5	0.00208	2.68	5.02	27	61	41	26.8	61.2	40.5	2.65	27	61	41	1.77
3	4	0.0113	1.95	3.68	34	67	34	33.7	66.8	33.5	4.77	34	67	34	3.12
2	4	0.0113	1.95	5.26	22	61	17	22	61.5	17	4.67	22	61	17	3.69
1	4	0.0113	1.95	3.44	31	49	16	31	48	16.5	7.82	31	48	16	7.12
