Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	12	1.19e-07	6.92	4.36	37	46	18	36.8	46.9	17.6	12.3	37	46	18	7.4
9	11	4.17e-07	6.38	4.65	38	26	32	38	26.3	31.1	3.43	38	26	31	2.09
8	7	9.43e-05	4.03	5.04	22	61	17	21.5	60.3	17	4.46	22	61	17	3.75
7	5	0.00208	2.68	3.83	36	44	21	35.6	44.2	21	3.69	36	44	21	2.86
6	5	0.00208	2.68	3.64	52	31	15	52.4	30	15.6	7.3	52	31	15	5.02
5	5	0.00208	2.68	4.24	29	49	18	28.6	48.4	18	7.41	28	48	18	6.16
4	4	0.0113	1.95	4.76	32	51	15	32.2	51.9	15	6.53	32	51	15	5.07
3	4	0.0113	1.95	4.17	24	50	16	24.5	51	16	5.34	24	50	16	4.17
2	4	0.0113	1.95	4.56	40	60	17	41.4	60	17	3.41	43	60	17	2.57
1	4	0.0113	1.95	4.5	24	66	17	24.4	65.3	17.9	7.06	24	66	17	3.52
