Cluster Index	Z	x	y	z	
94	8.38	26	53	44
94	8.32	23	41	45
94	8.21	31	42	49
94	8.21	33	42	47
94	8.17	30	37	49
94	8.13	27	39	49
93	6.64	9	29	20
93	6.56	9	32	18
93	6.05	10	34	17
93	5.84	10	34	15
93	5.37	8	34	20
93	5.13	9	40	17
92	5.92	33	36	8
92	5.85	27	26	8
92	5.66	28	30	8
92	5.14	28	33	9
92	4.89	28	36	10
92	4.33	25	26	8
91	5.38	18	36	29
91	5.26	19	32	29
91	5.12	17	32	30
91	4.66	19	38	29
91	4.15	16	30	31
91	3.95	21	37	30
90	5.57	8	42	33
90	5.28	8	42	36
90	4.78	12	39	34
90	4.73	8	43	31
90	4.72	8	41	30
90	4.5	14	36	35
89	4.61	47	39	26
89	4.61	46	37	25
89	4.57	48	37	28
89	4.36	45	40	30
89	3.85	47	35	29
89	3.53	43	37	31
88	5.01	41	32	27
88	4.9	38	32	28
88	4.75	42	28	28
88	4.15	41	31	29
88	4.02	39	31	30
88	4.01	43	29	25
87	6.54	12	33	29
87	5.39	9	34	28
87	4.97	16	35	26
87	4.49	12	31	27
87	4.2	15	34	29
86	5.33	26	40	20
86	4.96	25	37	20
86	4.71	24	40	21
86	3.75	20	40	18
86	3.64	22	40	19
86	3.63	27	37	19
85	4.65	27	26	23
85	4.53	29	22	25
85	4.47	28	25	27
85	4.45	27	26	25
85	4.45	28	26	21
85	4.2	29	22	27
84	5.52	52	22	24
84	4.49	49	22	23
84	4.25	49	21	25
84	4.01	53	25	26
83	5.28	37	18	8
83	4.76	40	15	9
83	3.66	39	16	7
82	4.13	21	22	15
82	3.92	24	21	15
82	3.65	22	23	17
82	3.43	21	20	17
81	5.08	12	43	31
81	4.61	14	44	27
80	4.97	31	39	23
80	4.59	33	42	22
80	3.69	34	45	23
79	5.41	11	38	31
79	4.84	12	36	33
79	4.23	12	40	30
78	5.4	15	33	14
78	4.37	16	30	15
78	4.07	16	28	15
78	3.69	14	36	13
78	3.6	17	32	14
77	5.71	45	52	13
77	5.13	44	49	11
77	4.74	46	50	11
77	3.44	47	50	13
76	4.69	54	39	28
76	3.85	53	40	25
76	3.82	55	41	26
76	3.56	53	41	23
75	6	17	42	28
75	4.32	17	44	27
75	3.69	19	44	27
74	4.28	49	51	14
74	3.96	51	53	17
74	3.67	50	50	17
73	4.81	10	33	34
73	4.27	9	31	33
72	5.16	14	30	19
71	5.65	17	24	8
71	5.62	21	25	8
70	5.08	33	26	7
70	4.61	36	27	7
70	4.07	38	26	7
70	3.62	34	28	7
69	5.65	40	60	18
69	5.47	40	62	18
68	5.38	30	41	20
68	4.88	29	40	18
68	3.49	34	39	20
67	3.72	53	46	22
67	3.64	54	40	20
66	4.47	47	24	24
66	4.11	47	26	25
66	3.96	47	24	28
65	5.13	16	38	36
65	4.65	16	40	34
64	4.49	20	35	15
64	3.93	17	39	13
63	4.44	11	49	17
62	5.85	22	31	9
61	5.7	32	26	14
61	4.6	32	24	16
61	4.58	34	25	14
60	4.61	49	34	24
60	3.86	50	36	23
59	4.72	33	49	31
58	7.19	15	52	12
58	5.79	14	50	12
58	4.85	17	53	12
57	4.47	31	21	18
57	3.37	31	23	19
56	4.34	23	33	12
56	3.9	25	34	13
56	3.51	25	33	11
55	4.3	40	49	24
55	3.92	39	47	24
54	5.06	21	36	21
54	3.88	20	34	21
54	3.58	21	37	19
53	4.42	54	29	27
53	3.39	54	28	25
52	6.01	48	46	35
51	5.3	18	28	20
51	5.21	16	27	19
51	4.24	18	26	21
50	3.92	48	28	31
50	3.86	51	29	29
49	4.66	55	34	28
48	4.32	48	24	14
48	4.28	47	22	10
48	3.74	50	24	13
47	4.18	36	59	14
47	4.17	38	58	15
47	3.4	36	58	16
46	4.77	46	24	17
46	4.55	45	25	15
45	4.82	26	32	24
44	4.92	23	28	17
44	3.99	20	25	17
43	4.98	17	35	16
42	4.49	44	37	27
41	4.31	42	43	22
40	4.6	19	30	18
40	3.49	21	29	17
40	3.21	21	30	19
39	4	25	31	19
39	3.57	25	30	17
38	4.13	55	33	24
37	4.53	53	40	14
37	3.88	54	38	17
36	3.89	50	33	32
35	4.14	22	24	21
34	3.91	44	30	16
34	3.79	44	32	15
33	3.77	42	45	27
32	5.11	24	47	16
32	4.58	25	49	16
31	3.83	51	31	24
31	3.74	51	29	26
31	3.3	54	30	24
30	4.72	21	49	35
29	4.5	18	43	20
29	4.11	19	45	20
28	5.56	29	50	34
27	3.73	30	27	30
26	4.41	18	34	37
25	4.78	37	38	9
24	3.62	33	14	39
23	4.71	21	38	37
22	4.28	46	43	10
22	4.16	48	44	11
21	3.4	44	49	26
20	4.17	9	42	16
20	3.83	9	40	15
19	3.66	39	36	9
19	3.4	40	34	9
18	3.96	38	33	9
17	3.83	43	38	17
16	4.86	36	38	24
15	3.87	20	37	24
14	4.42	35	58	27
13	4.55	32	36	35
13	4.04	32	35	33
12	3.56	13	38	28
12	3.32	11	39	28
11	4	42	26	18
10	4.32	33	27	19
10	3.32	31	26	19
9	4.93	51	23	35
9	4.08	51	23	37
8	4.6	40	35	12
7	3.47	51	49	12
7	3.3	50	49	14
6	4.08	30	37	20
5	5.01	22	34	15
4	4.65	31	55	26
3	6.12	12	46	33
2	3.75	15	24	13
1	4.7	8	38	27
1	3.67	9	38	25
