Cluster Index	Z	x	y	z	
25	7.55	25	22	19
25	7.44	36	19	9
25	7.39	31	19	13
25	7.37	47	23	16
25	7.36	33	23	15
25	7.36	35	15	21
24	4.6	45	53	26
24	4.19	46	63	29
24	4.02	47	64	31
24	3.77	46	60	28
24	3.75	44	61	31
24	3.64	46	55	29
23	4.61	36	54	42
23	4.55	30	52	44
23	4.24	41	57	39
23	3.46	41	55	41
23	3.24	43	56	41
23	3.1	38	56	40
22	5.03	46	49	18
22	4.43	47	47	11
22	3.91	44	44	16
22	3.86	39	43	17
22	3.63	47	47	18
22	3.44	48	50	18
21	3.86	32	57	42
21	3.77	28	58	41
21	3.65	29	60	43
21	3.57	30	55	37
21	3.49	31	54	42
21	3.28	33	58	40
20	4.41	47	58	36
20	4.12	42	51	32
20	3.88	43	56	34
20	3.64	42	53	34
20	3.55	41	47	32
20	2.92	43	51	30
19	4.85	52	56	23
19	4.66	52	57	25
19	4.43	49	60	28
19	4.29	49	62	27
19	4.28	51	59	23
19	4.04	51	60	28
18	4.16	35	51	30
18	3.9	38	52	31
18	3.88	37	50	40
18	3.84	39	52	39
18	3.52	35	51	28
18	3.26	37	52	33
17	3.7	31	51	18
17	3.69	32	49	18
17	3.65	33	46	19
16	3.38	25	36	38
16	3.32	26	35	36
16	3.32	26	37	36
16	3.28	23	36	37
16	3.24	25	39	36
16	2.93	26	39	34
15	4	52	52	28
15	3.79	49	54	25
15	3.35	52	53	26
15	3.01	52	53	31
15	2.86	50	57	25
14	4.53	43	50	11
14	3.51	39	49	15
14	2.88	40	52	13
13	4.64	55	44	16
13	3.98	54	45	18
13	3.48	55	42	16
13	2.8	56	46	18
13	2.75	56	44	19
12	3.71	23	49	32
12	3.05	22	50	30
12	2.79	21	47	30
12	2.72	20	47	32
12	2.57	19	51	33
11	5.36	35	34	7
11	4.8	31	36	7
11	4.31	33	35	7
11	3.67	29	34	7
11	3.04	33	37	8
10	3.71	27	61	35
10	3.52	28	64	36
10	3.36	25	63	36
10	3.24	27	62	39
9	4.12	37	57	34
9	3.83	41	59	36
9	3.5	39	60	35
9	3.07	35	60	38
9	2.9	39	60	38
8	3.87	29	58	22
8	3.26	29	57	24
8	3.19	30	56	26
8	3.15	31	59	21
8	2.7	27	57	24
7	3.5	29	53	29
7	3.42	31	52	27
7	3.36	32	52	24
7	3.13	35	53	25
6	4.56	39	55	25
6	3.41	37	55	26
6	3.34	37	56	28
5	4.2	42	46	13
5	3.99	45	44	11
5	3.28	42	43	11
4	4.33	20	52	42
4	3.8	18	53	42
4	3.25	22	52	43
4	2.45	21	55	41
3	4.21	16	37	18
3	3.41	16	39	19
2	4.01	49	38	23
1	4.42	32	48	21
1	3.68	33	46	22
1	2.63	34	51	21
