Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
16	7	4.7e-05	4.33	4.52	40	17	22	40.2	17	21.1	3.42	42	17	21	2.6
15	5	0.00121	2.92	3.87	52	39	30	51.6	38.8	29.6	6.63	51	39	29	6.12
14	5	0.00121	2.92	3.49	43	27	17	43.4	28.2	16.6	4.89	44	29	17	3.57
13	4	0.00717	2.14	3.64	14	30	27	14	29.8	27.2	3.05	14	29	27	2.54
12	4	0.00717	2.14	3.87	16	33	29	15.3	34.4	27.8	5.31	16	33	29	3.75
11	4	0.00717	2.14	3.59	44	14	21	43	14.2	21.5	3.81	43	14	21	3.01
10	4	0.00717	2.14	4.01	41	27	25	41	27	24.3	4.62	40	27	24	3.58
9	3	0.049	1.31	3.88	34	18	19	33.1	18	18.7	4.7	32	18	18	4.39
8	3	0.049	1.31	3.49	38	25	26	38	25.7	26.3	4.31	38	26	26	3.72
7	3	0.049	1.31	3.87	18	33	43	18	32	43.3	4.74	18	31	44	3.45
6	3	0.049	1.31	3.54	32	33	8	32.3	33.6	8	39.5	32	34	8	35.4
5	3	0.049	1.31	4.63	28	29	38	28.3	29.3	38	2.58	28	29	38	2.51
4	3	0.049	1.31	3.62	36	31	49	36	31	49	5.1	36	31	49	4.48
3	3	0.049	1.31	3.24	37	24	8	37	23.3	8.33	26.9	37	24	8	19
2	3	0.049	1.31	3.23	48	26	24	48.3	25.7	25	3.15	49	25	26	2.94
1	3	0.049	1.31	4.36	33	18	42	33	17.7	41.4	7.97	33	18	42	7.49
