Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
61	25	1.95e-14	13.7	4.75	32	39	34	33.4	39.5	34.1	5.89	36	39	32	2.55
60	23	1.51e-13	12.8	4.71	37	36	22	37.7	38.2	21.1	11.2	38	43	20	5.57
59	15	1.06e-09	8.98	4.72	28	36	50	30.4	37	49.9	6.46	32	36	50	4.15
58	13	1.22e-08	7.91	4.64	41	39	47	41.1	41	47	5.22	40	40	49	3.74
57	10	5.96e-07	6.22	4.16	36	39	29	34.8	37.4	29.6	5.35	36	38	29	3.77
56	10	5.96e-07	6.22	4.31	33	37	13	34.8	37.6	13.7	14.3	33	38	14	7.14
55	9	2.44e-06	5.61	5.5	44	37	16	41.4	35.9	16.5	6	40	36	17	4.29
54	9	2.44e-06	5.61	3.74	40	33	20	41.6	32.4	19.9	5.29	43	32	20	4.12
53	9	2.44e-06	5.61	4.49	37	34	49	36.4	33.4	49	4.66	37	34	49	3.42
52	9	2.44e-06	5.61	4.36	32	40	14	30.7	40.4	13	11.6	32	40	14	8.05
51	9	2.44e-06	5.61	3.76	48	34	16	48.1	33.1	16.8	6.4	48	34	17	4.59
50	8	1.04e-05	4.98	4.27	31	38	20	32.2	38.3	21.2	4.2	32	39	22	3.17
49	7	4.7e-05	4.33	4.21	31	41	31	30.6	41.7	30.7	6.99	32	40	30	5.54
48	6	0.000228	3.64	3.96	35	32	31	34.5	31.2	31	2.77	32	31	31	1.85
47	6	0.000228	3.64	4.02	51	32	40	51.7	34.2	39.2	5.27	52	35	39	3.25
46	6	0.000228	3.64	4.37	33	33	51	33	31.6	50.7	3.8	33	29	50	2.98
45	6	0.000228	3.64	4.17	36	45	30	34.9	44	30.6	6.32	33	43	31	4.09
44	6	0.000228	3.64	3.9	42	42	10	42.3	43.6	11.3	3.68	42	42	10	2.53
43	5	0.00121	2.92	3.76	46	41	32	45.8	40.8	31	2.5	45	40	30	1.72
42	5	0.00121	2.92	4.39	45	36	14	46.1	36.2	14.7	3.07	46	36	15	2.65
41	5	0.00121	2.92	4.38	47	39	42	48	38.6	42.6	4.36	49	39	43	3.24
40	5	0.00121	2.92	4.14	34	43	13	34.2	41.8	13.2	10.8	34	43	13	8.39
39	5	0.00121	2.92	4.35	37	42	34	38.1	40.9	34.4	2.65	38	42	34	2.09
38	5	0.00121	2.92	4.35	51	44	14	51.6	44.4	14	4.74	52	44	14	3.93
37	5	0.00121	2.92	3.76	44	27	39	43.8	26.8	38.4	1.71	44	27	39	1.48
36	5	0.00121	2.92	5.13	36	41	50	36.4	41.3	50	19.1	36	42	50	11.6
35	5	0.00121	2.92	4.71	28	38	32	28.2	39.5	32.3	4.83	28	39	32	3.64
34	5	0.00121	2.92	4.16	30	38	28	30	37.8	27.8	3.94	30	36	28	3.02
33	5	0.00121	2.92	3.78	48	51	24	48	50	24	4.12	48	49	24	3.33
32	4	0.00717	2.14	3.97	37	34	35	37.7	35	35	2.07	37	34	35	1.56
31	4	0.00717	2.14	3.77	33	39	38	33	38.3	37.8	1.77	33	39	38	1.72
30	4	0.00717	2.14	4.23	49	36	44	48.3	35.5	44	5.37	49	36	44	3.81
29	4	0.00717	2.14	4.89	47	41	13	46.5	41	12.9	5.61	47	41	13	3.77
28	4	0.00717	2.14	4.24	40	35	48	40.5	34.5	48	4.39	41	33	48	3.45
27	4	0.00717	2.14	3.81	49	35	39	49.5	36.5	38.5	3.3	49	35	39	2.23
26	4	0.00717	2.14	3.86	41	36	21	41	36	21.5	2.87	41	36	21	2.17
25	4	0.00717	2.14	3.99	52	30	32	52	29.8	32	1.93	53	29	32	1.65
24	4	0.00717	2.14	3.75	26	51	46	26.5	50.8	46.5	5.29	28	51	47	4.4
23	3	0.049	1.31	3.73	31	33	25	32	33.3	24.7	8.54	32	34	24	6.39
22	3	0.049	1.31	3.48	48	50	28	49	49.7	27.7	1.55	49	49	28	1.47
21	3	0.049	1.31	3.67	56	35	23	55.7	35.3	23	7.04	56	35	23	5.5
20	3	0.049	1.31	3.65	30	39	37	29.7	39	37.7	2.98	30	39	38	2.65
19	3	0.049	1.31	4.52	42	48	17	41.4	48.3	16.4	12	42	48	17	7.83
18	3	0.049	1.31	3.55	25	35	23	25.3	35	22.4	3.05	25	34	22	2.67
17	3	0.049	1.31	3.95	31	44	17	31	44	17	15.4	31	44	17	14.3
16	3	0.049	1.31	3.84	49	40	21	49.9	40.3	21.3	2.8	49	40	21	2.64
15	3	0.049	1.31	3.41	36	40	27	35.3	41	27.3	2.63	35	41	27	2.1
14	3	0.049	1.31	3.89	32	53	14	31.7	53	15	4.79	32	53	14	4.33
13	3	0.049	1.31	3.89	48	29	12	48.6	28.7	11.4	6.82	49	28	11	4.56
12	3	0.049	1.31	4.28	53	38	30	54	38.3	30.3	4.11	54	38	31	3.52
11	3	0.049	1.31	3.75	44	37	33	44.3	37.3	33	1.48	44	37	33	1.35
