Cluster Index	Z	x	y	z	
61	4.75	32	39	34
61	4.42	35	39	35
61	4.34	36	39	32
61	3.96	34	42	34
61	3.66	34	44	35
61	3.62	32	37	35
60	4.71	37	36	22
60	4.15	35	36	20
60	3.77	40	41	21
60	3.65	38	43	20
60	3.61	38	39	22
59	4.72	28	36	50
59	4.58	31	37	51
59	3.67	31	39	49
58	4.64	41	39	47
58	4.44	42	42	46
58	4.32	39	40	48
58	4.19	42	44	45
58	3.7	41	39	49
57	4.16	36	39	29
57	3.97	34	34	31
57	3.84	35	36	30
57	3.34	33	35	29
56	4.31	33	37	13
56	3.87	38	39	13
56	3.71	36	37	13
55	5.5	44	37	16
55	4.37	40	36	17
55	4.2	39	34	17
55	3.91	42	37	16
54	3.74	40	33	20
54	3.73	44	33	20
54	3.7	42	32	20
53	4.49	37	34	49
53	4.4	35	34	49
52	4.36	32	40	14
52	3.75	30	39	12
52	3.71	30	41	13
51	3.76	48	34	16
51	3.57	48	32	16
51	3.39	49	35	18
50	4.27	31	38	20
50	4.03	34	39	21
49	4.21	31	41	31
49	3.47	29	44	31
48	3.96	35	32	31
47	4.02	51	32	40
47	3.9	52	36	39
47	3.64	51	34	39
46	4.37	33	33	51
46	3.96	33	30	50
45	4.17	36	45	30
45	3.88	34	43	31
44	3.9	42	42	10
44	3.31	42	44	12
43	3.76	46	41	32
43	3.63	45	40	30
42	4.39	45	36	14
41	4.38	47	39	42
41	4.01	49	38	43
40	4.14	34	43	13
40	3.98	34	41	13
39	4.35	37	42	34
39	3.44	39	39	35
38	4.35	51	44	14
37	3.76	44	27	39
36	5.13	36	41	50
35	4.71	28	38	32
34	4.16	30	38	28
34	3.49	30	36	28
33	3.78	48	51	24
33	3.32	48	49	24
32	3.97	37	34	35
32	3.43	39	36	35
31	3.77	33	39	38
30	4.23	49	36	44
29	4.89	47	41	13
28	4.24	40	35	48
27	3.81	49	35	39
27	3.52	50	38	38
26	3.86	41	36	21
25	3.99	52	30	32
24	3.75	26	51	46
24	3.23	28	51	47
23	3.73	31	33	25
23	3.64	33	33	25
22	3.48	48	50	28
21	3.67	56	35	23
20	3.65	30	39	37
19	4.52	42	48	17
18	3.55	25	35	23
17	3.95	31	44	17
16	3.84	49	40	21
15	3.41	36	40	27
14	3.89	32	53	14
14	3.69	31	53	16
13	3.89	48	29	12
12	4.28	53	38	30
11	3.75	44	37	33
10	3.59	34	41	19
9	3.67	45	34	31
8	4.18	37	38	10
7	3.45	42	30	47
6	3.25	46	34	46
5	3.7	49	38	29
4	4.22	40	47	14
3	3.87	54	40	35
2	3.96	43	36	28
2	3.79	44	34	28
1	3.3	47	46	13
1	3.17	47	48	15
