Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	7	4.7e-05	4.33	4.38	40	36	49	40	34.3	49	5.75	40	32	49	4.06
9	5	0.00121	2.92	3.63	13	25	25	12.6	24.2	24.6	5.58	11	24	24	3.63
8	5	0.00121	2.92	4.08	28	17	28	28.6	17.3	27.6	3.93	28	17	28	2.89
7	4	0.00717	2.14	3.52	19	19	24	17.5	18.5	24.7	7.14	17	19	25	3.41
6	4	0.00717	2.14	4.18	20	16	27	20.2	16.5	27.2	2.66	20	16	27	2.01
5	4	0.00717	2.14	3.64	36	29	50	35.5	30	50	3.49	36	30	50	3.02
4	4	0.00717	2.14	3.49	29	44	22	29.5	44	21.5	6.96	29	44	21	4.55
3	3	0.049	1.31	3.5	22	20	8	23	19.7	8	24.6	23	20	8	21.5
2	3	0.049	1.31	3.31	23	44	14	23.7	43.7	14.3	5.59	24	44	15	4.52
1	3	0.049	1.31	3.36	25	13	22	24	13	22.7	2.41	23	13	23	1.88
