Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
230	4895	0	550	7.64	55	32	28	38.8	30	24.3	16.1	33	41	15	2.15
229	300	0	83.3	5.51	12	31	32	15.3	37.5	37.2	3.7	17	49	41	1.48
228	271	0	77.6	6.96	44	54	18	39.2	60.1	20.8	6.62	48	59	19	2.2
227	90	1.48e-36	35.8	5.71	23	45	25	23.4	46.8	23.6	5.45	25	44	20	1.49
226	80	1.2e-33	32.9	6.05	14	51	14	15.6	46.6	18.2	5.92	14	51	14	2.05
225	65	4.81e-29	28.3	5.37	17	56	29	17.3	53	33.9	3.61	17	52	35	1.74
224	50	4.55e-24	23.3	5.24	42	61	36	42	59.7	35.2	2.79	41	65	30	1.46
223	49	1.01e-23	23	5.46	39	25	32	39.9	24.4	28.8	2.26	41	22	26	1.27
222	41	7.66e-21	20.1	5.46	34	36	33	32.9	33.9	32.8	2.93	32	37	33	1.79
221	40	1.8e-20	19.7	6.09	53	44	32	51.7	43.9	30.8	2.67	53	44	32	1.32
220	40	1.8e-20	19.7	5.33	41	20	29	43.9	19.9	32.8	3.76	44	15	30	1.08
219	39	4.28e-20	19.4	6.73	17	53	23	19.4	52.2	23.2	4.68	15	53	22	1.98
218	33	9.05e-18	17	6.04	15	47	30	16.1	46.8	30.9	3.12	14	47	30	1.32
217	30	1.48e-16	15.8	5.14	19	28	45	21.1	25.5	41.7	4.22	19	28	45	1.5
216	28	1.01e-15	15	5.56	22	56	39	21.5	57.5	38.9	3.26	22	62	36	1.86
215	24	5.39e-14	13.3	5.33	35	31	25	32.4	29.4	24.5	6.08	31	29	24	3
214	23	1.51e-13	12.8	5.29	25	54	41	25.3	56.4	39.8	2.36	26	59	41	1.51
213	23	1.51e-13	12.8	6.21	33	54	35	33.9	56.5	35.9	2.49	33	54	35	1.17
212	22	4.27e-13	12.4	5.58	52	45	40	51.4	45.7	37	2.66	52	49	35	1.67
211	21	1.23e-12	11.9	5.11	14	33	24	12.7	34.2	23.1	3.88	9	35	23	2.23
210	20	3.61e-12	11.4	4.69	30	45	24	28.7	44.5	26.3	2.76	29	45	27	1.66
209	20	3.61e-12	11.4	4.47	26	66	30	27	67	26.9	4.07	24	68	28	2.46
208	18	3.28e-11	10.5	4.97	12	38	28	11.5	40.7	28.1	2.64	10	39	28	1.61
207	18	3.28e-11	10.5	4.54	24	18	40	23.3	18	36.3	3.82	24	18	40	1.26
206	17	1.02e-10	9.99	5.91	13	44	16	13	43.1	14.3	4.13	15	43	13	1.99
205	16	3.25e-10	9.49	4.62	48	28	34	47.4	29	34.8	1.71	48	28	34	1.22
204	15	1.06e-09	8.98	4.78	32	53	40	33.1	50.6	39.7	2.22	33	50	40	1.49
203	15	1.06e-09	8.98	5.62	35	66	17	36.2	65.6	18.1	3.95	38	67	20	2.14
202	15	1.06e-09	8.98	5.39	38	61	41	38.3	61.1	38.2	2.85	38	60	41	1.66
201	15	1.06e-09	8.98	4.92	28	25	22	27.6	24.6	21	2.04	28	26	22	1.33
200	14	3.54e-09	8.45	4.95	42	46	44	41.7	46	42.7	2.51	42	45	44	1.6
199	14	3.54e-09	8.45	6.55	43	19	12	44.6	17.1	12.5	4.3	44	16	12	2.27
198	14	3.54e-09	8.45	5.41	47	19	33	47.1	18.4	34.3	4.04	48	19	34	1.6
197	14	3.54e-09	8.45	3.9	13	25	29	14.3	21	28.7	1.34	14	21	28	0.762
196	13	1.22e-08	7.91	4.53	24	51	44	21.3	49	44.5	4.01	22	49	45	2.53
195	12	5.96e-08	7.22	4.21	48	39	35	49	39.7	35.8	1.5	50	41	37	1.13
194	12	5.96e-08	7.22	5.08	21	29	11	20.5	27.8	10.6	12.9	22	27	9	3.61
193	12	5.96e-08	7.22	3.77	18	41	12	17.9	40.9	12.6	3.98	18	41	12	2.16
192	12	5.96e-08	7.22	4.56	49	48	17	48.5	48.2	18.5	4.69	46	48	18	2.33
191	11	1.79e-07	6.75	5.65	37	70	29	37.9	68.7	27.9	5.87	38	68	26	3.77
190	11	1.79e-07	6.75	5.07	40	15	33	38.5	14.8	34	2.05	39	13	34	1.28
189	11	1.79e-07	6.75	5.1	39	30	31	39.6	29.4	29.5	3.37	41	29	30	2.14
188	11	1.79e-07	6.75	4.56	39	41	33	39.6	41.4	31.9	2.69	39	40	33	1.35
187	11	1.79e-07	6.75	5.26	14	53	28	13.2	53.6	26	2.52	12	55	25	1.71
186	11	1.79e-07	6.75	4.38	47	58	33	46.9	58.6	31.7	1.9	48	58	32	1.35
185	11	1.79e-07	6.75	4.77	22	62	25	23.2	60.9	25.1	1.51	22	62	24	1.04
184	11	1.79e-07	6.75	4.7	38	55	44	38.4	54	44.4	3.33	38	55	44	2.2
183	10	5.96e-07	6.22	6.1	29	57	44	30	58.7	43.6	5.07	29	57	44	2.32
182	10	5.96e-07	6.22	4.77	16	37	14	14.1	36.8	15	2.15	13	35	16	1.44
181	10	5.96e-07	6.22	4.56	28	31	24	29.2	32	23.8	7.69	29	31	24	4.32
180	10	5.96e-07	6.22	3.96	22	56	35	23.3	56.2	35	1.63	25	57	35	1.03
179	10	5.96e-07	6.22	5.35	24	33	16	23.2	32.8	15.8	3.21	24	34	15	2.17
178	9	2.44e-06	5.61	4.23	29	48	15	29.3	45.8	15.9	5.82	29	44	17	4.54
177	9	2.44e-06	5.61	4.65	40	27	39	41.1	26.4	39.6	1.36	41	27	40	1.01
176	9	2.44e-06	5.61	5.11	53	46	28	53.9	46.3	27.5	2.1	53	46	28	1.22
175	9	2.44e-06	5.61	5.47	21	33	48	21.3	35.7	47.1	2.56	21	33	48	1.87
174	9	2.44e-06	5.61	4.45	36	45	40	35.5	45.4	40.1	1.68	34	45	40	1.27
173	8	1.04e-05	4.98	5.49	34	36	50	34.3	36.2	49.5	5.58	34	36	50	2.62
172	8	1.04e-05	4.98	4.26	18	34	40	18.3	34	39.1	1.33	18	34	40	0.995
171	8	1.04e-05	4.98	3.87	19	20	35	19.6	20.3	35.4	0.778	19	19	37	0.677
170	8	1.04e-05	4.98	4.06	31	52	32	30.1	51.6	33.8	1.96	31	51	35	1.32
169	8	1.04e-05	4.98	4.3	28	47	38	27.8	46.4	38.2	1.4	29	46	37	0.914
168	7	4.7e-05	4.33	3.73	33	59	28	32.9	58.7	28	2.2	33	61	26	1.43
167	7	4.7e-05	4.33	4.02	45	60	21	44.1	59.5	22	1.62	45	60	21	1.1
166	7	4.7e-05	4.33	4.13	10	36	37	9.72	34.8	38.4	1.59	10	36	37	1.03
165	7	4.7e-05	4.33	5.07	24	46	13	24.1	46.3	13.6	4.64	24	46	13	3.75
164	7	4.7e-05	4.33	3.92	13	35	29	13.6	34.2	28.3	2.57	13	35	29	1.38
