Cluster Index	Z	x	y	z	
230	7.64	55	32	28
230	7.52	41	21	43
230	7.33	33	18	11
230	7.23	54	39	18
230	7.21	37	13	25
230	7.17	47	42	10
229	5.51	12	31	32
229	5.3	13	41	32
229	5.22	16	28	42
229	5.21	19	40	41
229	5.2	13	41	40
229	5.19	14	41	36
228	6.96	44	54	18
228	6.81	41	55	19
228	6.69	47	58	19
228	5.99	31	66	23
228	5.84	34	58	17
228	5.72	34	64	21
227	5.71	23	45	25
227	5.54	25	48	24
227	4.86	21	44	23
227	4.73	25	45	25
227	4.57	20	47	22
227	4.54	22	50	19
226	6.05	14	51	14
226	5.49	13	44	21
226	4.95	15	47	18
226	4.85	16	49	15
226	4.78	16	47	13
226	4.67	14	45	23
225	5.37	17	56	29
225	4.85	18	52	33
225	4.72	19	48	35
225	4.72	19	52	37
225	4.7	16	57	33
225	4.59	17	56	31
224	5.24	42	61	36
224	4.48	42	58	39
224	4.4	42	61	33
224	4.33	43	63	30
224	4.27	41	57	42
224	4.16	43	56	39
223	5.46	39	25	32
223	4.73	41	24	29
223	4.6	42	24	31
223	4.38	43	26	23
223	4.29	34	24	27
223	4.06	37	24	28
222	5.46	34	36	33
222	5.07	35	31	33
222	5.06	31	33	33
222	4.18	35	38	33
222	4.03	30	30	31
222	3.4	31	37	33
221	6.09	53	44	32
221	5.17	52	43	30
221	4.67	52	42	32
221	4.65	50	43	32
221	4.18	51	45	32
221	4.13	50	43	28
220	5.33	41	20	29
220	4.63	44	15	30
220	4.6	45	21	35
220	4.53	44	18	32
220	4.05	43	15	32
220	3.72	45	18	30
219	6.73	17	53	23
219	5.7	22	52	22
219	5.23	22	51	27
219	5.01	19	51	23
219	4.57	16	55	21
219	4.52	15	54	23
218	6.04	15	47	30
218	4.6	18	47	31
218	4.15	21	48	31
218	3.78	19	50	32
217	5.14	19	28	45
217	4.8	22	27	42
217	4.64	20	25	43
217	4.49	22	23	40
217	4.19	22	21	41
217	3.61	20	28	41
216	5.56	22	56	39
216	5.33	19	58	39
216	4.75	22	58	38
216	4.32	21	61	35
216	4.01	22	54	42
216	3.24	23	60	36
215	5.33	35	31	25
215	4.62	31	29	24
215	4.19	31	32	27
215	3.96	30	30	26
215	3.85	29	28	21
214	5.29	25	54	41
214	5.05	25	59	39
214	4.65	27	58	39
214	4.42	25	56	40
213	6.21	33	54	35
213	4.83	33	57	35
213	3.71	35	56	38
213	3.58	35	58	36
213	3.52	33	59	37
213	3.31	35	61	36
212	5.58	52	45	40
212	5.11	52	44	37
212	4.75	52	49	35
212	4.44	50	45	37
212	3.59	52	47	36
211	5.11	14	33	24
211	4.47	13	32	22
211	4.46	12	34	23
210	4.69	30	45	24
210	4.58	27	47	26
210	4.4	27	42	28
210	4.23	30	44	26
210	3.63	29	46	26
210	3.29	28	45	22
209	4.47	26	66	30
209	4.35	27	67	26
209	4.04	24	68	28
209	3.87	28	65	30
209	3.79	29	67	24
209	3.77	30	69	23
208	4.97	12	38	28
208	4.58	13	45	28
208	3.68	10	39	28
208	3.66	12	42	29
208	3.5	12	42	26
207	4.54	24	18	40
207	4.51	21	18	35
207	4.39	23	20	35
207	4	24	18	38
207	3.85	24	16	37
207	3.56	24	17	34
206	5.91	13	44	16
206	4.5	15	43	13
206	4.2	11	42	15
206	4.17	13	41	12
206	4.06	11	41	13
206	3.73	15	44	15
205	4.62	48	28	34
205	3.83	46	30	36
204	4.78	32	53	40
204	4.78	34	50	42
204	4.28	34	48	41
204	4.19	33	50	39
204	4.02	33	51	36
204	3.65	34	52	42
203	5.62	35	66	17
203	5.56	38	67	20
203	4.32	38	65	19
202	5.39	38	61	41
202	4.34	39	62	38
202	4.08	38	61	36
202	3.28	39	59	38
201	4.92	28	25	22
201	3.72	29	25	19
201	3.72	25	25	21
201	3.56	26	22	22
200	4.95	42	46	44
200	3.31	40	45	41
200	3.27	43	47	41
199	6.55	43	19	12
199	5.63	44	16	12
199	4.66	47	17	13
198	5.41	47	19	33
198	4.22	45	17	36
197	3.9	13	25	29
197	3.79	15	22	28
197	3.69	15	20	29
196	4.53	24	51	44
196	4.22	20	46	44
196	4.21	22	49	45
196	4.04	19	48	44
195	4.21	48	39	35
195	4.06	50	40	35
195	3.95	49	39	37
194	5.08	21	29	11
194	4.77	20	27	10
194	4.44	23	26	10
193	3.77	18	41	12
193	3.73	20	40	11
193	3.44	16	42	15
192	4.56	49	48	17
192	4.4	49	48	15
192	4.27	49	49	21
192	4.2	47	47	19
191	5.65	37	70	29
191	4.2	38	69	27
191	3.55	39	68	29
191	3.37	37	67	29
190	5.07	40	15	33
190	5.05	37	14	33
190	4.88	38	15	35
189	5.1	39	30	31
189	4.69	41	29	30
189	4.19	38	29	29
189	3.91	40	29	27
188	4.56	39	41	33
188	4.28	39	44	31
188	3.97	41	43	32
187	5.26	14	53	28
187	4.51	12	56	24
187	4.47	14	53	26
187	3.8	13	51	28
186	4.38	47	58	33
186	4.27	48	58	31
186	4.09	46	60	31
185	4.77	22	62	25
185	3.66	23	59	26
185	3.62	23	62	23
185	3.61	24	61	25
185	3.41	24	61	27
184	4.7	38	55	44
184	4.4	39	51	45
184	4.22	39	57	44
184	3.74	37	53	45
183	6.1	29	57	44
183	4.37	31	59	43
183	4.11	31	61	43
182	4.77	16	37	14
182	3.88	13	35	16
181	4.56	28	31	24
180	3.96	22	56	35
180	3.92	25	57	35
180	3.55	21	54	35
179	5.35	24	33	16
178	4.23	29	48	15
178	3.66	29	44	17
178	3.57	30	46	15
177	4.65	40	27	39
177	3.75	43	26	41
176	5.11	53	46	28
176	4.09	55	47	26
176	3.74	56	45	27
175	5.47	21	33	48
175	4.5	21	38	46
175	3.93	21	36	46
174	4.45	36	45	40
173	5.49	34	36	50
173	5.45	35	36	48
172	4.26	18	34	40
172	3.87	20	32	39
172	3.76	16	35	38
171	3.87	19	20	35
171	3.57	21	19	37
170	4.06	31	52	32
170	4.03	29	51	34
170	3.75	31	51	35
169	4.3	28	47	38
169	3.76	28	46	40
168	3.73	33	59	28
167	4.02	45	60	21
167	3.92	43	59	22
166	4.13	10	36	37
166	4.11	10	34	39
165	5.07	24	46	13
165	4.14	24	48	12
165	3.48	24	46	15
164	3.92	13	35	29
164	3.89	15	35	30
164	3.44	13	32	26
163	5.08	35	65	32
163	3.99	34	63	32
163	3.68	37	64	29
162	4.52	22	38	44
161	4.23	26	37	34
161	3.95	29	38	33
160	4.49	31	47	20
159	4.98	16	39	27
159	4.06	18	40	26
159	3.52	15	38	29
158	4.33	10	28	20
157	4.81	46	50	38
157	3.48	44	50	35
156	4.12	19	43	30
156	3.43	16	43	32
155	3.99	39	36	33
154	4.34	28	46	34
154	4	25	43	32
154	3.31	26	45	33
153	4.34	30	10	19
152	5.04	48	52	12
152	4.82	48	53	14
151	4.1	8	34	33
150	3.93	34	49	36
150	3.64	37	50	34
149	4.72	23	56	18
149	3.86	21	56	18
149	3.66	21	55	20
148	4.7	18	18	18
148	4.16	17	20	17
148	3.17	19	22	17
147	4.92	25	60	29
147	4.4	23	60	30
146	5.41	25	22	41
145	3.91	16	17	25
145	3.65	17	21	26
145	3.6	17	19	24
144	4.24	40	57	26
143	4.19	19	23	23
143	3.81	17	23	25
142	4.32	24	20	37
142	3.94	21	22	37
141	3.58	29	60	28
141	3.57	28	58	28
140	5.03	16	52	40
140	3.41	16	50	38
139	3.91	32	61	40
138	4.79	25	40	50
138	3.73	25	42	49
137	4.15	21	21	13
136	3.83	15	36	26
135	6.33	36	25	10
134	4.7	25	66	33
133	4.13	28	39	26
132	5.5	22	12	23
132	3.47	24	13	23
131	3.66	32	66	31
130	4.24	44	31	29
129	4.34	22	48	28
128	4.21	26	56	45
128	4.14	26	53	45
127	4.66	35	55	45
126	4.17	39	34	32
125	4.54	20	32	44
125	4.24	18	31	45
124	3.61	28	34	45
123	4.4	40	20	12
122	4.41	16	59	26
122	3.28	18	57	27
121	3.85	44	26	37
121	3.47	45	24	36
120	4.3	35	24	14
120	3.99	37	24	15
119	4.06	23	27	38
119	3.58	21	29	39
118	4.64	29	29	16
118	4.04	28	28	18
118	3.58	31	28	16
117	4.28	43	51	31
117	3.65	43	49	31
116	4.67	17	27	15
115	4.41	32	24	14
114	3.59	29	59	41
114	3.45	29	57	38
113	4.35	29	16	38
112	3.78	44	52	19
112	3.7	43	51	17
111	4.8	22	45	16
111	4.26	20	48	16
110	5.01	47	56	35
109	4.46	21	31	13
108	4.45	17	21	30
107	4.78	40	30	45
106	3.92	18	51	29
105	4.01	36	62	18
105	3.8	36	62	16
104	4.62	42	54	30
104	4.54	43	53	32
103	3.85	33	41	27
102	3.84	32	63	31
102	3.25	33	63	29
101	4.71	8	35	31
100	4.19	25	53	29
99	5.3	19	55	23
98	4.57	30	32	21
97	3.78	21	19	17
96	4.59	50	51	27
95	3.9	33	55	42
94	5.41	23	34	28
93	4.52	28	46	49
93	3.66	30	45	48
92	4.12	17	19	29
91	4.17	38	41	17
91	3.56	38	43	19
