Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
18	8	5.01e-06	5.3	4.31	20	61	26	19.7	61.1	26.1	9.3	19	61	26	6.73
17	6	0.000125	3.9	3.67	31	60	28	30	61.1	27.2	17	31	60	28	9.67
16	6	0.000125	3.9	4	25	50	30	25.5	50.3	30.6	6.44	26	50	30	4.47
15	5	0.000719	3.14	3.89	26	29	37	26.4	28.8	36.8	3.39	26	30	37	3.03
14	5	0.000719	3.14	3.83	15	60	19	14.2	59.4	19.6	15.4	14	58	19	12
13	4	0.00464	2.33	3.9	22	58	33	21.3	58.5	33.2	10.6	22	58	33	7.37
12	4	0.00464	2.33	4.15	45	34	46	44.3	34	46	10.8	45	34	46	9.35
11	3	0.0349	1.46	3.61	29	35	16	29	35	16	12.7	29	35	16	10.2
10	3	0.0349	1.46	3.47	47	31	15	47	30.3	16	11	47	30	17	10.7
9	3	0.0349	1.46	3.93	31	38	28	31	38.3	27.4	9.37	31	38	28	7.47
8	3	0.0349	1.46	3.91	50	33	42	50	32.1	42	11.5	50	32	42	10.3
7	3	0.0349	1.46	3.7	43	28	45	43.3	27.7	45.3	14	44	28	46	9.42
6	3	0.0349	1.46	3.76	51	36	41	50.4	36.3	41.6	8.37	51	36	41	8.12
5	3	0.0349	1.46	3.93	43	39	46	43	38.7	45.7	9.44	44	39	46	6.58
4	3	0.0349	1.46	3.92	18	51	34	18.3	50.7	34	5.22	18	51	34	4.8
3	3	0.0349	1.46	3.56	19	61	30	19	61.3	29.7	5.38	20	62	29	4.7
2	3	0.0349	1.46	3.78	45	30	23	44.4	30.6	22.7	6.37	44	31	22	5.44
1	3	0.0349	1.46	3.28	34	16	26	34.7	15.7	26	5.61	34	16	26	4.64
