Cluster Index	Z	x	y	z	
16	4.52	36	64	17
16	3.63	34	66	17
16	3.51	37	61	17
15	3.94	14	57	21
15	3.88	14	56	24
15	3.7	15	57	19
14	4.28	24	61	20
14	3.86	23	63	20
13	4.53	27	64	18
12	4.24	20	61	20
12	3.77	21	63	21
12	3.76	21	66	20
11	4.01	27	54	18
11	3.57	27	51	19
10	4.24	38	67	20
10	4.09	36	68	20
9	4.15	40	56	18
9	3.37	40	57	20
8	3.72	12	50	31
8	3.29	12	49	29
7	3.38	35	50	29
6	3.36	11	49	27
5	3.83	12	50	24
4	3.6	56	42	20
3	3.28	19	45	18
3	3.26	19	44	20
2	4.21	36	26	7
2	4.16	37	24	7
1	4.45	41	23	7
1	3.31	39	21	7
