Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
16	8	1.13e-06	5.95	3.31	32	26	31	32.1	28.2	31.8	101	32	26	31	75.6
15	7	6.14e-06	5.21	4.32	37	43	29	36.4	43.6	28.4	41.8	35	44	28	28.7
14	6	3.71e-05	4.43	3.61	25	44	20	25.8	44.3	20	172	27	44	20	97.6
13	6	3.71e-05	4.43	3.85	43	49	43	41.9	48.7	42.2	40.9	43	49	43	23.8
12	5	0.000248	3.61	3.57	51	40	30	51.4	39.2	29.2	36.9	52	38	29	26.8
11	5	0.000248	3.61	4.15	13	42	22	12.7	42.2	22.2	33.6	12	42	22	28.9
10	4	0.00189	2.72	3.29	40	41	29	39.5	41	28.5	17.9	40	41	28	17.1
9	4	0.00189	2.72	3.82	39	38	20	38.8	39.2	20.2	52	39	38	20	45
8	3	0.017	1.77	3.36	51	45	31	50	45	30.7	21.2	50	45	30	19.2
7	3	0.017	1.77	4.15	51	32	34	50.7	31.4	34	37.2	51	32	34	27.9
6	3	0.017	1.77	3.78	51	48	35	51.9	48	34.7	51.3	51	48	35	46.7
5	3	0.017	1.77	3.81	16	50	24	16	50.6	23.7	71.1	16	50	24	54.6
4	3	0.017	1.77	3.53	54	37	23	53.7	37	22.7	45.7	53	37	23	35.1
3	3	0.017	1.77	3.47	8	32	20	8	33	19.7	48.1	8	33	20	37.6
2	3	0.017	1.77	3.38	35	52	18	34.7	51.7	18.3	104	34	52	18	87.5
1	3	0.017	1.77	3.55	39	58	35	39.3	58.3	36	27.6	40	58	37	23.5
