Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
29	17	2.24e-12	11.7	4.19	38	46	18	37.2	43.6	19.7	152	39	45	18	95.3
28	13	5.15e-10	9.29	4.86	42	33	18	42.6	31.5	17.9	102	43	31	18	65.1
27	7	6.14e-06	5.21	4.18	53	46	19	52.3	46.8	19.1	68.7	53	46	19	41.5
26	7	6.14e-06	5.21	5.04	51	31	22	50.8	31	22.1	50.6	52	31	22	35.4
25	7	6.14e-06	5.21	4.01	31	44	19	30.7	45.4	19.4	227	31	45	19	147
24	6	3.71e-05	4.43	4.27	51	42	14	51.5	43.1	14.1	70.9	51	42	14	54.5
23	6	3.71e-05	4.43	4.75	52	46	16	50.9	46.8	16.5	74.5	52	46	16	38.3
22	5	0.000248	3.61	4.79	46	44	10	46	44.4	10	101	46	44	10	69.1
21	5	0.000248	3.61	4.1	51	33	27	51	33.7	26.8	49.4	52	34	26	34.1
20	5	0.000248	3.61	4.85	15	28	26	15.6	27.4	26.4	51	15	28	26	31.5
19	4	0.00189	2.72	3.82	52	31	17	52	30	18	57.2	51	29	19	48.9
18	4	0.00189	2.72	4.57	42	33	21	43.4	33	21	38.8	42	33	21	30.9
17	4	0.00189	2.72	4.18	54	29	23	54	29	22.8	31.1	54	29	23	27.5
16	4	0.00189	2.72	4.82	20	65	34	19.3	65.5	32.6	59.3	19	66	31	51.7
15	4	0.00189	2.72	3.49	22	29	24	22	28.5	24	48.6	22	29	24	38.4
14	4	0.00189	2.72	3.21	15	45	30	13.8	45.7	30.5	25.4	13	47	31	19.8
13	4	0.00189	2.72	3.88	17	30	30	17.3	30.2	30.7	28.9	16	30	31	24.8
12	4	0.00189	2.72	3.87	21	30	43	21.5	30	42.5	34	21	30	43	28.6
11	4	0.00189	2.72	3.73	28	32	29	27.5	32.5	29	41.3	28	32	29	34.4
10	3	0.017	1.77	3.47	34	40	39	34	40	38.7	30.9	35	40	39	26.9
9	3	0.017	1.77	3.37	29	41	21	28	42	20.3	137	27	43	20	82.8
8	3	0.017	1.77	3.74	16	30	16	16.9	30.6	15.7	89.4	17	31	16	72.7
7	3	0.017	1.77	3.2	24	29	27	24.3	28.7	27	60.2	24	28	27	48.4
6	3	0.017	1.77	3.71	52	28	40	52.3	28.7	39.3	57.8	53	29	39	47.3
5	3	0.017	1.77	4.2	44	34	47	44	35	47	66.5	44	34	47	58.1
4	3	0.017	1.77	3.42	14	29	19	13	29	19.3	54.6	14	29	19	50.6
3	3	0.017	1.77	3.24	51	44	40	51	43	40	32.3	51	43	40	29.2
2	3	0.017	1.77	3.63	41	57	41	40	58	41	57.2	39	59	41	48.3
1	3	0.017	1.77	3.7	10	32	25	9.35	31.7	25	80.5	9	32	25	61.3
