Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
148	201	0	58.5	6.2	30	46	24	33.9	45.5	26.4	6.57	33	44	25	2.13
147	186	0	55.4	5.46	51	24	37	50.6	26.2	31.2	3.95	51	24	37	1.37
146	136	2.8e-45	44.5	6.18	26	52	45	31.2	53.7	40.5	3.78	26	52	45	1.77
145	122	6.21e-42	41.2	6.23	10	33	24	12.7	29.7	26.2	4.44	9	33	24	1.69
144	99	3.12e-36	35.5	6.3	55	40	22	54.3	34.8	24.4	2.73	55	40	22	1.57
143	91	3.79e-34	33.4	5.92	35	64	38	33.7	61.3	34.1	4.2	32	63	32	2.02
142	88	2.37e-33	32.6	5.25	23	25	40	24	23.1	42.8	3.72	21	24	44	1.8
141	79	6.65e-31	30.2	5.3	34	35	38	32	33.5	37.1	4.05	32	35	33	1.69
140	64	1.32e-26	25.9	4.98	15	25	28	16.3	22.4	31.5	3.97	18	18	37	1.46
139	46	5.73e-21	20.2	7.01	29	50	22	28	48.3	21.5	2.63	29	50	22	1.61
138	39	1.39e-18	17.9	6.4	32	49	46	34.3	47.7	45.9	3	32	49	46	1.63
137	38	3.13e-18	17.5	5.15	51	49	38	48	49.4	38.5	3.11	50	48	38	1.55
136	37	7.08e-18	17.1	5.11	32	31	25	31.5	31.1	25.4	5.9	33	31	25	3.22
135	30	2.71e-15	14.6	5.68	21	55	39	19.5	50.7	39.8	3.3	21	55	39	1.54
134	29	6.57e-15	14.2	4.39	46	26	44	44.8	25	43.3	3.17	43	23	44	2.06
133	28	1.61e-14	13.8	4.91	32	18	20	32.4	18.5	20.7	4.29	31	17	20	2.05
132	28	1.61e-14	13.8	5.08	46	46	43	42	46.9	42.1	3.23	46	46	43	1.57
131	27	3.98e-14	13.4	5.15	48	52	31	48.6	56	30.7	2.31	48	52	31	1.5
130	27	3.98e-14	13.4	5.35	20	33	31	19	32.5	31	2.83	17	31	30	1.55
129	25	2.53e-13	12.6	4.52	49	47	31	50.8	47.6	31.1	2.52	49	48	32	1.51
128	24	6.49e-13	12.2	4.35	29	13	25	26.9	11.8	25.8	2.42	26	11	26	1.2
127	23	1.69e-12	11.8	5.49	53	32	19	54.1	31.1	18.6	2.7	54	32	18	1.42
126	21	1.19e-11	10.9	4.43	15	24	21	12.5	24.2	21.4	3.22	11	25	22	1.86
125	21	1.19e-11	10.9	3.88	30	23	40	30.1	23.4	42.3	2.95	31	24	45	1.6
124	20	3.23e-11	10.5	4.54	15	34	42	15.1	33.7	41.2	1.89	15	34	42	1.2
123	19	8.93e-11	10	4.89	37	9	24	36.4	9.88	25	2.94	35	12	23	1.35
122	16	2.11e-09	8.67	4.03	12	39	26	11.5	39.2	27.8	2.96	11	38	27	1.93
121	15	6.34e-09	8.2	3.91	32	31	39	33	28.4	38.5	2.24	33	27	38	1.47
120	15	6.34e-09	8.2	5.05	26	13	14	22.2	14.9	13.9	2.06	23	14	14	1.37
119	15	6.34e-09	8.2	3.91	54	27	22	53.2	26.9	22.9	2.12	54	27	22	1.31
118	14	1.95e-08	7.71	3.89	46	31	22	44.5	29.8	24.2	1.3	43	29	26	0.969
117	13	5.96e-08	7.22	5.18	31	41	49	29.7	42	48.6	2.41	28	43	49	1.82
116	13	5.96e-08	7.22	4.9	55	41	28	54.5	40.6	27.1	3.02	54	40	28	1.8
115	13	5.96e-08	7.22	4.22	43	14	28	43	15.8	29.1	1.36	44	13	27	0.957
114	12	1.79e-07	6.75	4.37	18	50	33	16.9	49.4	33.4	2.04	18	50	33	1.5
113	12	1.79e-07	6.75	5.43	27	34	31	27.8	33.5	30.6	3.14	27	34	31	1.69
112	12	1.79e-07	6.75	4.13	44	36	40	43.7	35.5	40.4	1.79	45	36	42	1.19
111	12	1.79e-07	6.75	5.11	32	62	27	32.7	61.9	26.4	2.81	32	62	27	1.89
110	11	6.56e-07	6.18	4.41	22	46	45	22.8	44	45.3	1.87	22	46	45	1.38
109	11	6.56e-07	6.18	5.48	47	18	12	46.2	18	13.1	1.94	47	18	13	1.31
108	11	6.56e-07	6.18	4.7	39	45	21	40.7	43.9	21.1	2.23	42	44	22	1.7
107	11	6.56e-07	6.18	5.03	47	23	18	47.4	23.3	17.5	3.85	48	23	18	2.67
106	10	2.32e-06	5.63	5.61	51	47	19	50.7	47.1	18.9	3.73	51	45	19	2.39
105	10	2.32e-06	5.63	4.67	43	19	20	45.1	19.6	18.3	4.58	46	19	18	2.24
104	10	2.32e-06	5.63	4.89	13	33	25	13	33.4	26.5	1.98	13	34	28	1.46
103	10	2.32e-06	5.63	4.36	53	49	28	52.1	50	28.5	1.66	53	49	28	1.24
102	9	8.52e-06	5.07	4.27	43	21	26	42.6	20.9	26.5	1.31	43	21	26	0.967
101	9	8.52e-06	5.07	4.34	48	45	13	49	44.8	13.5	2.23	49	45	11	1.39
100	9	8.52e-06	5.07	4.59	40	43	47	40.7	42	46.8	3.07	42	43	46	2.15
99	8	3.27e-05	4.49	4.36	43	32	38	44.6	32.9	37.3	1.68	44	33	37	1.27
98	8	3.27e-05	4.49	4.07	40	20	22	41	18.9	22.8	1.91	40	20	22	0.855
97	8	3.27e-05	4.49	5.13	33	34	50	33	32.2	49.8	4.42	33	31	49	3.42
96	8	3.27e-05	4.49	4.81	25	43	20	23.9	44	19.6	3.85	24	44	18	2.42
95	8	3.27e-05	4.49	4.42	26	38	32	25.6	38	31.1	1.46	26	38	32	1.29
94	8	3.27e-05	4.49	4.92	10	38	20	10.2	38.6	21.1	2.03	10	39	22	1.39
93	8	3.27e-05	4.49	4.26	14	50	22	13.4	49.9	22.4	3.48	14	50	22	2.37
92	8	3.27e-05	4.49	4.3	33	43	37	33.1	44.9	37	1.96	33	43	37	1.51
91	7	0.000132	3.88	6.24	25	57	40	25.5	57.3	40.2	2.59	25	57	40	1.85
90	7	0.000132	3.88	3.94	32	39	34	32.7	39.1	33.9	4.06	32	40	34	2.18
89	7	0.000132	3.88	5.43	44	52	39	44	54.2	38.9	1.76	44	55	39	1.49
88	7	0.000132	3.88	4.21	28	23	27	27.6	23.5	27.8	3.47	28	23	27	2.11
87	7	0.000132	3.88	3.68	49	56	19	49	56.1	19.7	1.87	48	55	20	1.36
86	7	0.000132	3.88	3.46	41	10	27	40.5	10.1	26.1	1.3	41	10	26	1.04
85	7	0.000132	3.88	4.47	29	45	13	29.4	44.3	13	8.7	29	45	13	6.3
84	7	0.000132	3.88	4.76	54	39	17	53.4	37.9	17.6	1.37	54	39	17	1
83	7	0.000132	3.88	4.97	24	40	41	24	40.7	40.7	1.44	23	40	41	1.11
82	6	0.000573	3.24	3.55	51	32	35	51.5	33	34.2	1.8	51	34	33	1.39
81	6	0.000573	3.24	3.68	11	33	36	11	33.2	35	1.66	11	33	35	1.21
80	6	0.000573	3.24	4.28	21	23	18	22.4	23.6	18.3	3.96	21	23	18	2.3
79	6	0.000573	3.24	3.61	20	31	34	19.5	31.3	34.3	0.863	20	31	34	0.777
78	6	0.000573	3.24	3.82	44	25	27	44.2	25	27	1.08	43	25	27	0.955
77	6	0.000573	3.24	4.87	55	37	31	54.9	38	31.6	2.01	55	37	31	1.29
76	6	0.000573	3.24	5.27	23	18	13	23.4	18.8	13.1	1.88	23	18	13	1.28
75	6	0.000573	3.24	3.87	33	44	34	32.5	42.9	34.6	4.72	32	42	34	2.1
74	6	0.000573	3.24	3.9	38	53	40	37.7	51.4	41	1.65	38	51	41	1.4
73	6	0.000573	3.24	3.75	26	34	42	25.2	34.7	41.8	1.42	24	35	42	1.29
72	5	0.0027	2.57	4.08	26	57	29	26.8	56.8	28.4	1.19	28	58	28	0.945
71	5	0.0027	2.57	4.53	23	66	29	23	66	28.6	2.91	23	66	29	2.12
70	5	0.0027	2.57	3.8	42	53	26	42.8	53.2	26	1.46	43	54	25	1.23
69	5	0.0027	2.57	3.51	19	31	45	19	31	44	1.17	20	31	45	0.961
68	5	0.0027	2.57	3.84	22	40	27	22.2	39.8	26.5	1.4	22	40	27	1.15
