Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
11	5	0.000195	3.71	4.19	31	44	32	30.8	44.8	32	3.53	31	44	32	2.96
10	4	0.00154	2.81	3.92	51	32	17	50.3	30.8	17	5.2	50	30	17	4.69
9	3	0.0145	1.84	4.87	49	34	17	49.3	34.6	17.3	6.48	49	34	17	4.2
8	3	0.0145	1.84	3.57	13	26	40	12	27	39	2.59	11	28	38	2.44
7	3	0.0145	1.84	4.18	14	42	24	13.4	42.3	24	5.53	13	43	24	3.73
6	3	0.0145	1.84	4.36	54	32	20	54	32.3	19.4	5.7	54	33	19	4.4
5	3	0.0145	1.84	3.97	30	40	31	29.3	39.7	31	5.76	30	40	31	5.55
4	3	0.0145	1.84	4.69	34	41	31	33.7	41.7	31	8.47	34	41	31	7.41
3	3	0.0145	1.84	4.24	30	47	35	30.6	46	35	2.75	30	47	35	2.63
2	3	0.0145	1.84	3.51	31	56	21	31.3	56	20.7	12.2	31	55	21	9.03
1	3	0.0145	1.84	4.77	33	42	28	32.7	42.3	28	5.91	32	42	28	4.88
