Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
268	808	0	190	7.03	20	64	23	27.4	56.4	27	13	32	51	18	2.06
267	178	0	67.4	6.7	14	49	26	18	47.6	27.6	5.75	16	50	23	1.83
266	153	0	60.7	5.21	29	18	28	31.1	25.6	26.6	7.05	32	29	28	2.49
265	136	0	55.9	5.55	32	18	15	28.1	17.1	17.6	9.38	28	15	18	3.43
264	100	1.4e-45	45	7.84	42	66	25	42.7	64.8	24.7	5.82	42	66	25	2.3
263	82	7.79e-40	39.1	5.68	45	18	36	45.2	21.1	35.1	4.3	42	18	38	1.74
262	72	2.35e-36	35.6	6.97	32	43	27	32.9	41.4	29	7.5	32	43	27	2.59
261	67	1.48e-34	33.8	6.27	49	52	32	47.7	55	31.4	4.04	50	53	33	1.64
260	52	7.27e-29	28.1	5.18	42	15	14	41.1	15.1	14.4	4	36	13	16	2.72
259	50	4.56e-28	27.3	6.45	42	46	11	46.3	43.7	11.7	12.6	43	46	10	3.91
258	48	2.94e-27	26.5	5.65	29	46	48	29.2	43.8	47.5	4.54	30	44	49	2.1
257	40	6.65e-24	23.2	4.91	44	57	36	41.2	53.9	38.6	2.59	44	58	37	1.48
256	39	1.81e-23	22.7	5.31	23	18	39	21.9	20.2	39.3	4.43	22	24	45	2.12
255	31	7.57e-20	19.1	5.19	54	41	22	54.8	41.1	21.9	2.7	55	40	21	1.77
254	30	2.25e-19	18.6	5.44	30	26	46	30.8	21.8	43.8	5.03	31	24	45	2.97
253	30	2.25e-19	18.6	5.02	19	31	45	21.4	31.4	45.6	3.73	17	31	44	2.17
252	30	2.25e-19	18.6	5.67	42	48	41	41.4	45.6	42.6	2.82	42	43	46	1.39
251	27	6.4e-18	17.2	5.04	33	56	39	33.3	53.9	38.6	2.72	34	55	36	1.49
250	25	6.38e-17	16.2	5.05	26	49	29	26.3	48.2	31	2.49	26	48	31	1.5
