Cluster Index	Z	x	y	z	
268	7.03	20	64	23
268	6.85	34	66	24
268	6.65	29	63	24
268	6.23	27	48	21
268	6.19	36	59	23
268	6.09	32	64	26
267	6.7	14	49	26
267	5.82	17	44	27
267	5.78	16	49	23
267	5.68	20	46	33
267	5.55	22	52	27
267	5.33	20	44	29
266	5.21	29	18	28
266	5.21	31	31	26
266	5.19	31	29	26
266	5.09	34	26	26
266	5	34	32	25
266	4.96	31	27	27
265	5.55	32	18	15
265	5.43	36	21	21
265	5.32	24	14	14
265	5.25	33	19	20
265	4.94	32	17	18
265	4.74	30	13	14
264	7.84	42	66	25
264	6.74	40	64	24
264	6.25	42	66	22
264	5.15	46	64	23
264	4.92	42	70	27
264	4.79	45	64	26
263	5.68	45	18	36
263	5.39	43	19	36
263	5.36	41	19	38
263	5.21	51	22	33
263	5.08	47	20	36
263	4.94	47	25	32
262	6.97	32	43	27
262	6.05	36	43	29
262	4.98	34	39	29
262	4.79	32	44	30
262	4.78	37	42	31
262	4.75	28	40	29
261	6.27	49	52	32
261	4.49	47	55	31
261	4.44	48	58	31
261	4.42	50	56	30
261	4.21	46	57	32
261	4.16	44	60	32
260	5.18	42	15	14
260	4.64	39	13	14
260	4.4	36	13	16
260	4.35	49	20	12
260	4.28	47	19	13
260	4.19	34	13	14
259	6.45	42	46	11
259	4.8	50	42	12
259	4.46	51	40	11
259	4.38	49	43	16
259	4.15	52	41	13
259	4.08	52	43	12
258	5.65	29	46	48
258	4.88	29	44	49
258	4.6	28	50	47
258	4.5	27	44	50
258	4.48	27	42	48
258	4.45	32	39	45
257	4.91	44	57	36
257	4.69	42	55	39
257	4.42	41	55	41
257	4.23	40	52	40
257	3.88	42	57	38
256	5.31	23	18	39
256	5.06	21	22	43
256	4.89	22	21	39
256	4.86	23	17	37
256	4.85	22	24	45
256	4.44	22	23	39
255	5.19	54	41	22
255	4.94	56	42	22
255	4.39	55	38	19
255	4.28	56	44	25
255	4.28	53	44	25
254	5.44	30	26	46
254	4.93	31	24	45
254	4.88	30	21	44
254	4.72	31	27	44
254	4.63	30	20	41
254	3.55	32	22	47
253	5.02	19	31	45
253	4.6	22	31	46
253	4.44	17	31	44
253	4.32	23	31	48
253	4.12	25	32	45
252	5.67	42	48	41
252	4.78	40	47	44
252	4.77	41	45	43
252	4.76	42	42	44
252	4.35	41	40	43
252	4.18	42	43	46
251	5.04	33	56	39
251	4.54	33	51	41
251	4.5	34	55	36
251	4.3	32	57	41
251	3.91	34	53	38
251	3.22	31	55	38
250	5.05	26	49	29
250	4.92	27	47	31
250	4.44	26	43	32
250	3.8	28	52	31
250	3.77	24	49	32
249	5.34	33	24	45
249	4.91	34	22	44
249	4.64	33	28	46
249	3.75	36	27	46
249	3.46	33	27	44
248	4.57	40	43	48
248	3.93	38	45	48
248	3.78	36	46	48
248	3.77	34	41	48
247	5.26	44	65	30
247	4.91	43	63	33
247	3.73	46	61	32
246	4.73	48	41	33
246	4.55	53	44	33
246	4.47	51	42	34
246	4.08	46	45	32
245	5.99	14	20	22
245	4.48	17	21	22
245	4.31	18	23	20
245	4.15	16	19	24
245	3.68	17	25	21
245	3.53	16	22	20
244	4.49	37	19	20
244	4.38	39	19	20
244	4.18	44	20	18
244	4.1	46	19	17
244	4.08	41	16	17
244	3.86	41	20	16
243	5.11	45	40	18
243	4.48	43	42	18
243	4.29	42	37	18
243	4.11	40	38	21
243	4.11	43	38	20
242	5.09	32	29	16
242	4.64	34	28	15
242	3.97	31	27	15
241	4.52	23	56	20
241	4.15	25	55	19
241	3.8	26	57	18
240	4.75	18	23	25
240	4.14	15	24	23
240	4.07	12	24	21
240	3.9	18	24	23
239	4.79	41	29	46
239	3.67	42	31	48
239	3.43	38	32	47
238	4.84	44	52	37
238	4.3	43	50	33
238	3.79	46	53	35
238	3.49	47	49	37
238	3.46	48	51	37
237	4.85	52	28	38
237	4.82	49	29	36
237	4.3	50	31	39
237	3.99	50	29	34
236	5.81	13	42	31
236	5.05	11	44	32
236	3.8	12	46	34
236	3.27	10	47	34
235	5.07	29	17	38
235	5	27	18	40
235	4.16	29	20	37
234	4.95	36	53	46
234	4.28	39	55	43
234	3.82	34	54	45
233	4.5	19	25	41
233	4.21	20	25	43
233	3.96	16	27	41
232	4.67	44	29	37
232	4.13	44	27	38
232	4.13	47	27	40
231	5.32	54	30	21
231	3.83	52	31	16
230	4.32	52	42	37
230	3.71	51	37	40
229	4.99	12	40	28
229	3.83	14	39	25
229	3.42	11	42	28
228	4.85	47	51	22
228	4.62	48	51	24
228	4.56	45	51	20
228	4.15	47	53	23
227	5.11	49	47	23
227	4.24	45	44	24
227	3.99	47	45	26
227	3.98	47	47	25
226	3.94	47	24	19
226	3.73	44	23	20
226	3.59	46	22	21
225	5.48	36	65	35
225	5.14	35	64	37
225	4.28	36	67	37
225	3.97	37	64	39
224	4.71	24	30	20
224	4.09	23	30	18
224	3.82	22	31	20
224	3.28	20	30	22
223	4.81	11	39	24
223	3.98	13	38	23
223	3.49	12	41	22
222	4.74	33	64	33
222	4.22	30	65	34
222	3.88	30	66	32
221	4.47	25	39	21
221	4.02	22	37	21
221	3.48	20	37	20
220	5.33	31	40	13
219	4.95	40	58	20
219	4.28	42	59	20
219	4.18	40	56	19
219	4.07	42	61	21
218	4.07	38	52	16
218	3.98	41	52	17
218	3.92	38	54	16
218	3.69	36	48	16
217	4.49	18	28	21
217	4.08	17	30	19
217	3.63	19	32	19
216	4.34	48	24	23
216	4.25	50	23	24
216	4.09	51	21	24
216	3.37	50	24	22
215	5.67	53	39	28
215	3.86	55	41	27
214	6.63	42	57	22
214	4.93	45	55	21
214	4.6	45	57	20
213	5.15	42	49	44
213	4.73	46	47	42
213	4.16	45	50	43
212	4.58	19	29	15
212	4.47	19	24	17
211	4.72	54	39	33
211	3.51	53	41	34
211	3.42	52	38	34
210	5.51	31	35	32
210	4.41	33	33	33
209	5.27	20	42	11
209	4.05	20	47	12
208	4.23	40	52	14
208	3.87	41	46	16
208	3.82	41	48	16
208	3.64	42	50	15
207	5.9	37	66	33
207	4.17	38	65	31
207	3.42	37	66	29
207	3.27	37	64	33
206	5	32	45	41
206	4.43	30	44	40
205	4.97	19	39	36
205	3.81	19	41	35
205	3.26	15	41	33
204	4.63	16	44	32
204	3.88	16	47	33
203	4.58	45	25	18
203	4.45	42	25	18
202	4.07	16	42	13
201	4.71	55	39	24
201	3.89	55	36	21
200	5.52	50	50	36
200	4.73	51	46	35
200	4.42	51	48	35
199	4.64	18	40	42
199	3.7	19	39	40
198	4.26	30	37	36
198	3.73	32	36	34
198	3.45	32	35	36
197	4.25	52	31	32
197	3.95	48	34	32
197	3.64	50	31	32
196	3.73	34	25	36
196	3.37	32	23	37
196	3.36	36	24	37
195	4.63	49	31	19
195	4.15	48	29	21
195	4.11	49	33	19
195	4.03	47	30	19
194	3.75	28	22	23
194	3.73	27	21	27
193	4.73	14	37	29
193	4.69	12	36	29
192	4.51	12	39	31
192	3.72	9	38	29
191	3.79	38	43	17
191	3.78	36	43	19
191	3.62	34	45	17
190	4.17	33	52	45
190	3.57	30	53	46
189	5.94	40	57	34
189	4.07	40	60	32
188	3.73	47	32	44
188	3.55	50	29	40
188	3.55	48	31	42
187	4.37	38	24	33
187	3.55	38	21	36
186	3.67	29	33	47
186	3.47	30	34	50
185	5.14	25	33	12
185	3.86	22	30	12
185	3.83	23	33	13
184	4.63	38	16	38
184	3.78	39	18	37
183	5.12	41	60	37
183	4.87	44	60	35
182	4.92	31	28	47
181	4.72	44	36	29
181	3.22	43	34	28
180	5.45	48	52	18
179	4.41	48	47	41
179	3.9	46	49	40
179	3.49	46	47	39
178	4.51	46	65	32
178	3.23	48	64	30
177	4.23	48	48	12
177	4.06	50	47	14
177	3.82	52	48	13
176	5.34	19	36	26
176	4.43	20	38	24
175	4.72	27	26	48
175	3.87	25	27	46
174	4.38	21	25	35
174	3.46	24	24	36
173	5.75	18	37	42
172	5.16	36	30	50
172	4.33	34	32	48
171	4.92	31	24	33
171	3.7	31	27	33
170	5.73	34	58	15
170	4.49	36	60	16
170	4.21	36	57	17
169	4.23	28	40	48
169	4.22	29	37	50
168	5	33	62	33
167	5.06	14	44	20
167	3.4	13	46	22
166	4.78	53	47	17
166	4.05	54	45	17
166	3.41	54	47	15
165	4.74	43	30	13
164	4.19	12	43	35
164	3.66	15	41	36
163	4.09	34	58	32
163	3.91	32	58	33
162	4.74	19	20	38
161	4.26	14	36	35
160	4.95	32	63	37
159	4.54	22	40	14
158	4.22	47	26	25
158	3.95	49	26	26
157	4.35	25	36	47
157	3.7	24	39	48
156	6.01	35	68	29
155	4.57	11	46	23
155	4.29	11	47	21
154	5.05	38	60	40
154	4.04	35	59	42
153	4.2	21	32	15
152	4.34	52	39	21
152	3.82	50	39	22
151	4.44	39	35	11
150	4.31	12	32	31
150	3.96	13	33	33
150	3.62	13	31	33
149	4.37	32	22	40
148	3.84	46	37	44
148	3.73	44	36	45
147	4.24	33	18	35
147	3.78	32	19	37
146	3.87	30	46	17
146	3.69	31	44	18
145	4.07	52	49	31
145	4.03	50	49	31
144	4.2	51	36	28
144	3.99	51	34	30
143	4.23	23	48	16
142	4.73	34	44	33
141	3.64	44	23	23
140	3.92	24	28	23
140	3.68	22	25	23
140	3.61	22	27	23
139	4.06	22	46	12
139	3.85	23	50	12
138	4.83	15	26	19
138	4.21	16	24	18
138	3.46	13	25	18
137	5.72	27	59	34
136	4.89	38	22	45
135	3.64	26	20	43
134	4.18	29	51	16
133	4.16	23	27	25
133	3.63	21	28	26
132	3.8	37	40	49
132	3.55	37	38	49
131	3.97	40	67	29
