Cluster Index	Z	x	y	z	
22	4.2	36	38	46
22	3.85	38	36	48
22	3.77	36	39	48
22	3.63	36	36	49
21	4.67	23	35	48
21	4.33	25	33	48
21	3.56	26	31	49
20	4.28	21	24	45
20	3.97	20	27	45
19	4.44	38	21	43
18	4.56	31	67	32
18	3.7	29	68	31
17	4.59	36	59	43
17	3.94	33	58	43
16	4.02	29	27	48
15	3.69	16	23	24
15	3.69	14	22	24
14	5.12	17	29	11
14	3.94	18	31	11
13	4.15	21	27	47
12	3.87	20	32	47
11	4	38	65	33
10	3.93	41	16	10
9	3.85	19	21	30
8	3.41	17	26	11
7	3.44	27	43	18
7	3.34	26	41	18
6	3.91	30	31	43
5	3.56	27	54	17
4	3.84	31	25	44
3	4.77	35	24	45
3	4.35	33	25	45
2	4.62	23	25	46
1	3.74	47	32	46
