Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
15	10	1.97e-06	5.71	4.83	43	21	16	44.4	22.1	16.9	4.05	43	24	17	3.04
14	9	7.15e-06	5.15	3.82	33	33	49	33.7	33.1	48.5	4.35	33	33	49	2.81
13	8	2.79e-05	4.55	4.24	39	33	20	39.1	32.4	20.1	3.96	39	32	20	3.14
12	7	0.000115	3.94	3.63	38	15	17	37.6	16.5	16.4	2.05	38	15	17	1.55
11	6	0.000505	3.3	4.37	25	19	19	25.7	18.7	19.3	4.59	25	20	20	3.37
10	6	0.000505	3.3	4.03	37	19	18	38.6	19.5	18.3	5.69	39	20	19	2.78
9	6	0.000505	3.3	4.56	44	51	11	43.8	50.1	11.3	6.22	44	50	11	4.88
8	5	0.00242	2.62	3.99	36	19	20	34.6	18	20.2	4.14	33	16	20	3.46
7	5	0.00242	2.62	3.65	56	33	28	54.4	33.6	27.8	1.5	55	33	28	1.23
6	5	0.00242	2.62	4.77	43	30	32	43.6	30	31.6	1.49	43	30	32	1.27
5	4	0.0129	1.89	3.95	48	20	14	48.2	20.5	14.3	2.43	48	19	14	2
4	4	0.0129	1.89	3.87	14	35	18	14.4	35.2	18.2	2.44	13	35	18	1.96
3	4	0.0129	1.89	4.11	19	19	18	19	18.8	17.8	5.08	18	19	18	3.61
2	4	0.0129	1.89	3.63	23	66	25	23.7	66	24.5	9.4	23	66	24	5.9
1	4	0.0129	1.89	4.82	15	39	19	15.2	39	19.1	2.17	15	39	20	1.82
