Cluster Index	Z	x	y	z	
171	7.45	32	61	15
171	7.26	23	65	34
171	7.17	46	62	21
171	6.87	28	52	23
171	6.85	23	64	31
171	6.75	35	49	21
170	5.46	34	23	40
170	5.4	31	18	26
170	5.35	32	20	35
170	5.33	31	16	35
170	5.12	36	18	34
170	5.11	36	18	28
169	6.46	30	13	22
169	5.76	30	15	25
169	5.5	33	21	23
169	5.46	34	24	25
169	5.41	34	31	25
169	5.27	30	19	23
168	6.59	52	46	17
168	6.09	51	42	14
168	6.05	45	54	13
168	5.38	51	49	19
168	5.37	45	52	13
168	5.3	53	40	15
167	6.23	18	32	12
167	5.78	18	30	12
167	5.62	21	32	10
167	5.53	23	36	17
167	5.47	22	40	13
167	5.32	22	37	14
166	7.31	20	51	43
166	6.21	22	45	46
166	5.98	22	50	45
166	5.81	23	53	44
166	5.49	18	51	41
166	5.33	21	46	43
165	5.64	15	45	13
165	4.88	16	43	11
165	4.64	19	41	10
165	4.42	17	45	14
165	4.21	19	40	12
165	4.13	18	41	14
164	5.01	32	43	26
164	4.89	32	36	28
164	4.85	33	39	28
164	4.8	35	36	31
164	4.62	34	44	25
164	4.17	35	40	28
163	5.22	18	19	16
163	4.63	11	25	21
163	4.58	14	26	20
163	4.41	13	24	19
163	4.29	13	23	22
163	4.18	16	25	18
162	5.43	13	36	23
162	5.37	12	32	26
162	4.77	13	32	24
162	4.37	13	30	25
162	3.83	15	32	25
161	5.16	39	33	10
161	5.11	39	31	10
161	4.77	35	32	11
161	4.43	40	30	8
161	4.3	37	33	9
161	4.18	41	33	12
160	5.15	27	27	8
160	4.83	27	23	9
160	4.7	20	26	9
160	4.61	23	28	8
160	4.57	29	27	8
160	4.55	23	25	9
159	4.9	28	19	12
159	4.59	32	19	12
159	4.5	28	17	12
159	4.34	25	16	9
159	4.27	30	20	13
159	4.2	32	20	9
158	5.38	53	28	25
158	5.12	54	30	24
158	4.76	51	28	24
158	4.46	51	32	24
158	4.41	52	25	22
158	4.2	49	34	25
157	5.88	46	42	11
157	5.71	48	43	10
157	5.39	45	42	13
157	4.93	44	41	11
157	3.88	43	43	15
157	3.81	47	44	14
156	4.74	13	36	18
156	4.66	13	33	20
156	4.61	15	36	18
156	4.54	13	34	18
156	4.3	11	36	18
156	4.27	13	31	21
155	4.6	19	22	41
155	4.56	19	26	43
155	4.41	22	19	40
155	4.24	21	22	40
155	3.74	23	20	38
155	3.69	20	25	41
154	5.53	19	27	37
154	4.82	17	25	39
154	4.01	15	27	37
154	3.87	14	27	39
153	4.83	47	51	41
153	4.81	45	51	42
153	4.6	41	52	44
153	4.29	45	52	40
153	3.39	40	52	42
152	4.69	22	26	27
152	3.89	22	29	27
152	3.86	24	29	30
152	3.78	25	29	27
151	4.54	51	25	33
151	4.45	49	23	33
151	4.27	51	22	33
151	4.03	51	24	31
150	5.05	16	46	41
150	4.73	19	47	41
150	4.49	18	44	39
150	4.03	18	49	40
150	3.91	19	47	39
149	5.55	35	30	43
149	4.75	33	26	44
148	5.27	54	32	20
148	5.04	54	37	18
147	4.64	29	34	46
147	4.62	27	34	45
147	4.13	29	32	46
146	4.84	29	12	29
146	4.44	30	12	32
146	3.58	28	9	28
146	3.57	28	10	30
145	4.53	35	20	17
145	4.14	36	17	20
145	3.6	38	18	18
145	3.37	36	19	15
145	3.23	39	20	17
144	4.11	46	29	37
144	4	44	29	35
144	3.93	48	30	36
144	3.8	45	27	41
144	3.65	46	28	39
144	3.51	48	31	34
143	4.6	37	13	32
143	3.86	40	13	33
143	3.67	38	15	33
143	3.44	41	14	30
142	4.31	38	24	42
142	4.09	39	24	46
142	3.4	40	26	48
141	5.32	23	18	8
141	3.97	18	18	8
141	3.83	23	16	7
141	3.79	17	20	8
141	3.47	20	17	8
140	4.05	25	16	31
140	3.96	23	15	31
140	3.23	23	12	32
139	4.88	20	23	20
139	4.42	21	25	19
139	3.45	21	21	18
138	4.45	41	23	27
138	3.99	40	27	25
138	3.79	42	28	26
137	5.04	26	32	31
137	3.74	27	35	32
136	5.3	35	13	13
136	5.2	38	13	15
136	3.2	37	12	18
135	4.14	42	39	19
135	3.95	44	39	16
135	3.5	42	36	17
134	4.26	29	57	35
134	3.75	31	55	34
134	3.52	31	58	36
133	4.94	20	20	8
133	3.92	16	24	9
132	6.05	22	66	23
132	4.51	21	64	22
132	4.15	19	65	21
131	4.4	10	43	19
131	4.18	12	45	17
131	4	11	42	17
130	4.63	17	36	16
130	4.03	16	31	18
129	5.34	55	42	24
129	3.82	54	44	26
129	3.79	52	44	25
128	4.85	54	32	17
128	4.62	54	34	16
127	5.76	35	41	49
127	4.96	36	39	49
127	4.49	35	44	49
126	4.71	17	53	38
126	4.45	19	54	40
125	4.45	26	20	40
125	4.05	28	19	40
124	4.78	33	32	47
124	3.78	33	30	46
123	4.69	42	23	8
123	3.92	45	22	7
122	4.09	33	15	12
122	4.05	30	15	10
122	3.87	31	15	12
122	3.72	34	15	10
121	3.88	48	24	10
121	3.78	51	27	13
120	4.51	16	25	24
120	3.87	14	24	25
119	4.56	13	46	21
119	3.76	13	44	22
118	3.99	44	31	17
118	3.6	46	29	17
118	3.18	42	32	17
117	4.11	54	38	27
117	3.51	56	39	25
117	3.43	52	38	26
116	4.08	22	36	45
116	3.91	20	37	44
116	3.88	23	36	43
115	4.62	27	41	44
115	4	25	42	47
114	5.05	42	20	38
114	3.74	43	23	37
113	5.23	36	56	31
113	3.75	36	54	33
113	3.54	34	56	30
112	4.17	45	57	31
112	3.41	44	56	29
111	4.53	39	35	49
111	4.22	36	33	50
111	3.4	40	32	47
110	5.01	25	26	27
109	3.94	24	22	27
109	3.86	23	19	26
108	3.53	46	23	41
107	4	35	37	41
107	3.86	35	39	42
106	4.23	32	37	49
106	3.95	33	35	49
106	3.41	33	33	50
105	4.33	14	29	16
105	4.27	12	28	17
104	5.06	51	56	30
104	4.09	48	58	34
103	4.57	47	20	11
102	5.08	19	26	15
102	4.02	20	26	13
101	5.49	39	35	43
101	3.47	41	35	44
101	3.3	39	33	44
100	4.21	31	28	41
100	3.86	29	29	41
99	3.99	44	17	34
99	3.77	42	16	34
99	3.76	42	18	35
99	3.7	42	16	36
98	4.83	39	29	45
97	5.02	24	10	26
97	4.38	22	10	26
96	4.31	45	15	19
96	3.68	46	13	19
95	5.41	37	10	30
94	5.74	46	19	21
93	4.74	37	43	47
92	5.07	31	33	17
92	4.64	29	32	16
91	4.34	28	31	26
91	4.24	32	33	26
90	4.59	31	28	46
90	3.55	29	29	45
89	3.71	26	23	45
88	4.89	19	16	16
88	4.43	20	14	16
87	3.81	48	40	14
87	3.66	46	40	16
87	3.55	48	41	17
86	5.1	40	34	15
