Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
22	11	5.36e-07	6.27	4.2	36	38	46	36.9	37.5	47.7	1.96	40	36	47	1.66
21	11	5.36e-07	6.27	4.67	23	35	48	24.4	33.8	48.3	2.95	23	34	48	1.95
20	8	2.79e-05	4.55	4.28	21	24	45	19.9	25.7	44.6	3.47	21	25	45	2.3
19	7	0.000115	3.94	4.44	38	21	43	38	20.6	43.1	2.26	38	21	43	1.72
18	7	0.000115	3.94	4.56	31	67	32	30.6	67.3	31.1	7.46	31	67	32	3.43
17	6	0.000505	3.3	4.59	36	59	43	34.7	58.8	42.8	2.36	36	59	43	1.88
16	6	0.000505	3.3	4.02	29	27	48	28.5	27.3	48	2.99	29	26	48	2.24
15	5	0.00242	2.62	3.69	16	23	24	14.8	22.8	23.8	2.95	14	22	24	1.87
14	5	0.00242	2.62	5.12	17	29	11	17.5	30.3	11	6	17	29	11	3.42
13	5	0.00242	2.62	4.15	21	27	47	21.4	27.8	47	2.87	22	27	47	2.52
12	5	0.00242	2.62	3.87	20	32	47	20.4	32.4	47	2.34	21	32	47	2.06
11	5	0.00242	2.62	4	38	65	33	38.2	65.8	32.1	4.55	38	66	32	3.25
10	5	0.00242	2.62	3.93	41	16	10	40.3	15.6	10.4	1.6	42	16	10	1.39
9	4	0.0129	1.89	3.85	19	21	30	18.3	20.8	29.5	0.966	19	21	30	0.896
8	4	0.0129	1.89	3.41	17	26	11	16.5	26	10.7	6.43	16	25	11	5.39
7	4	0.0129	1.89	3.44	27	43	18	26.7	42.2	18.2	7.33	27	42	18	5.77
6	4	0.0129	1.89	3.91	30	31	43	30	31	43.2	1.65	31	31	42	1.47
5	4	0.0129	1.89	3.56	27	54	17	28.5	54.5	17	4.63	28	55	17	3.62
4	4	0.0129	1.89	3.84	31	25	44	30.5	26.4	44.2	1.61	30	28	45	1.22
3	4	0.0129	1.89	4.77	35	24	45	33.8	24.3	45	3.45	33	25	45	2.58
2	4	0.0129	1.89	4.62	23	25	46	23	24.3	46	3.24	23	24	46	2.41
1	4	0.0129	1.89	3.74	47	32	46	46.5	32	46	3.07	47	33	46	2.87
