Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
26	163	3.52e-25	24.5	4	41	18	20	35.8	15.2	18.8	1.08e+04	34	14	21	2.35e+03
25	85	2.03e-15	14.7	3.84	33	47	17	33.5	48	17	1.72e+04	31	49	18	4.73e+03
24	75	5.57e-14	13.3	4.11	44	49	16	43.3	47	17.3	1.5e+04	44	48	18	3.54e+03
23	45	3.27e-09	8.49	4.47	34	44	46	32.2	42.6	46.9	6.32e+03	32	44	48	1.71e+03
22	43	7.33e-09	8.14	3.64	40	21	40	35.5	17.3	40.6	4.83e+03	32	16	42	2.21e+03
21	28	5.01e-06	5.3	4.03	15	51	18	16.1	49.6	17.8	6.45e+03	19	49	17	2.13e+03
20	23	5.67e-05	4.25	3.68	13	24	18	13.4	23.2	20.6	5.63e+03	14	25	17	2.05e+03
19	22	9.4e-05	4.03	3.59	27	43	19	25.5	44.9	18.8	1.03e+04	24	46	19	4.75e+03
18	21	0.000157	3.8	4.14	17	32	20	14.5	28.4	21.9	1.06e+03	14	29	21	691
17	20	0.000264	3.58	3.68	14	58	21	16	60.6	22.4	2.08e+03	18	64	22	1.29e+03
16	19	0.000449	3.35	3.45	40	12	31	35.7	12.7	31.5	2.76e+03	34	13	31	1.7e+03
15	19	0.000449	3.35	4.27	19	25	28	17.9	24.6	27.7	1.09e+03	17	22	29	611
14	18	0.00077	3.11	3.79	21	36	44	23.3	36.3	44	1.38e+03	21	36	44	698
13	18	0.00077	3.11	4.2	16	35	40	15.3	34.9	39.9	1.43e+03	16	34	40	901
12	17	0.00133	2.88	3.97	30	64	39	31.6	64.4	38.1	3.46e+03	32	64	38	1.66e+03
11	17	0.00133	2.88	4.14	33	36	29	32.9	38.9	29.3	3.67e+03	33	37	29	2e+03
10	16	0.00233	2.63	3.2	19	38	45	19.4	38.4	42.8	1.71e+03	18	39	44	918
9	15	0.00413	2.38	3.98	23	25	43	23.2	24.3	43.8	2.56e+03	24	24	46	1.28e+03
8	14	0.0074	2.13	3.47	33	30	26	32.4	30.2	25.7	4.38e+03	32	29	26	2.92e+03
7	13	0.0134	1.87	3.6	31	29	16	31.4	28.5	15.5	2.45e+03	33	30	16	1.62e+03
6	13	0.0134	1.87	3.71	13	39	27	13.1	37.7	25	2.77e+03	13	39	27	1.25e+03
5	12	0.0247	1.61	3.92	46	30	8	46	29.6	8.7	4.13e+03	44	32	8	2.08e+03
4	12	0.0247	1.61	3.54	17	34	44	20.1	33.2	45.6	1.32e+03	17	34	44	891
3	12	0.0247	1.61	3.26	25	41	44	25	41.7	44.7	916	25	42	47	639
2	11	0.0459	1.34	3.22	26	52	18	25.3	50.2	19	3.12e+03	24	49	19	1.5e+03
1	11	0.0459	1.34	4.15	20	41	18	19.8	41.3	17.1	1.48e+03	20	41	18	881
