Cluster Index	Z	x	y	z	
9	8.72	37	49	21
9	7.41	27	49	22
9	5.76	28	50	26
9	5.42	30	29	29
9	5.12	30	26	30
9	4.97	25	45	21
8	4.74	49	28	32
8	4.28	49	21	34
8	4.08	53	28	37
8	4.01	50	22	37
8	3.66	46	22	38
7	5.43	23	12	20
7	5.14	28	11	20
7	3.59	30	16	20
6	4.75	21	54	39
6	4.39	25	50	40
6	4.29	21	51	42
6	3.61	22	55	35
5	4.79	15	37	21
5	3.7	8	36	22
5	3.68	10	37	22
5	3.65	14	37	18
5	3.61	10	36	20
5	3.55	12	37	17
4	4.11	16	20	34
4	3.91	19	20	37
4	3.83	21	23	39
4	3.61	20	15	34
4	3.5	21	19	35
3	4.88	40	12	20
2	4.47	40	36	44
2	4.39	38	37	44
1	4.41	32	57	19
1	3.96	30	60	20
