Cluster Index	Z	x	y	z	
51	4.81	32	14	17
51	4.62	27	22	18
51	4.62	36	11	15
51	4.56	37	18	9
51	4.53	30	16	18
51	4.45	45	18	36
50	4.56	24	22	28
50	4.53	34	28	27
50	4.47	31	27	27
50	4.44	19	22	36
50	4.3	22	18	28
50	4.29	20	17	36
49	4.16	20	33	35
49	4.01	17	24	39
49	4.01	14	33	37
49	3.99	19	30	42
49	3.91	13	28	31
49	3.64	18	31	39
48	5.08	45	35	35
48	4.85	52	29	27
48	4.74	51	31	39
48	4.53	54	35	33
48	4.27	55	37	33
48	4.18	53	35	39
47	4.37	36	13	35
47	4.19	39	15	36
47	4.15	36	24	36
47	4.05	34	24	39
47	4.02	37	22	38
47	4	34	23	35
46	4.81	36	27	41
46	4.79	36	26	43
46	4.78	30	27	43
46	4.21	38	20	42
46	4.16	26	25	42
46	4.08	36	20	42
45	4.79	25	34	39
45	4.47	28	33	35
45	4.44	31	34	36
45	4.33	24	36	39
45	4.05	33	30	35
45	3.93	35	29	36
44	4.85	57	33	25
44	4.63	56	35	24
44	4.62	44	37	26
44	4.34	50	36	24
44	4.01	46	34	31
44	3.98	56	37	28
43	4.16	36	39	46
43	3.94	36	37	44
43	3.89	40	36	43
43	3.76	36	38	40
43	3.72	33	45	48
43	3.68	37	37	42
42	4.2	13	49	36
42	3.93	16	51	35
42	3.78	12	46	39
42	3.62	16	48	33
42	3.6	11	44	39
42	3.57	11	48	34
41	4.04	48	40	16
41	4	44	40	13
41	3.85	51	36	14
41	3.76	51	38	15
41	3.47	52	30	14
41	3.42	54	37	17
40	4.08	38	12	29
40	3.66	38	16	33
40	3.63	40	11	30
40	3.48	34	20	31
40	3.26	33	18	31
40	3.23	37	16	29
39	4.05	53	34	20
39	3.98	49	34	18
39	3.83	46	32	19
39	3.8	51	29	23
39	3.3	54	29	22
39	3.19	53	30	20
38	3.83	18	50	38
38	3.75	23	48	37
38	3.68	19	48	41
38	3.47	22	50	41
38	3.43	23	46	38
38	3.37	25	47	37
37	4.16	30	20	39
37	3.98	26	16	40
37	3.78	28	20	38
37	3.68	28	18	38
37	3.31	23	22	42
37	3.3	27	20	36
36	4.11	33	32	9
36	3.76	27	32	10
36	3.64	26	28	9
36	3.64	33	34	10
36	3.56	29	30	9
36	3.39	32	32	11
35	4.77	38	40	17
35	4.31	38	34	15
35	3.99	36	40	16
35	3.9	35	34	19
35	3.67	43	34	16
35	3.18	37	39	13
34	4.83	44	39	43
34	4.34	49	35	45
34	4.13	49	32	44
34	3.77	44	36	45
34	3.67	48	30	43
34	3.66	46	36	46
33	4.69	41	62	37
33	3.95	31	65	34
33	3.59	35	68	33
33	3.59	34	66	34
33	3.42	38	64	35
33	3.37	39	63	37
32	3.83	29	18	30
32	3.65	29	20	31
32	3.58	31	16	32
32	3.45	32	14	32
32	3.33	31	15	30
32	3.28	31	21	34
31	3.99	8	28	27
31	3.64	11	27	30
31	3.5	8	28	31
31	3.42	8	29	29
31	3.36	12	32	27
31	3.23	8	31	29
30	3.57	16	28	27
30	3.4	14	30	30
30	3.07	14	32	31
30	2.78	12	33	32
30	2.66	16	31	29
29	4.37	27	43	49
29	3.41	28	38	48
29	3.08	24	37	45
29	3.07	26	39	45
29	2.99	25	40	47
28	3.29	44	23	19
28	3.22	42	25	19
28	3.05	46	22	19
28	2.97	42	22	18
28	2.77	46	21	16
27	4.91	47	53	18
27	3.58	44	52	14
27	3.39	46	52	15
27	3.15	47	54	15
27	2.4	45	51	11
26	4.83	14	56	34
26	3.85	18	55	34
26	3.45	15	54	35
26	3.1	15	56	36
25	4.24	31	45	37
25	3.19	31	42	38
25	3.16	33	46	39
25	2.86	32	40	40
24	4.03	12	54	31
24	3.48	12	53	36
24	3.17	11	52	29
24	3.08	11	52	31
24	3.05	11	52	33
24	2.94	13	51	33
23	3.76	30	43	21
23	3	30	41	19
23	2.65	32	45	21
23	2.63	28	44	24
22	3.89	31	37	45
22	3.35	31	35	44
22	3	31	37	47
21	4.44	30	42	49
21	3.25	29	44	46
21	3.08	27	47	42
20	4.49	57	31	23
20	3.8	56	27	22
20	3.38	56	27	25
20	2.66	56	31	25
19	4.55	51	28	17
19	4.4	52	26	17
19	3.5	53	25	20
19	3.17	52	27	21
18	3.86	57	30	30
18	3.76	57	31	33
18	3.34	57	29	28
17	4.4	12	53	27
17	3.18	12	50	25
17	2.91	13	56	25
16	3.94	29	40	44
16	3.11	32	36	41
16	3.09	32	39	43
16	3.01	30	42	43
15	3.41	27	49	23
15	3.25	28	49	21
14	3.69	50	39	39
14	3.55	53	41	36
14	3.52	52	38	38
14	2.7	51	41	37
13	3.57	46	31	9
13	3.09	47	27	11
13	2.42	47	32	11
12	4.38	33	49	47
12	3.31	33	52	46
12	2.75	33	51	44
11	3.58	19	31	29
11	3.01	19	30	31
10	3.28	23	39	41
10	3.28	22	41	40
10	2.63	23	42	45
10	2.49	21	41	45
9	3.99	40	39	33
9	3.56	42	39	33
9	3.53	38	39	34
8	4.1	39	33	9
8	3.97	42	32	9
8	3.96	42	34	9
8	3.06	37	32	8
7	4.35	49	42	40
7	3.16	46	41	41
7	2.78	47	42	43
6	4.23	40	28	9
6	3.2	38	29	9
5	3.65	16	38	37
5	3.28	16	40	35
4	3.38	39	47	35
4	3.17	41	47	35
4	3.09	42	44	36
3	3.37	42	21	24
3	2.87	42	18	25
2	4	27	13	31
2	3.69	25	13	32
2	3.36	27	11	30
1	3.47	30	32	44
