Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
75	241	1.97e-38	37.7	5.52	45	37	29	46.6	51.1	32.5	1.1e+03	48	51	40	215
74	195	5.03e-33	32.3	4.98	29	45	26	30.7	48.8	28	746	33	49	26	205
73	137	1.51e-25	24.8	4.94	12	50	30	15.3	55.4	28.1	1.05e+03	17	61	28	275
72	92	5.59e-19	18.3	4.84	37	23	43	38.3	24.1	40.5	368	35	22	43	159
71	83	1.52e-17	16.8	4.09	40	48	18	40.1	57.2	18.8	1.26e+03	42	59	18	480
70	81	3.21e-17	16.5	4.52	27	66	31	30.4	62.8	31.3	923	28	68	26	287
69	79	6.83e-17	16.2	5	41	48	12	41.9	47	13.4	2.04e+03	44	49	11	523
68	77	1.46e-16	15.8	4.34	42	51	27	47.1	49.2	25.1	537	50	44	25	257
67	73	6.85e-16	15.2	4.96	46	14	23	45.3	16.5	25.4	448	46	14	23	187
66	69	3.3e-15	14.5	4.8	40	45	23	40.3	37.4	25	454	39	36	22	124
65	66	1.09e-14	14	4.58	29	36	14	31.1	37.9	16.3	1.83e+03	32	39	16	530
64	64	2.46e-14	13.6	4.27	42	30	18	40.6	33.8	15.5	657	38	35	11	286
63	57	4.48e-13	12.3	4.62	27	48	48	27.3	52.6	45.3	734	28	53	47	307
62	51	5.94e-12	11.2	3.97	23	15	30	23.1	16.7	30.4	245	23	15	30	143
61	37	3.82e-09	8.42	4.25	39	59	29	37.1	63.8	29.5	1.21e+03	36	67	30	324
60	37	3.82e-09	8.42	4.71	34	53	15	31.7	57.8	15.7	1.05e+03	34	53	15	501
59	36	6.24e-09	8.21	5.18	49	38	29	49.9	38.1	30.6	440	49	38	29	189
58	34	1.69e-08	7.77	3.81	33	59	26	32.2	61	26.4	784	33	64	27	328
57	32	5.96e-08	7.22	3.76	20	47	28	23.4	47.2	32.8	248	26	47	32	101
56	30	1.19e-07	6.92	4.63	19	55	20	20.3	56.3	19.7	1.28e+03	22	58	18	395
55	30	1.19e-07	6.92	3.92	51	23	26	49.6	25.1	25.3	526	51	25	25	161
54	28	3.58e-07	6.45	4.75	23	48	11	22.5	47	14.3	1.68e+03	23	48	15	777
53	28	3.58e-07	6.45	4.08	29	43	45	34.5	43.8	46.9	524	36	46	48	235
52	27	6.56e-07	6.18	3.98	49	33	14	48.9	32.8	16.1	473	50	34	16	314
51	27	6.56e-07	6.18	5.31	40	49	26	38.1	47.7	24.5	348	40	49	26	195
50	24	3.4e-06	5.47	3.31	20	24	19	21.3	26.6	18.3	865	20	23	19	283
49	24	3.4e-06	5.47	4.51	27	53	16	26.2	51.9	15.8	802	28	49	17	509
48	24	3.4e-06	5.47	4.79	43	26	18	40.6	26.2	19.4	438	39	28	19	254
47	24	3.4e-06	5.47	4.62	49	48	16	50	45.8	16.5	632	49	48	16	235
46	22	1.07e-05	4.97	4.11	49	32	20	48.9	30.4	19.6	324	48	29	17	185
45	22	1.07e-05	4.97	3.73	33	50	45	32.3	48.8	43.4	614	35	51	47	167
44	21	1.93e-05	4.72	4.54	38	41	31	38.9	42.3	31.2	279	38	43	33	119
43	20	3.49e-05	4.46	3.98	31	51	36	33.2	51.7	39.6	396	31	51	36	200
42	20	3.49e-05	4.46	3.98	26	60	35	24.6	60.6	36.1	505	27	62	37	270
41	19	6.38e-05	4.19	4.19	45	43	38	46.9	43.6	39.9	603	48	44	42	214
40	19	6.38e-05	4.19	4.09	30	43	40	31.7	43.2	41	280	34	44	41	142
39	19	6.38e-05	4.19	3.99	26	22	39	26.2	22.1	40.4	449	26	22	39	195
38	19	6.38e-05	4.19	4	23	54	37	21.4	55	38.5	312	23	54	37	142
37	19	6.38e-05	4.19	3.93	23	15	25	22.3	13.6	23.1	318	19	14	21	162
36	19	6.38e-05	4.19	4.85	31	47	38	32.1	46.7	37.3	417	31	47	38	182
35	18	0.000118	3.93	3.59	46	32	39	47.4	30	40.2	376	47	28	43	163
34	18	0.000118	3.93	4.56	24	26	36	23.8	25.9	36.4	299	24	24	36	161
33	17	0.000221	3.66	3.94	45	33	27	46.6	36.5	25.7	269	47	39	25	134
32	17	0.000221	3.66	4.15	26	26	44	26.3	26.5	43.6	213	25	28	46	132
31	17	0.000221	3.66	4.83	15	46	31	15.1	47.1	30.7	360	15	47	31	199
30	17	0.000221	3.66	3.22	23	44	27	23.1	44.7	23.5	235	23	43	21	135
29	17	0.000221	3.66	4.2	25	46	48	21.9	46.9	45	546	22	46	46	298
28	15	0.000805	3.09	4.12	31	39	29	31.7	38.9	29.3	543	32	40	29	357
27	14	0.00157	2.8	3.77	32	13	25	32.4	13.4	28.7	613	33	13	30	359
26	14	0.00157	2.8	4.33	42	41	39	41.4	41	39.8	165	42	41	39	115
25	14	0.00157	2.8	5.21	54	36	24	53.6	35.3	24.1	376	54	36	24	199
24	14	0.00157	2.8	3.51	36	12	23	36.4	13	23.6	407	36	12	23	179
23	13	0.0031	2.51	4.16	41	30	33	41	31.2	32.4	124	38	34	33	82.3
22	13	0.0031	2.51	4.52	42	17	20	41.1	16.4	20.8	288	40	16	21	172
21	13	0.0031	2.51	4.12	35	62	42	35.7	60.5	41.6	996	36	61	42	493
20	13	0.0031	2.51	4.13	29	55	19	31.8	54.5	19.9	558	32	54	22	421
19	13	0.0031	2.51	3.97	20	29	25	20.2	31.5	25.5	145	22	34	26	92.2
18	13	0.0031	2.51	5.03	36	40	51	33.9	38.8	49.9	626	35	39	50	427
17	13	0.0031	2.51	3.5	46	21	23	46.5	21	23.4	326	46	21	23	191
16	13	0.0031	2.51	3.17	24	36	30	23	37	26	150	22	37	24	105
15	12	0.00625	2.2	3.68	35	64	23	33.6	62.6	23	564	33	62	24	353
14	12	0.00625	2.2	4.13	16	48	17	14.5	47.2	18.3	452	14	49	20	323
13	12	0.00625	2.2	3.61	39	45	41	39.8	45	39.8	175	39	45	41	104
12	12	0.00625	2.2	3.76	22	62	30	23	63.5	30.5	633	22	66	29	291
11	11	0.0128	1.89	3.95	11	48	14	12.4	46.9	14.5	429	11	48	14	318
10	11	0.0128	1.89	3.45	41	29	30	40	29.9	29.7	330	41	29	30	204
9	11	0.0128	1.89	3.5	26	41	23	27.6	38.6	22.7	227	26	40	22	148
8	11	0.0128	1.89	3.54	30	13	29	30.7	11	26.8	403	31	11	24	202
7	11	0.0128	1.89	4	44	52	41	44	51.9	41.2	437	46	50	41	235
