Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
39	3088	0	221	7.55	44	18	26	34.9	21.6	27.1	1.06e+03	46	30	12	176
38	231	2.75e-37	36.6	6.07	19	44	35	18.9	45.6	37.7	515	28	49	48	176
37	152	1.44e-27	26.8	5.39	47	48	35	48.4	47.7	32.3	358	47	48	35	146
36	150	2.65e-27	26.6	4.96	30	46	42	32.1	44.5	43.4	374	31	44	48	116
35	120	3.63e-23	22.4	4.97	55	34	33	53.1	35.3	31.1	243	54	36	31	124
34	94	2.73e-19	18.6	6.15	41	41	40	43.4	42.3	41.5	433	46	44	43	129
33	71	1.5e-15	14.8	4.36	23	36	42	20.9	36.8	41.3	195	19	39	41	105
32	41	5.6e-10	9.25	4.59	42	37	26	41.7	38.5	26.1	240	39	32	28	95.4
31	39	1.45e-09	8.84	4.08	35	40	27	37.6	38.9	27.9	204	44	35	30	110
30	39	1.45e-09	8.84	3.68	11	27	33	14	30.9	31.8	381	11	30	32	162
29	31	5.96e-08	7.22	3.55	16	30	26	14.8	32.3	24	303	13	35	22	142
28	30	1.19e-07	6.92	3.84	29	39	27	28.2	37.7	27.1	207	27	33	27	117
27	30	1.19e-07	6.92	3.78	29	35	39	29.8	34.9	38.7	214	28	36	37	106
26	29	2.38e-07	6.62	3.63	18	53	31	16.1	53.5	30.8	270	15	52	32	157
25	29	2.38e-07	6.62	4.6	13	50	27	13.6	49.8	26.3	450	14	50	25	190
24	24	3.4e-06	5.47	3.69	42	31	10	39.2	29.6	10.1	810	42	32	12	310
23	24	3.4e-06	5.47	3.88	45	46	26	42.8	44.8	23.8	175	41	45	21	102
22	24	3.4e-06	5.47	3.8	33	17	38	34.2	19.4	41.4	399	33	18	41	240
21	23	6.02e-06	5.22	4.55	21	49	28	20.2	49.2	26.2	182	18	48	26	119
20	19	6.38e-05	4.19	4.38	37	34	47	38.9	34.9	47.5	303	36	36	50	170
19	18	0.000118	3.93	4.16	43	23	6	41.1	21.2	6.44	2.65e+03	43	23	6	1.07e+03
18	16	0.000419	3.38	3.57	16	28	28	13.9	27.5	28.3	326	11	28	28	155
17	16	0.000419	3.38	3.64	41	35	41	41.3	34.8	42.2	108	41	35	42	76.4
16	16	0.000419	3.38	4.01	16	43	28	17.5	42.9	28	179	19	42	29	121
15	16	0.000419	3.38	4.28	34	24	7	29.7	25.7	7	3.26e+03	32	25	7	2.31e+03
14	15	0.000805	3.09	3.27	31	19	13	32	18.5	12	442	33	19	12	248
13	14	0.00157	2.8	4.14	18	57	35	18.1	56	34.1	271	18	57	35	158
12	13	0.0031	2.51	3.18	37	29	41	36.8	29.8	41.3	166	35	30	42	94.9
11	12	0.00625	2.2	3.3	20	54	40	19.1	53.4	38	178	20	54	40	99.9
10	12	0.00625	2.2	3.02	12	30	23	11.7	29.6	22.7	353	10	29	23	210
9	12	0.00625	2.2	3.44	48	44	27	47.3	43.7	27.7	163	48	44	27	116
8	11	0.0128	1.89	3.09	21	61	35	21.2	60.5	33.8	264	22	62	34	153
7	11	0.0128	1.89	4.42	20	30	46	22	30.4	46.9	513	20	30	46	301
6	11	0.0128	1.89	3.16	16	37	31	14.7	36.6	31.4	192	13	36	32	123
5	11	0.0128	1.89	3.3	29	32	46	28.2	33	47.8	307	28	33	49	151
4	10	0.0268	1.57	3.29	53	38	38	53.8	37.7	36.7	162	53	38	38	132
3	10	0.0268	1.57	3.13	12	33	18	12.6	32.1	19	590	12	31	19	309
2	10	0.0268	1.57	3.76	18	43	25	18	42.9	24.4	158	16	44	23	110
1	10	0.0268	1.57	3.4	46	52	36	45.8	51.6	35.7	118	46	51	36	101
