Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
17	63	2.45e-26	25.6	4.45	39	26	31	36.5	26.1	29.4	10.1	35	30	25	5.14
16	41	2.67e-19	18.6	5.47	28	24	27	28.6	26.3	27.1	16.5	29	28	25	7.78
15	39	1.32e-18	17.9	4.51	33	24	32	32.2	20.3	35.8	9.2	32	18	36	4.62
14	28	1.55e-14	13.8	4.16	48	21	37	47.4	21.3	35.7	8.36	48	21	36	4.55
13	24	6.27e-13	12.2	4.48	19	26	33	16.6	22.1	34.4	9.14	16	20	36	5.1
12	15	6.19e-09	8.21	4.13	40	57	34	39.6	56.5	34.5	4.77	40	56	34	3.46
11	12	1.79e-07	6.75	4.03	47	27	32	47.5	25.8	32.6	7.33	48	26	32	4.12
10	10	2.32e-06	5.63	3.83	27	51	46	26.7	52.6	45	7.62	27	54	44	5
9	8	3.22e-05	4.49	4.11	19	19	36	20.3	17.3	36.7	11.6	20	17	37	6.92
8	8	3.22e-05	4.49	3.81	32	29	32	32.6	30.1	33.3	5.27	32	29	32	4.57
7	7	0.000131	3.88	3.99	31	26	28	31.8	25.3	28.3	8.46	31	27	28	6.02
6	5	0.00268	2.57	3.77	16	40	43	16	41.8	42	6.56	15	43	41	4.68
5	5	0.00268	2.57	4.17	50	27	30	50.2	26.4	30.8	3.67	51	27	31	3.25
4	4	0.014	1.85	4.13	25	23	30	25.5	24	30.2	4.88	26	24	30	3.58
3	4	0.014	1.85	3.55	51	25	36	50.7	24.3	36	6.96	51	24	36	5.36
2	4	0.014	1.85	3.5	40	67	25	40	67	24.8	5.61	41	67	24	4.76
1	4	0.014	1.85	3.97	32	63	31	32	62.8	32	7.99	32	63	31	6.9
