Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
14	299	2.3e-16	15.6	5.89	50	28	39	48	30.3	37.2	130	51	29	39	62.3
13	298	2.51e-16	15.6	6.99	51	49	35	47.7	49.6	34.7	221	48	52	37	73.1
12	150	5.48e-10	9.26	5.46	16	27	40	17.4	28.2	37.9	116	16	27	41	57.5
11	145	9.62e-10	9.02	5.59	14	49	31	15.8	46.9	31.9	119	15	47	36	56.3
10	85	1.55e-06	5.81	4.86	22	41	38	21.5	42.4	38.9	84.3	23	41	39	45.5
9	42	0.000969	3.01	4.55	36	34	22	35.7	33.7	22.2	243	36	33	22	110
8	37	0.00232	2.64	4.72	38	54	44	38	53.3	43.8	318	37	54	45	124
7	37	0.00232	2.64	5.19	48	18	22	46.8	16.9	22.7	125	48	17	22	67.8
6	35	0.00332	2.48	4.6	19	54	36	18.8	52.2	35.5	160	19	53	36	78.5
5	27	0.015	1.82	4.86	33	14	32	33.9	11.7	31.5	305	33	13	33	150
4	26	0.0183	1.74	4.73	25	60	19	25	61.8	19.5	227	25	62	19	121
3	23	0.0335	1.47	4.64	46	57	30	46.2	56.7	30	99.4	46	57	30	67.5
2	23	0.0335	1.47	4.76	22	41	45	20.7	41.2	44.2	76.6	21	41	46	51
1	22	0.0412	1.39	4.8	20	37	38	19.9	36.5	38.3	61.3	19	37	39	41.6
