Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
14	354	1.72e-17	16.8	5.77	49	29	25	48.8	31.2	24.6	67.1	52	31	27	30.5
13	279	8.61e-15	14.1	5.33	52	28	21	47.2	21.6	21.1	105	45	16	20	45.3
12	132	1.27e-08	7.9	5.09	42	37	34	40.7	37.6	36.3	30.7	40	40	34	21
11	96	8.34e-07	6.08	4.91	16	14	23	21.1	12	21.6	81.7	21	13	20	37.4
10	55	0.000208	3.68	4.23	9	25	23	11.2	23.8	23.2	110	12	23	21	48.9
9	37	0.00357	2.45	5.03	15	38	20	15.3	37	20.2	43.5	14	37	20	29.2
8	37	0.00357	2.45	4.76	29	68	20	29.3	68.1	19.6	43.9	30	68	20	27
7	37	0.00357	2.45	4.33	18	28	17	18.1	29.1	17.7	85.2	16	27	18	43.7
6	37	0.00357	2.45	4.49	33	45	13	31.8	44.6	13.2	128	31	43	14	74.9
5	32	0.00847	2.07	4.03	43	28	16	40.4	27	15.5	34.4	43	28	15	27.9
4	28	0.0175	1.76	4.41	29	34	24	28.2	36.3	23.5	54.1	29	34	24	32.7
3	24	0.037	1.43	4.68	40	48	34	38.8	47	34.4	25.5	40	48	34	19.7
2	23	0.0449	1.35	3.55	15	31	22	14.6	31.3	22.6	51.8	11	32	23	37.2
1	23	0.0449	1.35	5.05	49	34	37	48.3	34.2	36.1	22.4	48	34	37	17.3
