Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
20	350	2.36e-17	16.6	6.09	19	34	46	18.7	36.6	42.6	79.2	16	33	43	37.6
19	166	3.38e-10	9.47	6.35	51	20	22	48.5	20	23.7	140	49	19	22	47.5
18	159	6.98e-10	9.16	5.89	42	26	17	42.4	27.2	17.8	89.4	43	26	18	48.5
17	153	1.31e-09	8.88	5.25	23	29	36	16.1	33.3	34.2	74.5	15	38	28	32.2
16	142	4.24e-09	8.37	6.36	19	22	28	17.4	20.8	27.7	86.8	15	19	26	38.3
15	92	1.37e-06	5.86	4.55	46	46	32	46.6	46.3	32	76.7	45	48	33	33.1
14	89	2.03e-06	5.69	6.47	31	41	46	30.7	39.8	42.9	64.4	32	38	41	36.6
13	76	1.09e-05	4.96	5.29	45	32	11	45.1	27.5	10.6	121	45	31	11	46.9
12	68	3.24e-05	4.49	5	16	43	36	16.9	44.8	35.2	69.5	17	46	35	38.5
11	60	0.0001	4	5.41	26	38	25	25.2	38.1	25.6	50.1	27	38	25	32.6
10	46	0.000823	3.08	4.55	38	23	8	39	23.5	8.29	163	37	24	6	51.9
9	44	0.00113	2.95	5.16	41	14	27	39.2	11.6	27.3	56	39	11	27	36.3
8	43	0.00133	2.88	4.87	20	57	29	21	54.1	27.6	43.3	19	57	29	26.7
7	39	0.00255	2.59	4.23	20	45	28	17.9	45.9	28.2	38.4	16	46	30	25.1
6	39	0.00255	2.59	5.55	46	50	25	45.5	50.1	25.5	48.2	46	50	24	31.7
5	38	0.00302	2.52	5.06	41	27	38	42.6	28	38.4	57.2	42	27	38	33.2
4	35	0.00502	2.3	4.74	30	46	38	29.6	46.8	38.6	51.2	30	45	37	33.6
3	34	0.00597	2.22	4.59	11	48	32	11.3	47.5	30.7	47.6	11	48	29	28.2
2	27	0.021	1.68	4.7	45	23	21	45.9	24.9	21.5	45.7	45	23	21	30.6
1	27	0.021	1.68	6.03	43	58	32	43.6	57.7	32.2	49.8	43	58	32	30.2
