Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
22	13	1.64e-08	7.78	5.72	43	15	21	44.1	15.1	21.6	3.42	43	15	21	2.18
21	12	5.96e-08	7.22	4.7	43	23	45	41.3	22.8	44.8	6.15	43	23	44	3.6
20	10	7.75e-07	6.11	4.87	55	38	23	55.4	37.7	24	7.09	55	38	23	2.81
19	9	3.1e-06	5.51	3.56	50	27	15	49.4	26.8	16.4	5.24	49	25	18	3.45
18	7	5.7e-05	4.24	4.08	48	26	28	48.7	24.3	29.6	2.15	49	23	30	1.71
17	7	5.7e-05	4.24	4.73	51	27	23	51.1	27.2	23.6	2.25	51	27	23	1.94
16	7	5.7e-05	4.24	4.12	40	21	23	40.4	21	23.1	2.48	41	22	23	1.94
15	7	5.7e-05	4.24	4.96	52	32	20	52.2	32	19.9	2.52	52	32	20	2.15
14	7	5.7e-05	4.24	3.88	44	27	19	43.2	27	18.9	2.87	44	26	18	2.5
13	6	0.000271	3.57	4.12	7	35	20	7	35.5	20.3	2.21	7	35	21	1.75
12	6	0.000271	3.57	3.4	41	44	22	41.2	44.3	21.7	2.77	42	45	22	2.32
11	5	0.00141	2.85	4.57	20	56	24	20.9	54.3	23.8	3.15	20	56	24	2.34
10	5	0.00141	2.85	4.01	34	22	24	33.4	22.2	24.2	3.45	33	23	25	3.06
9	4	0.00817	2.09	4.18	35	20	44	35	20.2	44.5	3.42	35	20	44	2.76
8	4	0.00817	2.09	3.89	55	44	19	54.7	44	20.5	4.16	54	43	22	2.75
7	4	0.00817	2.09	4	46	25	43	46.3	25.5	43.7	6.7	46	25	43	4.24
6	4	0.00817	2.09	3.84	22	19	38	21.5	19	37.5	2.35	22	19	38	1.94
5	4	0.00817	2.09	3.92	55	32	31	55.2	31	30.8	3.13	55	32	31	2.19
4	4	0.00817	2.09	4.59	53	25	25	53	24.5	25	2.23	53	24	25	1.73
3	4	0.00817	2.09	4.6	48	57	29	48.2	57.2	28.5	2.97	48	57	29	2.12
2	4	0.00817	2.09	3.94	55	34	17	55.2	34	18	2.61	54	34	18	1.91
1	4	0.00817	2.09	3.53	48	31	20	47.5	30.8	19.8	1.83	47	30	20	1.64
