Cluster Index	Z	x	y	z	
22	5.72	43	15	21
21	4.7	43	23	45
21	4	40	22	46
21	3.64	41	22	44
21	3.54	37	23	46
20	4.87	55	38	23
20	3.56	55	39	25
19	3.56	50	27	15
19	3.42	50	27	18
18	4.08	48	26	28
18	3.95	49	23	30
17	4.73	51	27	23
16	4.12	40	21	23
15	4.96	52	32	20
14	3.88	44	27	19
14	3.51	42	28	19
13	4.12	7	35	20
13	3.18	7	37	21
12	3.4	41	44	22
11	4.57	20	56	24
11	3.43	22	53	24
10	4.01	34	22	24
9	4.18	35	20	44
8	3.89	55	44	19
8	3.6	54	43	22
7	4	46	25	43
6	3.84	22	19	38
5	3.92	55	32	31
4	4.59	53	25	25
3	4.6	48	57	29
2	3.94	55	34	17
2	3.36	56	34	19
1	3.53	48	31	20
