Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
16	11	2.38e-07	6.62	4.04	55	33	19	54.6	32	19	168	54	31	18	124
15	6	0.000302	3.52	3.97	54	29	22	54	28.2	21.7	178	54	30	22	153
14	6	0.000302	3.52	4.25	44	14	20	44.3	14.7	20	283	44	15	20	230
13	6	0.000302	3.52	4.34	52	28	18	52	29.7	17.2	211	52	28	18	169
12	5	0.00155	2.81	3.29	54	45	23	53.4	45.2	23.4	157	54	45	23	106
11	5	0.00155	2.81	4.52	39	35	41	40.7	35	41	75.3	39	35	41	65.9
10	5	0.00155	2.81	3.4	39	25	8	38.6	24.4	8.4	118	39	25	8	109
9	4	0.00885	2.05	4.5	56	34	23	55.8	34.7	22.6	152	56	35	23	123
8	4	0.00885	2.05	4.21	37	45	23	36.4	45.9	23	109	37	45	23	103
7	4	0.00885	2.05	3.93	42	28	15	41.8	27	14.8	94.7	42	28	15	80.9
6	4	0.00885	2.05	3.71	45	34	20	44	34.5	20.3	89.7	43	35	20	78.7
5	4	0.00885	2.05	4.09	31	20	23	30.8	20.9	23.7	145	31	21	24	120
4	4	0.00885	2.05	3.97	48	31	18	48.5	30.5	17.5	149	49	30	17	122
3	4	0.00885	2.05	4.65	19	28	26	18.6	28	26.5	83.4	19	28	27	74.3
2	4	0.00885	2.05	4.21	30	11	20	29.3	10.8	19.5	123	29	11	19	102
1	4	0.00885	2.05	3.81	46	32	17	45	31.7	16	163	45	32	16	124
