Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
11	33	1.83e-09	8.74	4.01	21	27	26	21.9	28.5	27.1	351	22	26	27	209
10	23	7.15e-07	6.15	3.66	43	66	24	43.6	64.7	23	868	43	63	20	487
9	12	0.00168	2.77	3.91	34	53	16	35.3	51.2	16.5	2.11e+03	36	52	16	1.45e+03
8	11	0.00376	2.43	4.02	32	49	25	31.1	50	26.1	798	32	49	25	545
7	10	0.00858	2.07	3.7	53	57	23	51.5	57.5	23.3	772	53	58	23	508
6	10	0.00858	2.07	3.12	39	30	30	39.5	30.5	28.6	380	39	31	28	293
5	10	0.00858	2.07	3.75	35	64	23	35.1	63.3	22.1	404	35	62	21	282
4	9	0.0201	1.7	3.71	15	34	21	16.6	33.6	21.1	259	15	34	21	190
3	9	0.0201	1.7	3.48	20	52	14	20.7	52.1	13.7	1.96e+03	21	53	15	1.08e+03
2	8	0.0482	1.32	2.78	9	36	14	10.5	35.6	15.9	830	11	36	17	461
1	8	0.0482	1.32	3.91	52	50	18	51.2	49.5	19.7	634	52	50	18	502
