Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
12	23	4.17e-07	6.38	4.11	55	34	24	54	33.1	24.6	1.51e+03	55	34	24	879
11	15	0.000109	3.96	4.18	22	55	40	19.7	53.6	39.6	1.73e+03	20	55	39	1e+03
10	14	0.000235	3.63	3.31	12	51	31	12.3	51.8	31.9	1.12e+03	13	54	32	873
9	14	0.000235	3.63	3.32	39	53	45	38	52.8	45.1	2.23e+03	39	53	45	1.48e+03
8	13	0.000515	3.29	3.8	49	59	22	48.9	57.1	21.9	1.4e+03	50	57	20	959
7	12	0.00115	2.94	3.5	48	52	37	47.5	52.2	37.6	1.91e+03	48	52	37	1.19e+03
6	11	0.00263	2.58	3	50	40	23	50.5	39.6	22.1	944	51	40	23	616
5	11	0.00263	2.58	2.84	21	49	33	19.8	50.4	34.1	891	20	51	34	609
4	11	0.00263	2.58	3.68	44	46	33	43.6	48.9	33.6	671	44	50	33	526
3	10	0.00618	2.21	3.3	49	49	39	47.3	48.3	38.8	1.27e+03	49	49	39	847
2	10	0.00618	2.21	3.24	39	52	41	40.3	54.1	40.1	971	41	55	40	721
1	8	0.0368	1.43	3.3	48	28	40	48.2	26.1	38.5	1.04e+03	48	28	40	843
