Cluster Index	Z	x	y	z	
68	8.87	31	48	25
68	8.1	35	45	28
68	7.95	39	65	25
68	7.83	50	53	22
68	7.82	42	44	21
68	7.78	26	50	23
67	5.07	27	47	13
67	4.94	29	41	12
67	4.7	28	45	12
67	4.14	28	39	12
67	3.34	28	39	14
66	5.35	49	37	43
66	3.66	53	31	38
65	4.82	24	20	11
65	4.76	26	18	10
65	4.33	25	22	10
65	3.43	27	20	10
64	5.53	38	43	42
64	5.09	41	45	39
64	4.67	38	43	44
63	4.72	45	38	46
63	4.5	47	36	45
63	4.28	42	36	47
63	4.21	44	36	46
62	5.74	18	38	13
62	5.08	16	40	14
62	4.26	17	36	13
62	4	18	40	16
62	3.92	16	42	12
61	4.57	14	38	19
61	3.8	16	34	21
61	3.79	18	36	18
61	3.77	17	36	21
60	5.39	23	31	31
60	3.9	24	29	31
59	5.36	40	51	40
59	4.84	44	50	41
59	4.45	42	49	42
58	4.65	47	46	12
58	4.52	45	45	13
57	6.18	23	46	46
57	5.07	21	44	45
57	4.83	25	47	48
56	4.84	42	29	11
56	4.74	42	31	11
56	3.49	40	30	12
55	4.89	41	40	41
55	3.61	43	42	39
55	3.56	41	42	38
54	4.79	11	33	15
53	5.47	42	22	34
53	4.38	42	24	35
52	4.02	27	24	8
52	3.71	25	21	8
52	3.63	25	23	8
51	5.97	50	32	15
50	5.08	24	52	18
50	4.85	24	53	16
50	3.94	22	51	17
49	5.2	35	41	37
48	4.55	24	49	40
48	4.09	23	48	38
47	4.25	20	30	27
47	4.09	20	28	26
46	4.54	51	24	31
45	4.57	28	28	11
45	3.27	30	28	11
44	4.17	50	41	41
44	4.06	48	41	43
43	4.63	13	26	38
42	4.48	31	44	39
42	3.92	28	43	37
42	3.49	28	45	39
41	4.7	34	24	8
41	4.02	32	24	10
40	4.26	11	31	24
40	4.1	11	29	24
40	3.49	11	33	25
39	5.87	36	31	15
39	3.79	38	30	15
38	4.45	13	31	36
38	4.3	12	32	38
38	3.62	14	31	38
37	4.41	28	41	44
37	4.12	28	40	41
36	4.3	12	39	15
36	4.08	10	40	16
35	4.33	24	59	23
35	3.87	25	59	25
34	5.14	28	16	38
34	3.69	30	15	37
33	4.56	32	26	31
32	4.87	28	25	13
31	4.14	22	66	32
31	3.91	23	68	31
30	5.74	10	39	37
30	5.53	12	38	38
29	4.74	31	45	36
29	4.24	29	46	37
28	4.85	23	24	32
27	3.48	23	39	47
27	3.34	25	38	45
26	5.69	8	42	27
25	4.36	38	50	40
25	4.16	40	48	41
24	5.27	42	45	44
23	5.46	19	19	9
22	4.82	43	26	8
21	5.68	17	24	35
20	4.72	29	67	25
20	4.7	27	67	23
19	3.65	20	16	8
19	3.48	19	15	10
19	3.4	20	17	10
18	5.27	38	40	44
17	4.32	8	37	21
16	5.05	42	29	27
15	4.13	36	22	15
14	4.62	28	44	48
14	4.29	30	45	49
13	4.23	52	28	14
12	4.28	20	31	14
11	3.91	38	37	15
10	4.49	20	64	34
10	3.66	18	62	33
9	4.18	41	50	34
8	4.64	43	49	13
7	3.71	43	37	40
7	3.31	45	36	40
6	5.94	44	47	17
5	3.77	36	46	42
4	5.24	7	35	26
3	4.52	16	31	21
2	5.03	26	47	37
2	3.69	24	45	37
1	3.5	23	52	32
