Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
44	10	6.56e-07	6.18	4.18	30	19	37	28.5	19.4	36.6	3.05	28	18	37	1.82
43	10	6.56e-07	6.18	4.68	34	12	31	33.6	14.8	33.1	3.19	33	17	33	2.27
42	9	2.62e-06	5.58	4.06	44	48	42	44.7	49.1	41.3	2.76	45	49	43	1.82
41	8	1.1e-05	4.96	3.75	27	15	20	28.1	16.1	20.6	3.5	27	16	20	2.15
40	8	1.1e-05	4.96	3.44	28	12	18	27	10.8	18.8	5.92	28	9	19	3.33
39	8	1.1e-05	4.96	4.23	34	15	14	33.1	15.5	14.3	3.13	33	16	13	2.23
38	8	1.1e-05	4.96	4.03	14	41	42	13.7	40.9	41.2	3.9	15	42	42	2.41
37	7	4.92e-05	4.31	3.91	26	42	45	26.7	41	46.5	2.7	27	41	47	1.78
36	7	4.92e-05	4.31	4.55	39	12	20	38.8	11.9	20.6	4.99	39	12	20	3.59
35	7	4.92e-05	4.31	3.65	30	12	33	28	11.4	32.2	3.12	26	11	32	2.2
34	6	0.000237	3.62	4.16	27	10	29	28	9.84	29	2.55	27	10	29	2.12
33	6	0.000237	3.62	3.9	18	15	32	18.8	15.8	33.2	4.08	19	16	34	2.12
32	6	0.000237	3.62	3.66	11	31	34	10.7	30.5	34.5	2.13	10	29	34	1.38
31	6	0.000237	3.62	4.28	49	36	16	48.7	35.4	16.5	5.17	49	36	16	3.53
30	6	0.000237	3.62	3.85	44	56	21	44.2	56.8	21	2.83	44	56	21	2.26
29	6	0.000237	3.62	4.13	24	14	12	23.7	13.5	12.8	3.26	24	13	12	2.52
28	6	0.000237	3.62	4.16	25	47	22	25.2	46.8	21.7	2.46	26	47	21	1.98
27	6	0.000237	3.62	4.29	35	17	9	35	16.3	8.85	4.3	35	17	9	2.97
26	6	0.000237	3.62	3.78	16	24	9	14.7	23.7	11	3.44	14	24	12	2.52
25	5	0.00125	2.9	3.88	23	33	48	23.8	32.4	47.2	4.49	23	33	48	2.65
24	5	0.00125	2.9	4.38	12	34	40	12.9	34.7	41.5	2.6	13	35	41	2.13
23	5	0.00125	2.9	3.92	34	19	22	34	19.8	20.9	3.38	35	18	21	2.65
22	5	0.00125	2.9	3.53	43	26	13	43.4	27.2	13	2.35	43	27	13	1.9
21	5	0.00125	2.9	3.98	35	20	37	35.2	21	36.4	2.43	35	20	37	1.83
20	5	0.00125	2.9	3.9	36	15	33	36.2	13.8	33.8	2	36	13	33	1.64
19	5	0.00125	2.9	4.25	36	19	23	36.2	18	22.8	2.06	36	19	23	1.41
18	5	0.00125	2.9	4.2	18	42	45	19.3	43.1	44.5	4.33	20	44	44	2.88
17	5	0.00125	2.9	4.51	32	44	31	32.5	44.4	31.4	4.22	31	44	31	3.11
16	4	0.00741	2.13	3.86	33	14	29	32.3	12.8	28.5	4.73	32	12	28	3.31
15	4	0.00741	2.13	4.14	44	14	15	44	14.4	14.1	4.77	44	15	13	2.87
14	4	0.00741	2.13	3.43	37	15	15	37.3	14.8	15.3	3.79	37	14	14	2.81
13	4	0.00741	2.13	4.28	28	50	23	28.2	50.7	22.8	2.5	28	50	23	2.02
12	4	0.00741	2.13	3.7	14	18	28	14.5	17.5	28.5	1.51	14	18	29	1.35
11	4	0.00741	2.13	3.93	37	46	32	35.5	47.2	31.3	3.2	35	48	31	2.6
10	4	0.00741	2.13	3.76	15	46	40	15.2	45.3	40.2	1.75	15	44	41	1.58
9	4	0.00741	2.13	3.87	26	35	46	26.5	35	46	2.11	26	35	46	2.03
8	4	0.00741	2.13	3.86	27	15	10	27.7	14.3	9.76	5.64	27	15	10	3.65
7	4	0.00741	2.13	4.06	15	18	20	14.6	18	20	3	16	17	19	1.81
6	4	0.00741	2.13	3.85	35	35	27	35.7	34.8	27.5	3.07	35	35	28	2.68
5	4	0.00741	2.13	3.79	42	12	20	42	11.5	20	2.66	42	11	20	2.23
4	4	0.00741	2.13	3.73	32	11	20	31.5	11	20.5	3.85	31	11	21	2.48
3	4	0.00741	2.13	3.81	37	20	43	36.8	20	42.8	2.45	37	20	43	2.12
2	4	0.00741	2.13	3.61	31	47	48	30	46.3	47	2.78	31	47	48	2.16
1	4	0.00741	2.13	4.62	23	37	46	22.5	37	46.2	2.6	22	37	46	2.15
