Cluster Index	Z	x	y	z	
37	4.54	20	30	42
37	3.98	21	30	45
37	3.87	19	30	44
37	3.53	17	30	43
36	4.45	34	66	33
36	4.36	43	64	32
36	4.32	37	66	33
36	4.3	41	63	34
36	4.22	39	65	34
36	3.87	38	66	31
35	3.98	23	34	44
35	3.92	20	34	43
35	3.76	24	34	42
35	3.34	19	35	45
34	4.08	30	67	28
34	3.87	34	69	28
34	3.86	34	66	28
33	4.03	26	25	42
33	3.52	30	28	42
33	3.37	28	27	41
32	4.49	34	56	31
32	3.86	35	58	32
32	3.79	37	56	31
31	4.13	30	65	25
31	3.74	30	62	24
30	4.19	30	60	42
30	3.94	28	62	41
30	3.26	26	60	40
29	5.27	25	44	43
29	4.76	23	45	45
28	4.62	47	60	32
28	3.29	43	61	35
27	3.93	40	52	18
26	4.19	44	25	42
26	3.81	42	24	40
25	4.46	16	31	40
24	3.99	35	68	31
24	3.93	33	69	31
23	4.46	36	68	35
22	4.26	30	66	36
22	3.57	30	64	36
21	3.83	42	29	43
20	3.63	41	44	19
20	3.61	41	46	20
19	3.88	35	62	24
19	3.75	33	64	24
19	3.4	33	62	25
18	3.86	30	69	31
18	3.77	29	67	32
17	3.64	30	59	15
16	4.13	34	50	44
16	3.91	36	51	44
15	3.9	44	58	34
15	3.87	45	59	36
14	3.94	49	50	39
14	3.76	48	52	38
13	3.4	27	53	23
12	3.74	23	60	19
12	3.63	21	59	19
11	4.13	42	61	38
11	3.28	39	59	40
10	3.77	35	63	18
10	3.6	35	64	16
9	4.49	31	34	42
8	3.79	47	51	29
8	3.63	49	53	29
7	3.63	24	51	34
6	3.76	33	20	44
6	3.4	33	20	42
5	3.69	51	60	24
4	3.53	50	51	31
3	4.29	40	29	48
3	3.81	38	29	49
2	4.63	37	58	16
2	3.89	35	57	17
1	4.23	40	43	41
