Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
17	503	0	57.4	7.3	40	15	21	42.3	19.5	23.5	689	44	19	19	104
16	316	5.56e-42	41.3	7.7	22	18	22	21.2	17.4	21.5	530	18	16	20	121
15	141	1.9e-23	22.7	5.24	12	38	38	17.6	35.3	42	191	11	37	38	73
14	132	2.5e-22	21.6	5.96	18	65	21	22.4	63.7	21.5	317	19	65	21	111
13	72	4.69e-14	13.3	4.7	44	64	20	41.1	65	19.2	234	38	68	19	92.5
12	32	4.17e-07	6.38	5.89	56	44	16	56.1	42.2	17.8	143	56	44	16	71.5
11	29	1.67e-06	5.78	5.63	24	23	37	23.5	22	36.1	159	24	23	37	66.1
10	28	2.74e-06	5.56	5.55	10	40	27	11.7	39.2	28.3	343	10	40	27	128
9	23	3.34e-05	4.48	3.85	52	39	31	53.5	40	32.5	130	53	39	29	63.4
8	22	5.63e-05	4.25	4.2	17	43	36	18.6	44.6	34.6	88	17	43	36	62.1
7	16	0.00155	2.81	3.51	42	51	12	42.4	50.3	13	239	42	51	12	130
6	13	0.00951	2.02	5.2	17	66	25	16.7	65.4	25.8	235	17	66	26	125
5	13	0.00951	2.02	4.02	19	35	31	17.7	35.6	31.2	102	19	35	31	66.8
4	12	0.0179	1.75	4.09	27	54	18	26.4	53.3	17.5	267	27	51	17	120
3	12	0.0179	1.75	4.58	40	41	27	39.9	42.5	27.9	82.7	40	41	27	55.1
2	11	0.034	1.47	3.6	42	60	17	39.7	58.9	16.9	120	42	60	17	90.4
1	11	0.034	1.47	3.99	18	61	23	18.2	60.3	24.3	97.2	18	61	23	62.9
