Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
14	483	0	55.8	7.45	40	15	21	42.8	17.8	22.1	630	44	19	19	109
13	443	0	52.5	8.39	17	18	21	21.5	15.7	22.2	475	14	21	21	108
12	75	1.63e-14	13.8	4.9	21	38	38	19.8	35.1	42	134	18	33	45	64.7
11	37	5.96e-08	7.22	4.18	38	26	17	35.9	25	16.8	118	32	21	14	61.5
10	35	1.19e-07	6.92	6.01	41	22	38	40.2	22.9	38.2	212	41	22	38	80.5
9	23	3.34e-05	4.48	4.36	19	37	42	16.3	37.5	41.9	97.2	19	39	45	63.8
8	21	9.55e-05	4.02	4.39	34	17	12	34.2	17	10.7	95.3	34	17	10	61.1
7	20	0.000164	3.79	3.57	41	58	26	40.5	57.9	24.7	54.4	41	58	26	42.3
6	19	0.000283	3.55	4.62	30	58	44	29.4	58.1	43.2	193	33	59	44	84.7
5	15	0.00281	2.55	3.69	32	50	17	31.5	48	17.8	276	32	50	18	196
4	15	0.00281	2.55	3.74	24	23	37	23.9	22.4	36.1	101	23	22	34	54.8
3	14	0.00513	2.29	3.59	32	38	40	31.2	39.1	41.1	96.4	32	38	40	65.5
2	12	0.0179	1.75	4.09	46	35	16	46.7	36.2	15.9	96.1	46	35	16	65.8
1	11	0.034	1.47	3.32	17	37	31	16.4	36.4	30.4	144	15	37	29	76
