Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	262	9.47e-37	36	6.16	40	15	21	43.2	18.9	21.4	577	44	19	19	123
9	155	3.84e-25	24.4	6.21	17	18	21	20.6	16.8	21.2	550	18	16	20	144
8	60	3.74e-12	11.4	5.14	21	61	23	21.8	63.9	21.1	320	20	63	18	137
7	49	2.7e-10	9.57	4.87	19	66	27	21.1	64.4	25.1	292	19	64	25	131
6	27	4.41e-06	5.36	4.83	14	36	43	15.8	35.8	42.7	106	14	36	43	63.3
5	24	2e-05	4.7	3.77	41	36	39	42.1	32.4	38.7	85.4	43	33	41	56.4
4	24	2e-05	4.7	5.48	21	29	18	20.7	28.7	17.9	231	21	28	18	126
3	14	0.00513	2.29	4.21	27	10	22	27	10.9	22.3	102	27	10	22	68.9
2	12	0.0179	1.75	4.15	28	61	25	26.1	59.4	25.7	102	28	61	25	64.3
1	11	0.034	1.47	3.74	38	25	35	40.4	24.7	33.2	64.7	38	25	35	51.4
