Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
24	77	2.56e-30	29.6	5.54	30	67	20	24.9	66.3	23.4	20.2	27	68	25	9.81
23	30	2.81e-15	14.6	5.13	35	68	21	37.1	68	22.8	13.4	36	68	25	6.93
22	21	1.22e-11	10.9	5.45	38	57	17	40.5	54.2	17.3	12.2	46	54	18	8.57
21	12	1.79e-07	6.75	4.36	35	53	46	35	53.2	45.9	16.7	35	53	46	10.2
20	12	1.79e-07	6.75	4.41	34	57	45	32	57.9	44.7	10.6	34	57	45	6.25
19	12	1.79e-07	6.75	4.97	47	49	11	46.1	50.3	10.9	11.5	46	49	11	8.43
18	9	8.7e-06	5.06	4.01	14	32	18	13.6	31.2	17.7	15	12	31	16	7.88
17	9	8.7e-06	5.06	4.47	26	49	48	26.2	48.7	48.2	10.9	26	49	48	6.18
16	8	3.32e-05	4.48	4.22	39	48	45	40.8	48.2	45.3	7.93	41	48	46	6.05
15	8	3.32e-05	4.48	4.47	55	39	17	54.7	39.3	17.3	5.69	55	39	17	4.16
14	8	3.32e-05	4.48	4.42	56	33	22	55.5	34.8	22.1	8.38	56	33	22	6.14
13	8	3.32e-05	4.48	4.16	43	59	20	42	60.8	20.5	10.3	42	60	20	5.52
12	7	0.000134	3.87	4.79	48	45	38	48.6	45.2	37.3	5.36	48	45	38	4.31
11	6	0.000581	3.24	3.89	31	49	49	29.5	48.5	49	6.74	30	48	49	5.84
10	6	0.000581	3.24	4.48	53	41	15	53	42.6	14.8	7.18	53	43	15	5.31
9	5	0.00273	2.56	4.66	47	43	42	47.4	43.4	41.2	4.8	47	43	42	4.01
8	5	0.00273	2.56	4.16	48	43	10	47.8	43.4	10.2	18.6	48	43	10	11.6
7	5	0.00273	2.56	3.58	33	64	38	32.8	63.8	38.4	5.9	33	64	37	4.67
6	4	0.0143	1.85	4.25	49	41	13	50.5	40.5	12.7	7.21	51	40	13	5.67
5	4	0.0143	1.85	3.38	11	43	17	10.7	41.5	16.5	3.99	11	43	17	3.42
4	4	0.0143	1.85	4.07	42	54	43	42.2	54	43	12.1	42	54	43	7.87
3	4	0.0143	1.85	3.51	38	36	14	38.5	36.7	14	9.57	37	37	13	7.45
2	4	0.0143	1.85	3.62	48	46	32	49	46	32	3.47	48	46	32	3
1	4	0.0143	1.85	3.53	30	67	28	31	66.5	28	9.79	31	67	28	6.07
