Cluster Index	Z	x	y	z	
24	5.54	30	67	20
24	4.73	20	65	22
24	4.6	29	66	23
24	4.44	23	67	26
24	4.42	24	65	24
24	4.42	24	67	22
23	5.13	35	68	21
23	5.11	37	68	22
23	4.81	35	69	25
23	4.71	37	69	26
23	4.51	39	69	23
23	4.39	40	66	21
22	5.45	38	57	17
22	4.95	46	54	18
22	4.28	40	51	16
22	4.16	42	52	18
21	4.36	35	53	46
21	3.45	32	55	46
21	3.44	39	53	45
20	4.41	34	57	45
20	4.09	31	58	45
19	4.97	47	49	11
19	4.28	45	51	10
19	3.67	45	53	11
18	4.01	14	32	18
17	4.47	26	49	48
17	3.49	25	45	49
16	4.22	39	48	45
15	4.47	55	39	17
14	4.42	56	33	22
14	3.79	55	36	22
13	4.16	43	59	20
13	4.08	41	61	21
13	4	42	63	20
12	4.79	48	45	38
12	4.27	50	44	38
11	3.89	31	49	49
11	3.71	29	49	49
10	4.48	53	41	15
10	3.74	53	44	14
9	4.66	47	43	42
9	3.99	47	43	40
8	4.16	48	43	10
7	3.58	33	64	38
7	3.31	32	64	40
6	4.25	49	41	13
6	3.89	52	40	12
5	3.38	11	43	17
5	3.38	10	41	16
4	4.07	42	54	43
3	3.51	38	36	14
2	3.62	48	46	32
1	3.53	30	67	28
