Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
35	1048	0	94.2	5.51	27	15	20	36.2	18	24	1.08e+03	50	24	18	182
34	522	0	58	5.62	33	35	24	33.4	47.5	26	630	33	40	29	163
33	98	1.58e-17	16.8	4.43	40	21	33	38.7	25.4	28.5	320	38	27	26	138
32	78	1.08e-14	14	4.28	38	22	45	30.2	24.6	46.1	454	27	24	47	184
31	50	2.87e-10	9.54	4.21	27	25	25	27.4	25.3	27.3	499	28	25	27	185
30	36	1.19e-07	6.92	4.65	39	36	12	37.6	35.9	10.3	2.26e+03	36	33	8	639
29	27	5.96e-06	5.22	3.97	33	26	38	33	25	38.6	238	33	21	40	133
28	26	9.72e-06	5.01	3.91	28	66	28	26.9	64.7	25.1	240	28	67	25	112
27	24	2.62e-05	4.58	3.88	25	16	40	28.7	17.4	41.5	436	28	17	41	235
26	23	4.35e-05	4.36	4.02	25	43	20	25.5	45.4	19.7	253	28	47	19	165
25	23	4.35e-05	4.36	4.71	38	53	29	37.9	51.2	28.9	129	38	53	29	84.8
24	23	4.35e-05	4.36	4.28	41	42	47	42.4	43.3	45.8	397	41	42	47	178
23	22	7.27e-05	4.14	4.55	32	62	40	32.3	59.6	41.9	699	32	62	40	296
22	21	0.000122	3.91	4.03	34	49	19	33.5	50.2	17.7	445	33	52	19	297
21	20	0.000208	3.68	3.95	33	51	39	32.5	54	36	264	33	51	39	155
20	17	0.00108	2.97	4.27	31	40	50	31.5	40.4	49.8	349	31	45	49	197
19	17	0.00108	2.97	4.87	14	26	21	14.1	27.3	22	158	14	27	22	106
18	17	0.00108	2.97	5.33	33	41	39	33	42.7	39.3	281	33	41	39	152
17	16	0.00191	2.72	3.3	21	24	19	20.2	24	18.4	432	21	24	18	211
16	15	0.00341	2.47	3.68	11	32	20	13	32.6	18.9	141	12	32	21	97.5
15	14	0.00617	2.21	3.11	48	30	20	48.6	29.9	20	128	51	29	21	87.4
14	14	0.00617	2.21	3.51	18	35	39	17.7	35.4	38.4	100	18	35	36	73.9
13	13	0.0113	1.95	3.29	26	36	20	24.7	38	19.4	345	26	36	20	176
12	13	0.0113	1.95	3.78	29	50	30	27.7	48.8	30.8	120	27	49	31	86.8
11	13	0.0113	1.95	4.18	24	41	39	24.1	42.3	39	112	24	44	40	78.8
10	12	0.021	1.68	3.71	20	66	22	20.3	64.1	21.8	479	20	66	22	209
9	12	0.021	1.68	4.02	25	16	31	24.3	16	32.7	223	23	15	36	82.9
8	12	0.021	1.68	3.66	17	33	21	15.7	32.4	22.4	209	14	31	24	122
7	12	0.021	1.68	4.49	12	38	31	12.8	38.1	30.8	158	12	38	31	95.4
6	12	0.021	1.68	3.47	12	32	25	10.5	32.7	26.4	162	10	32	25	107
5	11	0.0396	1.4	3.62	43	32	25	42.8	33.9	23.7	122	43	32	25	100
4	11	0.0396	1.4	3.45	26	29	31	23.8	27.5	31.7	162	25	29	31	88.9
3	11	0.0396	1.4	3.85	21	44	11	19.8	44.7	10.8	951	18	44	10	277
2	11	0.0396	1.4	4.37	25	22	33	22.9	21.7	34.1	177	23	22	34	91.4
1	11	0.0396	1.4	3.14	35	62	35	34.9	61	33.1	216	33	62	31	97
