Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
12	31	8.94e-07	6.05	3.87	34	49	23	34.2	51.3	22.2	654	34	49	23	283
11	18	0.000617	3.21	3.21	51	31	36	49.9	30.3	33.9	185	51	31	34	150
10	17	0.00108	2.97	3.73	14	39	18	14.4	38.2	19.7	247	14	38	20	175
9	17	0.00108	2.97	3.46	40	50	24	39.5	50.5	23.4	255	38	52	22	208
8	15	0.00341	2.47	5.06	29	56	26	29.5	55.9	25.4	421	32	58	26	213
7	14	0.00617	2.21	3.45	26	52	24	25.7	52.3	22.7	293	27	54	21	179
6	12	0.021	1.68	3.71	39	51	28	38.3	51.5	29.1	248	38	51	28	161
5	11	0.0396	1.4	2.98	31	35	17	31	35.2	16.7	304	31	37	17	230
4	11	0.0396	1.4	3.56	44	27	28	41.9	25.6	27.9	218	42	24	27	161
3	11	0.0396	1.4	3.2	48	21	31	47.7	23	30.6	249	47	22	33	168
2	11	0.0396	1.4	4.81	54	32	32	54.5	31.8	31.7	387	55	32	31	212
1	11	0.0396	1.4	3.31	34	57	23	33.5	55	25.8	439	33	55	26	224
