Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
10	10	5.96e-08	7.22	4.24	31	42	51	31	39.5	50.3	13.6	31	37	49	9.69
9	8	1.19e-06	5.92	4.36	32	28	49	32	29.3	49.4	18	32	29	49	14
8	6	3.92e-05	4.41	4.09	32	34	50	31.8	34.6	49.8	23.2	32	34	50	17.3
7	4	0.00196	2.71	3.78	51	30	22	51	30.2	21.8	9.76	51	30	22	8.69
6	4	0.00196	2.71	3.35	15	46	35	14.5	46.2	35.2	7.72	14	46	36	6.44
5	4	0.00196	2.71	3.61	31	35	26	32.5	35	26	22.2	33	35	26	17.4
4	4	0.00196	2.71	5	32	37	27	32.1	37.3	27.2	16.7	32	37	27	13.5
3	4	0.00196	2.71	3.31	16	57	19	15.5	56.5	19	14.7	16	58	19	9.51
2	3	0.0176	1.76	3.21	39	13	16	39.3	13.7	15.7	15.1	40	14	16	11.2
1	3	0.0176	1.76	3.92	50	35	30	50.6	34.7	30	13.1	50	35	30	11.1
