Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
14	14	1.4e-10	9.85	4.84	49	50	21	49	50.4	20.7	7.13	50	50	23	4.61
13	8	1.19e-06	5.92	4.12	32	53	24	31.6	51.1	24.4	7.17	33	49	24	3.88
12	5	0.00026	3.59	3.96	32	64	17	33.2	65	16.6	9.77	32	64	17	6.17
11	4	0.00196	2.71	4.48	23	64	23	23	63.5	23	2.56	23	64	23	2.33
10	4	0.00196	2.71	4.25	11	44	24	11.2	43.8	24.2	5.32	11	44	24	4.02
9	4	0.00196	2.71	4.63	52	47	24	52.5	46.5	23.7	5.81	52	47	24	4.45
8	4	0.00196	2.71	4.5	32	32	24	32.2	32.2	24.2	12	32	33	24	9.14
7	3	0.0176	1.76	3.76	44	26	18	44	26	18	7.35	44	26	18	6.98
6	3	0.0176	1.76	4.08	15	54	32	15	53	32	3.64	15	52	32	2.85
5	3	0.0176	1.76	3.21	45	57	37	46	56	37	3.37	45	57	37	3.09
4	3	0.0176	1.76	3.62	53	26	17	52.3	25.7	17	4.21	52	26	17	3.55
3	3	0.0176	1.76	3.35	52	24	25	53	25	25	3.77	54	26	25	3
2	3	0.0176	1.76	3.35	51	59	22	50.7	59.3	21.3	4.78	51	59	22	3.62
1	3	0.0176	1.76	3.84	19	29	46	19.6	28	46	5.86	19	29	46	5.05
