Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
46	46	7.41e-26	25.1	4.28	25	15	13	22.4	17.9	13	35.6	22	15	12	11.6
45	12	2.39e-09	8.62	5.27	42	23	44	39.1	21.2	44.8	15.1	42	23	44	10.7
44	10	5.96e-08	7.22	3.92	34	15	13	35.3	15.5	13	22.7	34	15	13	12.3
43	9	2.38e-07	6.62	3.79	46	17	27	46.8	18.2	27.2	8.6	47	19	27	6.44
42	8	1.19e-06	5.92	4.76	45	13	33	44.7	13.9	34.7	4.33	45	13	33	3.26
41	8	1.19e-06	5.92	4.23	42	18	13	41.1	17.7	13	11.9	39	17	13	8.83
40	7	6.56e-06	5.18	4.3	29	21	28	27.5	21.4	29.1	8.19	29	21	28	5.41
39	7	6.56e-06	5.18	3.61	28	24	44	28.3	24.4	43.6	8.36	29	24	43	5.88
38	7	6.56e-06	5.18	4.95	53	38	42	51.8	35.5	43.2	6.86	53	38	42	4.36
37	5	0.00026	3.59	3.73	16	20	28	16.8	19.4	28.2	5.66	18	19	29	4.76
36	5	0.00026	3.59	3.73	33	10	28	33.2	10.2	29	11.1	33	11	27	7.23
35	5	0.00026	3.59	4.61	38	19	42	37.7	18.8	42.2	18.4	39	19	42	12.4
34	4	0.00196	2.71	3.77	18	22	18	18.2	22.7	18	24.4	18	23	18	17.3
33	4	0.00196	2.71	3.64	9	28	30	9.25	29	30.2	10.6	9	30	31	8.2
32	4	0.00196	2.71	3.74	51	22	29	51.2	21.3	29	12.6	51	21	29	6.77
31	4	0.00196	2.71	3.83	13	22	26	13.7	22	26.5	7.36	14	22	27	6.03
30	4	0.00196	2.71	4.48	16	25	23	15.8	24.5	23.7	11.1	16	24	23	6.28
29	4	0.00196	2.71	3.31	20	15	26	19.7	15.2	27.2	7.58	20	15	26	5.3
28	4	0.00196	2.71	3.62	12	26	23	11.8	27	23.7	5.22	12	28	24	4.05
27	4	0.00196	2.71	3.76	39	25	25	39	25.2	25.5	7.77	38	25	26	6.51
26	4	0.00196	2.71	3.66	18	17	25	18	17.2	25.2	6.18	18	17	25	4.96
25	4	0.00196	2.71	3.82	53	24	25	52.7	23.7	25	12.3	53	24	25	8.56
24	4	0.00196	2.71	3.66	38	25	31	38.5	25	31	7.08	38	25	31	5.87
23	3	0.0176	1.76	3.95	21	27	17	21	27	17.3	8.95	21	27	17	8.52
22	3	0.0176	1.76	3.36	27	16	37	27	16.3	37.3	6.53	27	16	37	5.25
21	3	0.0176	1.76	3.79	26	19	43	25.7	19.3	43	8.09	26	19	43	6.55
20	3	0.0176	1.76	3.4	14	22	19	13.7	21.7	19	16	14	22	19	11
19	3	0.0176	1.76	3.32	27	23	25	27.7	23	25.3	8.91	28	24	25	8.39
18	3	0.0176	1.76	3.28	22	27	20	22.3	26	19.7	7.98	23	25	19	6.39
17	3	0.0176	1.76	3.73	37	15	39	37	14.7	39.3	12.9	37	15	39	9.27
16	3	0.0176	1.76	3.4	28	19	22	27.3	18.7	22.3	5.45	28	19	22	4.41
15	3	0.0176	1.76	3.7	31	16	27	31	16	27.3	7.36	31	16	27	6.72
14	3	0.0176	1.76	3.3	16	29	26	16	29.3	26.3	4.35	15	29	27	3.46
13	3	0.0176	1.76	3.73	50	20	26	50.3	20.3	26	7.79	50	20	26	6.42
12	3	0.0176	1.76	3.89	47	23	26	47	23	26	7.35	47	23	26	5.96
11	3	0.0176	1.76	3.69	19	19	38	19	19	38	9.22	19	19	38	7.45
10	3	0.0176	1.76	3.68	41	25	47	41	25.3	47	15.9	40	25	47	14.1
9	3	0.0176	1.76	3.54	15	28	34	15	28	33.7	5.76	15	29	33	4.53
8	3	0.0176	1.76	3.86	35	65	36	35.3	65.6	35	17.8	35	66	35	15.3
7	3	0.0176	1.76	3.48	33	25	47	34	24.3	47.7	11.8	33	25	47	10.3
6	3	0.0176	1.76	3.6	35	15	33	35	14	32.7	10.5	35	13	33	6.01
5	3	0.0176	1.76	3.76	34	19	35	33.1	18.4	35.6	9.95	32	18	36	7.16
4	3	0.0176	1.76	4.11	15	21	16	15	20	15.4	11.7	15	20	15	8.49
3	3	0.0176	1.76	3.3	30	14	30	29.3	13	30.3	5.32	30	14	30	3.7
2	3	0.0176	1.76	3.73	22	27	45	21.3	26.7	45.7	13.7	21	26	46	10.9
1	3	0.0176	1.76	3.95	25	25	23	25.3	25.1	23	6.65	25	26	23	6.18
