Cluster Index	Z	x	y	z	
66	4.3	38	27	12
66	4.11	38	22	13
66	3.98	35	24	13
66	3.76	38	24	12
66	3.7	31	25	13
66	3.48	42	24	12
65	4.03	26	14	13
65	3.79	24	14	13
65	3.44	23	17	14
64	3.58	42	42	38
64	3.43	44	41	37
64	3.3	45	43	38
63	4.8	32	37	27
63	4.16	30	37	28
63	3.86	30	35	29
62	3.82	40	47	39
62	3.56	41	45	40
61	3.89	37	29	12
60	3.59	42	33	15
60	3.41	45	35	16
59	3.91	36	54	17
59	3.77	37	51	17
58	4.12	44	21	13
57	3.87	29	20	14
56	4.19	31	34	12
56	3.34	33	36	12
55	4.2	24	50	45
55	3.92	25	50	43
55	3.52	23	51	42
54	3.68	34	20	14
53	3.7	20	18	38
53	3.56	21	16	38
52	3.92	46	45	13
52	3.89	46	47	13
51	3.81	50	35	30
51	3.31	47	37	29
50	3.99	43	49	12
49	3.71	22	47	43
49	3.32	19	49	41
48	3.47	37	42	42
47	4.15	37	48	40
46	4.45	28	37	30
45	3.67	41	52	19
45	3.34	39	50	18
44	3.83	49	19	37
44	3.48	47	17	37
43	3.68	27	45	22
42	3.9	44	37	38
41	3.57	13	46	14
40	3.81	24	31	47
39	3.39	26	37	43
38	3.44	32	47	25
37	3.58	18	37	25
37	3.55	16	37	27
36	4.15	10	32	41
35	3.68	29	35	37
35	3.36	27	35	36
34	3.58	25	50	28
33	4.07	53	32	42
32	4.32	16	38	39
31	3.61	51	30	21
30	4.64	19	35	47
30	3.51	21	36	45
29	3.41	36	31	39
29	3.37	34	32	38
28	3.54	25	49	20
27	4.59	32	49	31
26	3.81	41	53	42
25	4.84	33	58	19
24	3.56	10	33	32
23	4.03	37	19	42
22	3.71	48	31	16
21	4.55	44	52	11
20	3.26	30	39	43
20	3.21	28	39	42
19	4.08	35	56	38
18	3.77	38	36	49
17	3.73	26	26	17
16	3.63	28	54	19
15	3.75	34	39	30
14	3.56	36	35	44
13	3.99	11	34	34
12	3.34	26	57	36
11	3.57	17	16	37
11	3.29	19	14	36
10	3.66	32	35	23
9	4.66	20	38	40
8	3.48	20	50	12
7	3.81	25	23	36
6	3.63	22	40	48
5	4.3	19	51	38
4	3.82	30	35	26
3	3.22	52	36	43
2	3.87	16	32	40
1	3.58	46	49	12
