Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
11	4	0.00196	2.71	3.31	43	28	28	42.5	28	28	5.63	42	28	28	3.91
10	4	0.00196	2.71	3.96	51	30	22	51	30	22.5	6.05	51	30	23	5.3
9	3	0.0176	1.76	4.26	33	32	26	33	32.3	26.3	12.9	33	32	26	11
8	3	0.0176	1.76	3.67	16	29	36	16.9	29.3	36.3	2.84	18	30	37	2.52
7	3	0.0176	1.76	3.5	38	23	29	37.7	22.4	28.4	3.57	38	23	29	3.09
6	3	0.0176	1.76	4.11	9	34	29	9.64	34	29.3	9.49	10	34	29	8.07
5	3	0.0176	1.76	4.23	10	32	32	10.6	32	31.7	5.38	11	33	32	4.27
4	3	0.0176	1.76	4.16	23	44	29	23.3	44.3	29	2.54	23	44	29	2.08
3	3	0.0176	1.76	3.72	10	29	32	10	28.4	31.7	7.67	10	29	32	4.98
2	3	0.0176	1.76	3.79	34	26	30	34.6	26.3	30	4.3	34	26	30	3.29
1	3	0.0176	1.76	3.56	24	33	31	24	32.7	30.7	5.71	25	33	31	3.46
