Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
15	21	1.69e-14	13.8	4.06	18	18	13	21	17.8	13	12.4	22	20	13	8.54
14	20	5.71e-14	13.2	4.29	41	18	13	36.4	16.4	13	16.9	34	15	13	9.47
13	9	2.38e-07	6.62	4.12	46	19	27	45.9	17.6	26.8	7.36	46	19	27	5.55
12	6	3.92e-05	4.41	3.77	53	24	25	52.5	23.4	25.5	9.98	53	24	25	5.94
11	5	0.00026	3.59	3.64	39	25	31	38	25	30.4	6.28	38	25	30	5.09
10	5	0.00026	3.59	4.08	38	25	26	38.6	25.8	26	7.96	38	25	26	5.82
9	4	0.00196	2.71	4.1	50	21	26	50	20.1	26.2	6.74	50	20	26	4.91
8	4	0.00196	2.71	3.48	27	24	21	26.5	23.8	22.2	7.08	27	24	22	5.43
7	4	0.00196	2.71	3.73	29	16	13	29.5	16	13	9.68	30	16	13	9.16
6	4	0.00196	2.71	3.61	30	17	30	29.5	17	29.8	3.55	31	18	30	3.28
5	3	0.0176	1.76	4.39	45	11	27	45.6	11.3	26.7	4.7	46	12	26	3.53
4	3	0.0176	1.76	3.19	22	23	28	22.3	23	27	3.7	22	23	26	3.14
3	3	0.0176	1.76	3.41	27	24	25	27	23	25.3	7.08	27	23	25	6.73
2	3	0.0176	1.76	3.43	43	17	15	42.7	17.3	15	4.8	43	17	15	3.53
1	3	0.0176	1.76	3.79	35	14	32	34.7	14	32.3	8.49	35	13	33	5.08
