Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
188	248	0	70.8	7.41	15	22	16	14.3	26.2	19.8	2.01e+03	16	23	17	520
187	48	1.27e-22	21.9	6.53	30	24	47	30.1	27.7	47.7	1.02e+03	29	27	48	456
186	45	1.38e-21	20.9	7.41	16	16	31	20.2	14.1	30.5	670	24	11	31	289
185	42	1.58e-20	19.8	5.67	39	43	21	35.7	45.8	20.1	1.85e+03	36	45	21	873
184	34	1.42e-17	16.8	5.51	17	27	10	16.2	24.7	10.3	1.95e+03	18	22	8	718
183	29	1.3e-15	14.9	5.88	38	53	28	35.2	52.8	25.7	1.33e+03	32	52	23	562
182	26	2.23e-14	13.7	5.54	25	43	22	27.2	43.6	20.7	2.3e+03	29	41	19	907
181	24	1.57e-13	12.8	4.97	24	21	21	23.6	22.5	21.2	1.18e+03	26	19	20	452
180	22	1.17e-12	11.9	5.72	48	47	36	47.8	46.1	35.8	903	48	47	36	506
179	22	1.17e-12	11.9	5.64	47	43	44	43.8	44.4	44.5	1.26e+03	43	46	45	621
178	21	3.27e-12	11.5	5.03	33	22	10	34.7	23.7	10.2	1.18e+03	33	22	10	539
177	21	3.27e-12	11.5	5.58	33	31	24	30.5	29.5	23.8	1.25e+03	32	32	23	724
176	20	9.29e-12	11	5.49	23	43	46	24.1	42.8	45.2	920	23	44	46	337
175	20	9.29e-12	11	5.93	18	26	22	17.4	27.5	22.3	509	18	25	22	255
174	20	9.29e-12	11	6.31	15	31	41	14.5	31.7	39.8	626	14	33	41	355
173	20	9.29e-12	11	5.97	42	40	46	41.1	40.4	46.6	927	40	41	48	524
172	19	2.68e-11	10.6	5.27	42	46	12	40.8	47	14.6	2.51e+03	43	49	16	957
171	19	2.68e-11	10.6	5.66	49	23	8	47.3	22.9	8.56	678	47	22	10	392
170	17	2.37e-10	9.62	6.33	32	43	32	32.9	39.1	30.3	892	33	37	30	576
169	17	2.37e-10	9.62	5.02	26	22	41	26.3	21	42.9	773	27	19	43	434
168	16	7.29e-10	9.14	6.14	29	45	39	29.7	45.2	38.6	636	29	45	39	380
167	15	2.29e-09	8.64	5.55	14	24	34	13.4	22.6	35.3	654	15	22	37	312
166	15	2.29e-09	8.64	6.07	30	39	39	29.4	39.4	41.2	605	30	39	39	246
165	15	2.29e-09	8.64	5.32	44	22	22	44.7	21.1	21.9	331	46	20	21	195
164	15	2.29e-09	8.64	6.2	10	44	16	10.7	43	14.4	667	13	43	12	409
163	15	2.29e-09	8.64	6.69	21	49	12	23.9	48.6	13.2	2.37e+03	25	47	16	1.17e+03
162	15	2.29e-09	8.64	5.01	20	47	45	21.3	47.4	43.7	900	22	47	46	486
161	15	2.29e-09	8.64	5.39	18	32	16	19	33.8	14.7	661	20	32	15	504
160	14	7.39e-09	8.13	4.73	23	29	40	20	29.9	41.8	493	19	30	44	319
159	14	7.39e-09	8.13	5.59	29	33	37	28.2	32.2	37	313	29	33	37	213
158	13	2.45e-08	7.61	4.91	45	28	20	46.2	27.6	20.3	362	47	28	21	264
157	13	2.45e-08	7.61	5.69	17	19	30	16	20.1	30.4	305	17	20	30	200
156	13	2.45e-08	7.61	5.84	29	48	16	29.9	46.8	17.1	2.12e+03	29	48	16	1.43e+03
155	12	5.96e-08	7.22	6.65	55	39	14	55.5	40.9	16.2	657	55	39	14	374
154	12	5.96e-08	7.22	6.89	30	10	31	30.2	10.4	30.1	775	30	10	31	475
