Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
28	25	5.88e-14	13.2	5	53	26	24	53.3	27	24.2	330	51	26	25	183
27	24	1.57e-13	12.8	3.91	51	26	38	47.1	26.3	41	434	44	25	43	246
26	13	2.45e-08	7.61	4.25	37	23	34	37.9	21.6	35.2	245	37	23	35	189
25	10	1.07e-06	5.97	4.63	17	40	23	16.9	40.8	23.9	355	18	39	23	216
24	9	4.23e-06	5.37	4.25	34	47	29	33.7	47.5	28.5	477	34	46	29	351
23	8	1.71e-05	4.77	3.69	17	47	33	18.2	46.6	33.2	268	17	47	33	183
22	7	7.37e-05	4.13	3.82	53	34	23	53.1	35	22.6	179	53	35	22	142
21	7	7.37e-05	4.13	3.97	38	25	46	38.6	24.6	45.8	474	40	25	46	307
20	6	0.00034	3.47	3.52	34	50	41	33	50.8	40.5	347	32	51	40	294
19	6	0.00034	3.47	3.94	49	35	22	48.7	34.3	22.8	114	49	34	23	101
18	6	0.00034	3.47	3.66	35	43	29	35	44.1	30.1	363	34	44	30	320
17	5	0.00172	2.77	3.48	34	56	36	33.8	56.2	36.8	145	33	56	36	129
16	5	0.00172	2.77	4.64	42	29	37	42.8	29	36.4	171	44	29	36	135
15	5	0.00172	2.77	3.4	42	53	42	41.6	54	42.2	361	42	53	42	269
14	5	0.00172	2.77	3.74	28	50	28	28.4	50.6	27.4	251	29	51	27	222
13	5	0.00172	2.77	3.52	31	47	27	31.4	47	26.6	446	31	47	26	346
12	5	0.00172	2.77	3.65	45	39	23	46.2	40	22.8	462	48	42	22	294
11	5	0.00172	2.77	3.45	13	45	23	13.2	44.6	23.4	213	12	44	22	161
10	5	0.00172	2.77	3.37	15	56	29	15.6	55	28.8	366	15	56	29	234
9	4	0.00966	2.02	3.86	43	44	17	43	44.2	17	673	42	44	17	365
8	4	0.00966	2.02	3.55	48	54	37	47.5	54.7	37	218	48	54	37	163
7	4	0.00966	2.02	3.69	50	53	36	49.7	52.3	36	276	50	52	35	257
6	4	0.00966	2.02	3.68	51	30	28	51.2	30.5	28.7	202	51	31	29	146
5	4	0.00966	2.02	3.28	35	21	43	35.7	19.8	42.2	347	35	21	43	243
4	4	0.00966	2.02	3.85	41	26	40	41	26.5	40.5	157	41	26	41	136
3	4	0.00966	2.02	4.15	34	30	22	33.8	29.5	21.8	569	34	30	22	460
2	4	0.00966	2.02	3.46	24	13	27	22.8	13	27	139	22	13	27	128
1	4	0.00966	2.02	3.47	19	29	36	19.5	29	35.5	184	20	29	36	128
