Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
16	465	1e-19	19	5.29	43	21	19	48.5	27.9	17.8	333	50	30	19	115
15	382	3.38e-17	16.5	5.03	47	15	23	41.7	14.2	21.2	568	40	13	19	142
14	196	1.03e-10	9.99	5.25	19	15	16	25.6	12.7	18.3	313	27	9	22	122
13	94	3.1e-06	5.51	5.05	19	26	35	21.4	26	34.8	84.1	23	27	37	42.4
12	93	3.52e-06	5.45	5.39	19	61	35	21.8	62	34.5	205	24	64	34	87
11	72	4.46e-05	4.35	5.03	34	30	43	32.6	27.1	43.8	182	32	26	46	61.8
10	58	0.00028	3.55	6.62	43	31	10	42.1	31.8	10.7	191	39	33	10	109
9	58	0.00028	3.55	6.2	17	25	42	18.1	25.5	40.9	117	18	24	42	58.6
8	56	0.000367	3.43	4.59	51	33	29	48.3	31.1	29.1	89.8	47	29	30	48.9
7	51	0.000739	3.13	4.83	32	21	45	31.3	20.4	42.8	213	32	22	44	107
6	50	0.000852	3.07	4.26	13	48	36	16.1	46.7	39	146	19	46	44	79.3
5	40	0.00374	2.43	4.99	41	25	10	41.2	24.8	10.3	154	40	26	9	97.6
4	39	0.00437	2.36	4.72	26	31	45	26.8	31.8	45.1	78.3	25	31	45	49.9
3	33	0.0113	1.95	4.07	34	42	46	33.2	42.2	45.6	76.8	33	43	46	54.8
2	31	0.0158	1.8	5.3	24	19	40	25.5	20	39.5	104	24	19	40	66.1
1	28	0.0261	1.58	5.94	42	17	28	42.5	18.3	28.6	76.6	42	17	28	45.7
