Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
19	16499	0	1.15e+03	9.34	26	23	30	34	35.7	28.9	12.9	32	40	16	1.26
18	18	2.91e-10	9.54	4.68	10	43	18	11.7	42.1	16.3	2.27	15	41	13	1.04
17	13	5.96e-08	7.22	6.2	22	46	17	22	46.2	16.6	5.82	20	48	16	3.22
16	13	5.96e-08	7.22	5.25	11	27	18	11.4	26.5	18.8	1.67	12	25	18	1.14
15	11	7.15e-07	6.15	4.57	26	45	15	27.2	43.4	13.5	4.52	28	44	14	3.39
14	8	3.52e-05	4.45	4.68	43	36	36	41.2	36	36	0.68	43	36	36	0.51
13	6	0.000608	3.22	4.2	11	38	17	10.5	37.2	16.8	0.926	10	37	17	0.692
12	6	0.000608	3.22	3.86	41	58	28	39.8	55.9	27.8	0.566	38	55	28	0.491
11	6	0.000608	3.22	4.35	30	51	16	29.8	50	15.7	1.79	30	49	16	1.51
10	6	0.000608	3.22	4.99	39	48	34	38.7	46.9	33.5	0.711	39	48	34	0.581
9	6	0.000608	3.22	3.86	17	39	13	17.6	39.2	12.9	1.06	17	39	13	0.874
8	6	0.000608	3.22	5.48	23	36	37	24.2	35.5	35.1	0.748	26	34	34	0.594
7	5	0.00284	2.55	4.75	16	34	20	16.9	33.7	20	0.896	16	35	19	0.779
6	5	0.00284	2.55	4.24	27	42	35	26.2	43.3	34.6	0.635	27	42	35	0.59
5	4	0.0147	1.83	4.81	14	29	17	14	29.7	16.3	1.99	14	29	17	1.65
4	4	0.0147	1.83	4.42	14	30	23	14	30.7	23.9	0.636	14	30	23	0.609
3	4	0.0147	1.83	4.32	13	30	20	13.3	29.5	20	1.72	12	30	19	1.25
2	4	0.0147	1.83	4.09	17	39	18	17	39	18.5	0.672	17	39	19	0.603
1	4	0.0147	1.83	3.81	12	49	36	11.3	49.3	36	0.992	12	49	36	0.763
